scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
seslenmek-bağırmak,Bisikletten düşen çocuğa seslendik.,Bisikletten düşen çocuğa bağırdık.,Bisikletten düşen çocuğa seslenmedik.,Bisikletten düşen çocuğa bağırmadık.,"Bisikletten düşen çocuğa seslendik, hatta bağırdık.","Bisikletten düşen çocuğa seslendik, belki de bağırdık.",Bisikletten düşen çocuğa seslendik ama bağırmadık.,"Bisikletten düşen çocuğa bağırmadık, hatta seslenmedik bile.","Bisikletten düşen çocuğa bağırmadık, belki seslenmedik bile.",Bisikletten düşen çocuğa bağırmadık ama seslendik.
seslenmek-bağırmak,Paltosu olmayan adama seslenmişsiniz.,Paltosu olmayan adama bağırmışsınız.,Paltosu olmayan adama seslenmemişsiniz.,Paltosu olmayan adama bağırmamışsınız.,"Paltosu olmayan adama seslenmişsiniz, hatta bağırmışsınız.","Paltosu olmayan adama seslenmişsiniz, belki de bağırmışsınız.",Paltosu olmayan adama seslenmişsiniz ama bağırmamışsınız.,"Paltosu olmayan adama bağırmamışsınız, hatta seslenmemişsiniz bile.","Paltosu olmayan adama bağırmamışsınız, belki seslenmemişsiniz bile.",Paltosu olmayan adama bağırmamışsınız ama seslenmişsiniz.
seslenmek-bağırmak,Oyuncakları kırılan çocuğa seslendi.,Oyuncakları kırılan çocuğa bağırdı.,Oyuncakları kırılan çocuğa seslenmedi.,Oyuncakları kırılan çocuğa bağırmadı.,"Oyuncakları kırılan çocuğa seslendi, hatta bağırdı.","Oyuncakları kırılan çocuğa seslendi, belki de bağırdı.",Oyuncakları kırılan çocuğa seslendi ama bağırmadı.,"Oyuncakları kırılan çocuğa bağırmadı, hatta seslenmedi bile.","Oyuncakları kırılan çocuğa bağırmadı, belki seslenmedi bile.",Oyuncakları kırılan çocuğa bağırmadı ama seslendi.
seslenmek-bağırmak,Uçağı kaçıran adama seslenildi.,Uçağı kaçıran adama bağırıldı.,Uçağı kaçıran adama seslenilmedi.,Uçağı kaçıran adama bağırılmadı.,"Uçağı kaçıran adama seslenildi, hatta bağırıldı.","Uçağı kaçıran adama seslenildi, belki de bağırıldı.",Uçağı kaçıran adama seslenildi ama bağırılmadı.,"Uçağı kaçıran adama bağırılmadı, hatta seslenilmedi bile.","Uçağı kaçıran adama bağırılmadı, belki seslenilmedi bile.",Uçağı kaçıran adama bağırılmadı ama seslenildi.
seslenmek-bağırmak,Yoga matını yırtan sporcuya seslendim.,Yoga matını yırtan sporcuya bağırdım.,Yoga matını yırtan sporcuya seslenmedim.,Yoga matını yırtan sporcuya bağırmadım.,"Yoga matını yırtan sporcuya seslendim, hatta bağırdım.","Yoga matını yırtan sporcuya seslendim, belki de bağırdım.",Yoga matını yırtan sporcuya seslendim ama bağırmadım.,"Yoga matını yırtan sporcuya bağırmadım, hatta seslenmedim bile.","Yoga matını yırtan sporcuya bağırmadım, belki seslenmedim bile.",Yoga matını yırtan sporcuya bağırmadım ama seslendim.
seslenmek-bağırmak,Halı yıkayan kadına seslendik.,Halı yıkayan kadına bağırdık.,Halı yıkayan kadına seslenmedik.,Halı yıkayan kadına bağırmadık.,"Halı yıkayan kadına seslendik, hatta bağırdık.","Halı yıkayan kadına seslendik, belki de bağırdık.",Halı yıkayan kadına seslendik ama bağırmadık.,"Halı yıkayan kadına bağırmadık, hatta seslenmedik bile.","Halı yıkayan kadına bağırmadık, belki seslenmedik bile.",Halı yıkayan kadına bağırmadık ama seslendik.
seslenmek-bağırmak,Nevresim takımı eski olan çocuğa seslenmiştiniz.,Nevresim takımı eski olan çocuğa bağırmıştınız.,Nevresim takımı eski olan çocuğa seslenmemiştiniz.,Nevresim takımı eski olan çocuğa bağırmamıştınız.,"Nevresim takımı eski olan çocuğa seslenmiştiniz, hatta bağırmıştınız.","Nevresim takımı eski olan çocuğa seslenmiştiniz, belki de bağırmıştınız.",Nevresim takımı eski olan çocuğa seslenmiştiniz ama bağırmamıştınız.,"Nevresim takımı eski olan çocuğa bağırmamıştınız, hatta seslenmemiştiniz bile.","Nevresim takımı eski olan çocuğa bağırmamıştınız, belki seslenmemiştiniz bile.",Nevresim takımı eski olan çocuğa bağırmamıştınız ama seslenmiştiniz.
seslenmek-bağırmak,Hoparlörü bozuk olan satıcıya seslenmişlerdi.,Hoparlörü bozuk olan satıcıya bağırmışlardı.,Hoparlörü bozuk olan satıcıya seslenmemişlerdi.,Hoparlörü bozuk olan satıcıya bağırmamışlardı.,"Hoparlörü bozuk olan satıcıya seslenmişlerdi, hatta bağırmışlardı.","Hoparlörü bozuk olan satıcıya seslenmişlerdi, belki de bağırmışlardı.",Hoparlörü bozuk olan satıcıya seslenmişlerdi ama bağırmamışlardı.,"Hoparlörü bozuk olan satıcıya bağırmamışlardı, hatta seslenmemişlerdi bile.","Hoparlörü bozuk olan satıcıya bağırmamışlardı, belki seslenmemişlerdi bile.",Hoparlörü bozuk olan satıcıya bağırmamışlardı ama seslenmişlerdi.
seslenmek-bağırmak,Klavye tuşları kırık olan bilgisayarcıya seslendik.,Klavye tuşları kırık olan bilgisayarcıya bağırdık.,Klavye tuşları kırık olan bilgisayarcıya seslenmedik.,Klavye tuşları kırık olan bilgisayarcıya bağırmadık.,"Klavye tuşları kırık olan bilgisayarcıya seslendik, hatta bağırdık.","Klavye tuşları kırık olan bilgisayarcıya seslendik, belki de bağırdık.",Klavye tuşları kırık olan bilgisayarcıya seslendik ama bağırmadık.,"Klavye tuşları kırık olan bilgisayarcıya bağırmadık, hatta seslenmedik bile.","Klavye tuşları kırık olan bilgisayarcıya bağırmadık, belki seslenmedik bile.",Klavye tuşları kırık olan bilgisayarcıya bağırmadık ama seslendik.
seslenmek-bağırmak,Köpeğin kuyruğunu çeken çocuğa seslendik.,Köpeğin kuyruğunu çeken çocuğa bağırdık.,Köpeğin kuyruğunu çeken çocuğa seslenmedik.,Köpeğin kuyruğunu çeken çocuğa bağırmadık.,"Köpeğin kuyruğunu çeken çocuğa seslendik, hatta bağırdık.","Köpeğin kuyruğunu çeken çocuğa seslendik, belki de bağırdık.",Köpeğin kuyruğunu çeken çocuğa seslendik ama bağırmadık.,"Köpeğin kuyruğunu çeken çocuğa bağırmadık, hatta seslenmedik bile.","Köpeğin kuyruğunu çeken çocuğa bağırmadık, belki seslenmedik bile.",Köpeğin kuyruğunu çeken çocuğa bağırmadık ama seslendik.
seslenmek-bağırmak,Grubu kaybeden arkadaşların arkasından seslendik.,Grubu kaybeden arkadaşların arkasından bağırdık.,Grubu kaybeden arkadaşların arkasından seslenmedik.,Grubu kaybeden arkadaşların arkasından bağırmadık.,"Grubu kaybeden arkadaşların arkasından seslendik, hatta bağırdık.","Grubu kaybeden arkadaşların arkasından seslendik, belki de bağırdık.",Grubu kaybeden arkadaşların arkasından seslendik ama bağırmadık.,"Grubu kaybeden arkadaşların arkasından bağırmadık, hatta seslenmedik bile.","Grubu kaybeden arkadaşların arkasından bağırmadık, belki seslenmedik bile.",Grubu kaybeden arkadaşların arkasından bağırmadık ama seslendik.
seslenmek-bağırmak,Tencere satıcısının arkasından seslendiniz.,Tencere satıcısının arkasından bağırdınız.,Tencere satıcısının arkasından seslenmediniz.,Tencere satıcısının arkasından bağırmadınız.,"Tencere satıcısının arkasından seslendiniz, hatta bağırdınız.","Tencere satıcısının arkasından seslendiniz, belki de bağırdınız.",Tencere satıcısının arkasından seslendiniz ama bağırmadınız.,"Tencere satıcısının arkasından bağırmadınız, hatta seslenmediniz bile.","Tencere satıcısının arkasından bağırmadınız, belki seslenmediniz bile.",Tencere satıcısının arkasından bağırmadınız ama seslendiniz.
seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından seslenmiş.,Elektrik tellerini tamir edecek amcanın arkasından bağırmış.,Elektrik tellerini tamir edecek amcanın arkasından seslenmemiş.,Elektrik tellerini tamir edecek amcanın arkasından bağırmamış.,"Elektrik tellerini tamir edecek amcanın arkasından seslenmiş, hatta bağırmış.","Elektrik tellerini tamir edecek amcanın arkasından seslenmiş, belki de bağırmış.",Elektrik tellerini tamir edecek amcanın arkasından seslenmiş ama bağırmamış.,"Elektrik tellerini tamir edecek amcanın arkasından bağırmamış, hatta seslenmemiş bile.","Elektrik tellerini tamir edecek amcanın arkasından bağırmamış, belki seslenmemiş bile.",Elektrik tellerini tamir edecek amcanın arkasından bağırmamış ama seslenmiş.
seslenmek-bağırmak,Çay demleyen teyzeye seslenmişler.,Çay demleyen teyzeye bağırmışlar.,Çay demleyen teyzeye seslenmemişler.,Çay demleyen teyzeye bağırmamışlar.,"Çay demleyen teyzeye seslenmişler, hatta bağırmışlar.","Çay demleyen teyzeye seslenmişler, belki de bağırmışlar.",Çay demleyen teyzeye seslenmişler ama bağırmamışlar.,"Çay demleyen teyzeye bağırmamışlar, hatta seslenmemişler bile.","Çay demleyen teyzeye bağırmamışlar, belki seslenmemişler bile.",Çay demleyen teyzeye bağırmamışlar ama seslenmişler.
seslenmek-bağırmak,Şarj kablosunu verecek kıza seslendi.,Şarj kablosunu verecek kıza bağırdı.,Şarj kablosunu verecek kıza seslenmedi.,Şarj kablosunu verecek kıza bağırmadı.,"Şarj kablosunu verecek kıza seslendi, hatta bağırdı.","Şarj kablosunu verecek kıza seslendi, belki de bağırdı.",Şarj kablosunu verecek kıza seslendi ama bağırmadı.,"Şarj kablosunu verecek kıza bağırmadı, hatta seslenmedi bile.","Şarj kablosunu verecek kıza bağırmadı, belki seslenmedi bile.",Şarj kablosunu verecek kıza bağırmadı ama seslendi.
seslenmek-bağırmak,Arzu makyaj malzemelerini düşüren kızın arkasından seslendi.,Arzu makyaj malzemelerini düşüren kızın arkasından bağırdı.,Arzu makyaj malzemelerini düşüren kızın arkasından seslenmedi.,Arzu makyaj malzemelerini düşüren kızın arkasından bağırmadı.,"Arzu makyaj malzemelerini düşüren kızın arkasından seslendi, hatta bağırdı.","Arzu makyaj malzemelerini düşüren kızın arkasından seslendi, belki de bağırdı.",Arzu makyaj malzemelerini düşüren kızın arkasından seslendi ama bağırmadı.,"Arzu makyaj malzemelerini düşüren kızın arkasından bağırmadı, hatta seslenmedi bile.","Arzu makyaj malzemelerini düşüren kızın arkasından bağırmadı, belki seslenmedi bile.",Arzu makyaj malzemelerini düşüren kızın arkasından bağırmadı ama seslendi.
seslenmek-bağırmak,Fehmi saç kurutma makinesini bozan çocuğun arkasından seslendi.,Fehmi saç kurutma makinesini bozan çocuğun arkasından bağırdı.,Fehmi saç kurutma makinesini bozan çocuğun arkasından seslenmedi.,Fehmi saç kurutma makinesini bozan çocuğun arkasından bağırmadı.,"Fehmi saç kurutma makinesini bozan çocuğun arkasından seslendi, hatta bağırdı.","Fehmi saç kurutma makinesini bozan çocuğun arkasından seslendi, belki de bağırdı.",Fehmi saç kurutma makinesini bozan çocuğun arkasından seslendi ama bağırmadı.,"Fehmi saç kurutma makinesini bozan çocuğun arkasından bağırmadı, hatta seslenmedi bile.","Fehmi saç kurutma makinesini bozan çocuğun arkasından bağırmadı, belki seslenmedi bile.",Fehmi saç kurutma makinesini bozan çocuğun arkasından bağırmadı ama seslendi.
seslenmek-bağırmak,Teknik direktör az önce gol atan futbolcuya seslendi.,Teknik direktör az önce gol atan futbolcuya bağırdı.,Teknik direktör az önce gol atan futbolcuya seslenmedi.,Teknik direktör az önce gol atan futbolcuya bağırmadı.,"Teknik direktör az önce gol atan futbolcuya seslendi, hatta bağırdı.","Teknik direktör az önce gol atan futbolcuya seslendi, belki de bağırdı.",Teknik direktör az önce gol atan futbolcuya seslendi ama bağırmadı.,"Teknik direktör az önce gol atan futbolcuya bağırmadı, hatta seslenmedi bile.","Teknik direktör az önce gol atan futbolcuya bağırmadı, belki seslenmedi bile.",Teknik direktör az önce gol atan futbolcuya bağırmadı ama seslendi.
seslenmek-bağırmak,Tabakları kırılan şefe seslenmişim.,Tabakları kırılan şefe bağırmışım.,Tabakları kırılan şefe seslenmemişim.,Tabakları kırılan şefe bağırmamışım.,"Tabakları kırılan şefe seslenmişim, hatta bağırmışım.","Tabakları kırılan şefe seslenmişim, belki de bağırmışım.",Tabakları kırılan şefe seslenmişim ama bağırmamışım.,"Tabakları kırılan şefe bağırmamışım, hatta seslenmemişim bile.","Tabakları kırılan şefe bağırmamışım, belki seslenmemişim bile.",Tabakları kırılan şefe bağırmamışım ama seslenmişim.
seslenmek-bağırmak,Parktaki dayının arkasından seslendik.,Parktaki dayının arkasından bağırdık.,Parktaki dayının arkasından seslenmedik.,Parktaki dayının arkasından bağırmadık.,"Parktaki dayının arkasından seslendik, hatta bağırdık.","Parktaki dayının arkasından seslendik, belki de bağırdık.",Parktaki dayının arkasından seslendik ama bağırmadık.,"Parktaki dayının arkasından bağırmadık, hatta seslenmedik bile.","Parktaki dayının arkasından bağırmadık, belki seslenmedik bile.",Parktaki dayının arkasından bağırmadık ama seslendik.
seslenmek-bağırmak,Çaydanlık şakası yapan Burak'ın arkasından seslendim.,Çaydanlık şakası yapan Burak'ın arkasından bağırdım.,Çaydanlık şakası yapan Burak'ın arkasından seslenmedim.,Çaydanlık şakası yapan Burak'ın arkasından bağırmadım.,"Çaydanlık şakası yapan Burak'ın arkasından seslendim, hatta bağırdım.","Çaydanlık şakası yapan Burak'ın arkasından seslendim, belki de bağırdım.",Çaydanlık şakası yapan Burak'ın arkasından seslendim ama bağırmadım.,"Çaydanlık şakası yapan Burak'ın arkasından bağırmadım, hatta seslenmedim bile.","Çaydanlık şakası yapan Burak'ın arkasından bağırmadım, belki seslenmedim bile.",Çaydanlık şakası yapan Burak'ın arkasından bağırmadım ama seslendim.
seslenmek-bağırmak,Şampuanı biten arkadaşa seslendik.,Şampuanı biten arkadaşa bağırdık.,Şampuanı biten arkadaşa seslenmedik.,Şampuanı biten arkadaşa bağırmadık.,"Şampuanı biten arkadaşa seslendik, hatta bağırdık.","Şampuanı biten arkadaşa seslendik, belki de bağırdık.",Şampuanı biten arkadaşa seslendik ama bağırmadık.,"Şampuanı biten arkadaşa bağırmadık, hatta seslenmedik bile.","Şampuanı biten arkadaşa bağırmadık, belki seslenmedik bile.",Şampuanı biten arkadaşa bağırmadık ama seslendik.
seslenmek-bağırmak,Kolyesi yere düşen çocuğun arkasından seslendin.,Kolyesi yere düşen çocuğun arkasından bağırdın.,Kolyesi yere düşen çocuğun arkasından seslenmedin.,Kolyesi yere düşen çocuğun arkasından bağırmadın.,"Kolyesi yere düşen çocuğun arkasından seslendin, hatta bağırdın.","Kolyesi yere düşen çocuğun arkasından seslendin, belki de bağırdın.",Kolyesi yere düşen çocuğun arkasından seslendin ama bağırmadın.,"Kolyesi yere düşen çocuğun arkasından bağırmadın, hatta seslenmedin bile.","Kolyesi yere düşen çocuğun arkasından bağırmadın, belki seslenmedin bile.",Kolyesi yere düşen çocuğun arkasından bağırmadın ama seslendin.
seslenmek-bağırmak,Anahtarlığını kaybeden görevliye seslenmişler.,Anahtarlığını kaybeden görevliye bağırmışlar.,Anahtarlığını kaybeden görevliye seslenmemişler.,Anahtarlığını kaybeden görevliye bağırmamışlar.,"Anahtarlığını kaybeden görevliye seslenmişler, hatta bağırmışlar.","Anahtarlığını kaybeden görevliye seslenmişler, belki de bağırmışlar.",Anahtarlığını kaybeden görevliye seslenmişler ama bağırmamışlar.,"Anahtarlığını kaybeden görevliye bağırmamışlar, hatta seslenmemişler bile.","Anahtarlığını kaybeden görevliye bağırmamışlar, belki seslenmemişler bile.",Anahtarlığını kaybeden görevliye bağırmamışlar ama seslenmişler.
seslenmek-bağırmak,Saati bozuk saatçiye seslenmiştiniz.,Saati bozuk saatçiye bağırmıştınız.,Saati bozuk saatçiye seslenmemiştiniz.,Saati bozuk saatçiye bağırmamıştınız.,"Saati bozuk saatçiye seslenmiştiniz, hatta bağırmıştınız.","Saati bozuk saatçiye seslenmiştiniz, belki de bağırmıştınız.",Saati bozuk saatçiye seslenmiştiniz ama bağırmamıştınız.,"Saati bozuk saatçiye bağırmamıştınız, hatta seslenmemiştiniz bile.","Saati bozuk saatçiye bağırmamıştınız, belki seslenmemiştiniz bile.",Saati bozuk saatçiye bağırmamıştınız ama seslenmiştiniz.
seslenmek-bağırmak,Fotoğraf çerçevesini kıran öğrencinin ardından seslenmiştiniz.,Fotoğraf çerçevesini kıran öğrencinin ardından bağırmıştınız.,Fotoğraf çerçevesini kıran öğrencinin ardından seslenmemiştiniz.,Fotoğraf çerçevesini kıran öğrencinin ardından bağırmamıştınız.,"Fotoğraf çerçevesini kıran öğrencinin ardından seslenmiştiniz, hatta bağırmıştınız.","Fotoğraf çerçevesini kıran öğrencinin ardından seslenmiştiniz, belki de bağırmıştınız.",Fotoğraf çerçevesini kıran öğrencinin ardından seslenmiştiniz ama bağırmamıştınız.,"Fotoğraf çerçevesini kıran öğrencinin ardından bağırmamıştınız, hatta seslenmemiştiniz bile.","Fotoğraf çerçevesini kıran öğrencinin ardından bağırmamıştınız, belki seslenmemiştiniz bile.",Fotoğraf çerçevesini kıran öğrencinin ardından bağırmamıştınız ama seslenmiştiniz.
seslenmek-bağırmak,Not defterini karalayan öğretmenin arkasından seslendim.,Not defterini karalayan öğretmenin arkasından bağırdım.,Not defterini karalayan öğretmenin arkasından seslenmedim.,Not defterini karalayan öğretmenin arkasından bağırmadım.,"Not defterini karalayan öğretmenin arkasından seslendim, hatta bağırdım.","Not defterini karalayan öğretmenin arkasından seslendim, belki de bağırdım.",Not defterini karalayan öğretmenin arkasından seslendim ama bağırmadım.,"Not defterini karalayan öğretmenin arkasından bağırmadım, hatta seslenmedim bile.","Not defterini karalayan öğretmenin arkasından bağırmadım, belki seslenmedim bile.",Not defterini karalayan öğretmenin arkasından bağırmadım ama seslendim.
seslenmek-bağırmak,Arabama çarpan adamın peşinden seslendi.,Arabama çarpan adamın peşinden bağırdı.,Arabama çarpan adamın peşinden seslenmedi.,Arabama çarpan adamın peşinden bağırmadı.,"Arabama çarpan adamın peşinden seslendi, hatta bağırdı.","Arabama çarpan adamın peşinden seslendi, belki de bağırdı.",Arabama çarpan adamın peşinden seslendi ama bağırmadı.,"Arabama çarpan adamın peşinden bağırmadı, hatta seslenmedi bile.","Arabama çarpan adamın peşinden bağırmadı, belki seslenmedi bile.",Arabama çarpan adamın peşinden bağırmadı ama seslendi.
seslenmek-bağırmak,Tırnak makası satan görevliye seslendi.,Tırnak makası satan görevliye bağırdı.,Tırnak makası satan görevliye seslenmedi.,Tırnak makası satan görevliye bağırmadı.,"Tırnak makası satan görevliye seslendi, hatta bağırdı.","Tırnak makası satan görevliye seslendi, belki de bağırdı.",Tırnak makası satan görevliye seslendi ama bağırmadı.,"Tırnak makası satan görevliye bağırmadı, hatta seslenmedi bile.","Tırnak makası satan görevliye bağırmadı, belki seslenmedi bile.",Tırnak makası satan görevliye bağırmadı ama seslendi.
seslenmek-bağırmak,Ormanda çalışan memurun arkasından seslenmişlerdi.,Ormanda çalışan memurun arkasından bağırmışlardı.,Ormanda çalışan memurun arkasından seslenmemişlerdi.,Ormanda çalışan memurun arkasından bağırmamışlardı.,"Ormanda çalışan memurun arkasından seslenmişlerdi, hatta bağırmışlardı.","Ormanda çalışan memurun arkasından seslenmişlerdi, belki de bağırmışlardı.",Ormanda çalışan memurun arkasından seslenmişlerdi ama bağırmamışlardı.,"Ormanda çalışan memurun arkasından bağırmamışlardı, hatta seslenmemişlerdi bile.","Ormanda çalışan memurun arkasından bağırmamışlardı, belki seslenmemişlerdi bile.",Ormanda çalışan memurun arkasından bağırmamışlardı ama seslenmişlerdi.
gülmek-kahkaha atmak,Rakibine söylediklerine güldük.,Rakibine söylediklerine kahkaha attık.,Rakibine söylediklerine gülmedik.,Rakibine söylediklerine kahkaha atmadık.,"Rakibine söylediklerine güldük, hatta kahkaha attık.","Rakibine söylediklerine güldük, belki de kahkaha attık.",Rakibine söylediklerine güldük ama kahkaha atmadık.,"Rakibine söylediklerine kahkaha atmadık, hatta gülmedik bile.","Rakibine söylediklerine kahkaha atmadık, belki gülmedik bile.",Rakibine söylediklerine kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa güldük.,Şakayı anlamayan arkadaşa kahkaha attık.,Şakayı anlamayan arkadaşa gülmedik.,Şakayı anlamayan arkadaşa kahkaha atmadık.,"Şakayı anlamayan arkadaşa güldük, hatta kahkaha attık.","Şakayı anlamayan arkadaşa güldük, belki de kahkaha attık.",Şakayı anlamayan arkadaşa güldük ama kahkaha atmadık.,"Şakayı anlamayan arkadaşa kahkaha atmadık, hatta gülmedik bile.","Şakayı anlamayan arkadaşa kahkaha atmadık, belki gülmedik bile.",Şakayı anlamayan arkadaşa kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Toplantının sonunda güldük.,Toplantının sonunda kahkaha attık.,Toplantının sonunda gülmedik.,Toplantının sonunda kahkaha atmadık.,"Toplantının sonunda güldük, hatta kahkaha attık.","Toplantının sonunda güldük, belki de kahkaha attık.",Toplantının sonunda güldük ama kahkaha atmadık.,"Toplantının sonunda kahkaha atmadık, hatta gülmedik bile.","Toplantının sonunda kahkaha atmadık, belki gülmedik bile.",Toplantının sonunda kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Bugünkü gösteride güldük.,Bugünkü gösteride kahkaha attık.,Bugünkü gösteride gülmedik.,Bugünkü gösteride kahkaha atmadık.,"Bugünkü gösteride güldük, hatta kahkaha attık.","Bugünkü gösteride güldük, belki de kahkaha attık.",Bugünkü gösteride güldük ama kahkaha atmadık.,"Bugünkü gösteride kahkaha atmadık, hatta gülmedik bile.","Bugünkü gösteride kahkaha atmadık, belki gülmedik bile.",Bugünkü gösteride kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Filmdeki komik sahnelere güldüler.,Filmdeki komik sahnelere kahkaha attılar.,Filmdeki komik sahnelere gülmediler.,Filmdeki komik sahnelere kahkaha atmadılar.,"Filmdeki komik sahnelere güldüler, hatta kahkaha attılar.","Filmdeki komik sahnelere güldüler, belki de kahkaha attılar.",Filmdeki komik sahnelere güldüler ama kahkaha atmadılar.,"Filmdeki komik sahnelere kahkaha atmadılar, hatta gülmediler bile.","Filmdeki komik sahnelere kahkaha atmadılar, belki gülmediler bile.",Filmdeki komik sahnelere kahkaha atmadılar ama güldüler.
gülmek-kahkaha atmak,Gelişim planına gülmüşler.,Gelişim planına kahkaha atmışlar.,Gelişim planına gülmemişler.,Gelişim planına kahkaha atmamışlar.,"Gelişim planına gülmüşler, hatta kahkaha atmışlar.","Gelişim planına gülmüşler, belki de kahkaha atmışlar.",Gelişim planına gülmüşler ama kahkaha atmamışlar.,"Gelişim planına kahkaha atmamışlar, hatta gülmemişler bile.","Gelişim planına kahkaha atmamışlar, belki gülmemişler bile.",Gelişim planına kahkaha atmamışlar ama gülmüşler.
gülmek-kahkaha atmak,Arkadaşıyla olan sohbetine gülmüştünüz.,Arkadaşıyla olan sohbetine kahkaha atmıştınız.,Arkadaşıyla olan sohbetine gülmemiştiniz.,Arkadaşıyla olan sohbetine kahkaha atmamıştınız.,"Arkadaşıyla olan sohbetine gülmüştünüz, hatta kahkaha atmıştınız.","Arkadaşıyla olan sohbetine gülmüştünüz, belki de kahkaha atmıştınız.",Arkadaşıyla olan sohbetine gülmüştünüz ama kahkaha atmamıştınız.,"Arkadaşıyla olan sohbetine kahkaha atmamıştınız, hatta gülmemiştiniz bile.","Arkadaşıyla olan sohbetine kahkaha atmamıştınız, belki gülmemiştiniz bile.",Arkadaşıyla olan sohbetine kahkaha atmamıştınız ama gülmüştünüz.
gülmek-kahkaha atmak,Maçın sonucuna güldük.,Maçın sonucuna kahkaha attık.,Maçın sonucuna gülmedik.,Maçın sonucuna kahkaha atmadık.,"Maçın sonucuna güldük, hatta kahkaha attık.","Maçın sonucuna güldük, belki de kahkaha attık.",Maçın sonucuna güldük ama kahkaha atmadık.,"Maçın sonucuna kahkaha atmadık, hatta gülmedik bile.","Maçın sonucuna kahkaha atmadık, belki gülmedik bile.",Maçın sonucuna kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Gergin görünüşlü adama güldüler.,Gergin görünüşlü adama kahkaha attılar.,Gergin görünüşlü adama gülmediler.,Gergin görünüşlü adama kahkaha atmadılar.,"Gergin görünüşlü adama güldüler, hatta kahkaha attılar.","Gergin görünüşlü adama güldüler, belki de kahkaha attılar.",Gergin görünüşlü adama güldüler ama kahkaha atmadılar.,"Gergin görünüşlü adama kahkaha atmadılar, hatta gülmediler bile.","Gergin görünüşlü adama kahkaha atmadılar, belki gülmediler bile.",Gergin görünüşlü adama kahkaha atmadılar ama güldüler.
gülmek-kahkaha atmak,Sınıfın ortasında gülmüştük.,Sınıfın ortasında kahkaha atmıştık.,Sınıfın ortasında gülmemiştik.,Sınıfın ortasında kahkaha atmamıştık.,"Sınıfın ortasında gülmüştük, hatta kahkaha atmıştık.","Sınıfın ortasında gülmüştük, belki de kahkaha atmıştık.",Sınıfın ortasında gülmüştük ama kahkaha atmamıştık.,"Sınıfın ortasında kahkaha atmamıştık, hatta gülmemiştik bile.","Sınıfın ortasında kahkaha atmamıştık, belki gülmemiştik bile.",Sınıfın ortasında kahkaha atmamıştık ama gülmüştük.
gülmek-kahkaha atmak,Köpeğin tuhaf hareketlerine güldüler.,Köpeğin tuhaf hareketlerine kahkaha attılar.,Köpeğin tuhaf hareketlerine gülmediler.,Köpeğin tuhaf hareketlerine kahkaha atmadılar.,"Köpeğin tuhaf hareketlerine güldüler, hatta kahkaha attılar.","Köpeğin tuhaf hareketlerine güldüler, belki de kahkaha attılar.",Köpeğin tuhaf hareketlerine güldüler ama kahkaha atmadılar.,"Köpeğin tuhaf hareketlerine kahkaha atmadılar, hatta gülmediler bile.","Köpeğin tuhaf hareketlerine kahkaha atmadılar, belki gülmediler bile.",Köpeğin tuhaf hareketlerine kahkaha atmadılar ama güldüler.
gülmek-kahkaha atmak,Küçük çocuğun yaptığı şakalara güldüler.,Küçük çocuğun yaptığı şakalara kahkaha attılar.,Küçük çocuğun yaptığı şakalara gülmedi.,Küçük çocuğun yaptığı şakalara kahkaha atmadılar.,"Küçük çocuğun yaptığı şakalara güldüler, hatta kahkaha attılar.","Küçük çocuğun yaptığı şakalara güldüler, belki de kahkaha attılar.",Küçük çocuğun yaptığı şakalara güldüler ama kahkaha atmadılar.,"Küçük çocuğun yaptığı şakalara kahkaha atmadılar, hatta gülmediler bile.","Küçük çocuğun yaptığı şakalara kahkaha atmadılar, belki gülmediler bile.",Küçük çocuğun yaptığı şakalara kahkaha atmadılar ama güldüler.
gülmek-kahkaha atmak,Sınıfın en komik öğrencisine güldüler.,Sınıfın en komik öğrencisine kahkaha attılar.,Sınıfın en komik öğrencisine gülmediler.,Sınıfın en komik öğrencisine kahkaha atmadılar.,"Sınıfın en komik öğrencisine güldüler, hatta kahkaha attılar.","Sınıfın en komik öğrencisine güldüler, belki de kahkaha attılar.",Sınıfın en komik öğrencisine güldüler ama kahkaha atmadılar.,"Sınıfın en komik öğrencisine kahkaha atmadılar, hatta gülmediler bile.","Sınıfın en komik öğrencisine kahkaha atmadılar, belki gülmediler bile.",Sınıfın en komik öğrencisine kahkaha atmadılar ama güldüler.
gülmek-kahkaha atmak,Kampüsün en komik adamına güldü.,Kampüsün en komik adamına kahkaha attı.,Kampüsün en komik adamına gülmedi.,Kampüsün en komik adamına kahkaha atmadı.,"Kampüsün en komik adamına güldü, hatta kahkaha attı.","Kampüsün en komik adamına güldü, belki de kahkaha attı.",Kampüsün en komik adamına güldü ama kahkaha atmadı.,"Kampüsün en komik adamına kahkaha atmadı, hatta gülmedi bile.","Kampüsün en komik adamına kahkaha atmadı, belki gülmedi bile.",Kampüsün en komik adamına kahkaha atmadı ama güldü.
