scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
a few-most,I gave the skirt sewing job to a few of them.,I gave the skirt sewing job to most of them.,I didn't give the skirt sewing job to any of them.,I didn't give the skirt sewing job to most of them.,"I gave the skirt sewing job to a few of them, in fact, I gave it to most of them.","I gave the skirt sewing job to a few of them, maybe I gave it to most of them.","I gave the skirt sewing job to a few of them, but I didn't give it to most of them.","I didn't give the skirt sewing job to most of them, in fact, I didn't even give it to a few of them.","I didn't give the skirt sewing job to most of them, maybe I didn't even give it to a few of them.","I didn't give the skirt sewing job to most of them, but I gave it to a few of them."
a few-most,A few of your students understood the topic.,Most of your students understood the topic.,None of your students understood the topic.,Most of your students did not understand the topic.,"A few of your students understood the topic, in fact, most of them understood the topic.","A few of your students understood the topic, maybe most of them understood the topic.","A few of your students understood the topic, but most of them did not understand the topic.","Most of your students did not understand the topic, in fact, not even a few of them understood the topic.","Most of your students did not understand the topic, maybe not even a few of them understood the topic.","Most of your students did not understand the topic, but a few of them understood the topic."
a few-most,A few of my socks are torn.,Most of my socks are torn.,None of my socks are torn.,Most of my socks are not torn.,"A few of my socks are torn, in fact, most of them are torn.","A few of my socks are torn, maybe even most of them.","A few of my socks are torn, but most of them are not.","Most of my socks are not torn, not even a few of them are torn.","Most of my socks are not torn, maybe not even a few of them.","Most of my socks are not torn, but a few of them are."
a few-most,A few of our dresses were eliminated in the competition.,Most of our dresses were eliminated in the competition.,None of our dresses were eliminated in the competition.,Most of our dresses were not eliminated in the competition.,"A few of our dresses were eliminated in the competition, in fact, most of them were eliminated in the competition.","A few of our dresses were eliminated in the competition, maybe even most of them were eliminated in the competition.","A few of our dresses were eliminated in the competition, but most of them were not eliminated in the competition.","Most of our dresses were not eliminated in the competition, not even a few of them were eliminated in the competition.","Most of our dresses were not eliminated in the competition, maybe not even a few of them were eliminated in the competition.","Most of our dresses were not eliminated in the competition, but a few of them were eliminated in the competition."
a few-most,The pattern of your scarves has mesmerized a few.,The pattern of your scarves has mesmerized most.,The pattern of your scarves has not mesmerized any.,The pattern of your scarves has not mesmerized most.,"The pattern of your scarves has mesmerized a few, in fact, it has mesmerized most.","The pattern of your scarves has mesmerized a few, maybe even most.","The pattern of your scarves has mesmerized a few, but it has not mesmerized most.","The pattern of your scarves has not mesmerized most, not even a few.","The pattern of your scarves has not mesmerized most, maybe not even a few.","The pattern of your scarves has not mesmerized most, but it has mesmerized a few."
a few-most,A few of the staples broke yesterday.,Most of the staples broke yesterday.,None of the staples broke yesterday.,Most of the staples did not break yesterday.,"A few of the staples broke yesterday, in fact, most of them broke yesterday.","A few of the staples broke yesterday, maybe even most of them broke yesterday.","A few of the staples broke yesterday, but most of them did not break yesterday.","Most of the staples did not break yesterday, not even a few of them broke yesterday.","Most of the staples did not break yesterday, maybe not even a few of them broke yesterday.","Most of the staples did not break yesterday, but a few of them broke yesterday."
a few-most,A few of the village headmen will come to the meeting.,Most of the village headmen will come to the meeting.,None of the village headmen will come to the meeting.,Most of the village headmen will not come to the meeting.,"A few of the village headmen will come to the meeting, in fact, most of them will come to the meeting.","A few of the village headmen will come to the meeting, maybe even most of them will come to the meeting.","A few of the village headmen will come to the meeting, but most of them will not come to the meeting.","Most of the village headmen will not come to the meeting, not even a few of them will come to the meeting.","Most of the village headmen will not come to the meeting, maybe not even a few of them will come to the meeting.","Most of the village headmen will not come to the meeting, but a few of them will come to the meeting."
a few-most,A few of the dogs are sick.,Most of the dogs are sick.,None of the dogs are sick.,Most of the dogs are not sick.,"A few of the dogs are sick, in fact, most of them are sick.","A few of the dogs are sick, maybe even most of them are sick.","A few of the dogs are sick, but most of them are not sick.","Most of the dogs are not sick, not even a few of them are sick.","Most of the dogs are not sick, maybe not even a few of them are sick.","Most of the dogs are not sick, but a few of them are sick."
a few-most,The electricity of a few of the houses on the hill was cut off.,The electricity of most of the houses on the hill was cut off.,The electricity of none of the houses on the hill was cut off.,The electricity of most of the houses on the hill was not cut off.,"The electricity of a few of the houses on the hill was cut off, in fact, the electricity of most of them was cut off.","The electricity of a few of the houses on the hill was cut off, maybe even the electricity of most of them was cut off.","The electricity of a few of the houses on the hill was cut off, but the electricity of most of them was not cut off.","The electricity of most of the houses on the hill was not cut off, not even the electricity of a few of them was cut off.","The electricity of most of the houses on the hill was not cut off, maybe not even the electricity of a few of them was cut off.","The electricity of most of the houses on the hill was not cut off, but the electricity of a few of them was cut off."
a few-most,A few of the oak trees have dried up.,Most of the oak trees have dried up.,None of the oak trees have dried up.,Most of the oak trees have not dried up.,"A few of the oak trees have dried up, in fact, most of them have dried up.","A few of the oak trees have dried up, maybe even most of them have dried up.","A few of the oak trees have dried up, but most of them have not dried up.","Most of the oak trees have not dried up, not even a few of them have dried up.","Most of the oak trees have not dried up, maybe not even a few of them have dried up.","Most of the oak trees have not dried up, but a few of them have dried up."
a few-most,He lost a few of his toys on the way here.,He lost most of his toys on the way here.,He didn't lose any of his toys on the way here.,He didn't lose most of his toys on the way here.,"He lost a few of his toys on the way here, in fact, he lost most of them on the way here.","He lost a few of his toys on the way here, maybe even most of them on the way here.","He lost a few of his toys on the way here, but he didn't lose most of them on the way here.","He didn't lose most of his toys on the way here, not even a few of them on the way here.","He didn't lose most of his toys on the way here, maybe not even a few of them on the way here.","He didn't lose most of his toys on the way here, but he lost a few of them on the way here."
a few-most,The municipality gave us a few of our sports equipment.,The municipality gave us most of our sports equipment.,The municipality did not give us any of our sports equipment.,The municipality did not give us most of our sports equipment.,"The municipality gave us a few of our sports equipment, in fact, they gave us most of our sports equipment.","The municipality gave us a few of our sports equipment, maybe even most of our sports equipment.","The municipality gave us a few of our sports equipment, but they did not give us most of our sports equipment.","The municipality did not give us most of our sports equipment, not even a few of them.","The municipality did not give us most of our sports equipment, maybe not even a few of them.","The municipality did not give us most of our sports equipment, but they gave us a few of them."
a few-most,A few of the hand tools are missing their instruction manuals.,Most of the hand tools are missing their instruction manuals.,None of the hand tools are missing their instruction manuals.,Most of the hand tools are not missing their instruction manuals.,"A few of the hand tools are missing their instruction manuals, in fact, most are missing.","A few of the hand tools are missing their instruction manuals, maybe even most are missing.","A few of the hand tools are missing their instruction manuals, but most are not missing.","Most of the hand tools are not missing their instruction manuals, in fact, not even a few are missing.","Most of the hand tools are not missing their instruction manuals, maybe not even a few are missing.","Most of the hand tools are not missing their instruction manuals, but a few are missing."
a few-most,A few of the representatives in the parliament spoke.,Most of the representatives in the parliament spoke.,None of the representatives in the parliament spoke.,Most of the representatives in the parliament did not speak.,"A few of the representatives in the parliament spoke, in fact, most spoke.","A few of the representatives in the parliament spoke, maybe even most spoke.","A few of the representatives in the parliament spoke, but most did not speak.","Most of the representatives in the parliament did not speak, in fact, not even a few spoke.","Most of the representatives in the parliament did not speak, maybe not even a few spoke.","Most of the representatives in the parliament did not speak, but a few spoke."
a few-most,A few of the trash cans have a bad design.,Most of the trash cans have a bad design.,None of the trash cans have a bad design.,Most of the trash cans do not have a bad design.,"A few of the trash cans have a bad design, in fact, most have a bad design.","A few of the trash cans have a bad design, maybe even most have a bad design.","A few of the trash cans have a bad design, but most do not have a bad design.","Most of the trash cans do not have a bad design, in fact, not even a few have a bad design.","Most of the trash cans do not have a bad design, maybe not even a few have a bad design.","Most of the trash cans do not have a bad design, but a few have a bad design."
a few-most,A few of the titles are colored to the desired level.,Most of the titles are colored to the desired level.,None of the titles are colored to the desired level.,Most of the titles are not colored to the desired level.,"A few of the titles are colored to the desired level, in fact, most are colored to the desired level.","A few of the titles are colored to the desired level, maybe even most are colored to the desired level.","A few of the titles are colored to the desired level, but most are not colored to the desired level.","Most of the titles are not colored to the desired level, in fact, not even a few are colored to the desired level.","Most of the titles are not colored to the desired level, maybe not even a few are colored to the desired level.","Most of the titles are not colored to the desired level, but a few are colored to the desired level."
a few-most,A few of the cars run on gasoline.,Most of the cars run on gasoline.,None of the cars run on gasoline.,Most of the cars do not run on gasoline.,"A few of the cars run on gasoline, in fact, most run on gasoline.","A few of the cars run on gasoline, maybe even most run on gasoline.","A few of the cars run on gasoline, but most do not run on gasoline.","Most of the cars do not run on gasoline, in fact, not even a few run on gasoline.","Most of the cars do not run on gasoline, maybe not even a few run on gasoline.","Most of the cars do not run on gasoline, but a few run on gasoline."
a few-most,A few people liked the minimalist designs.,Most people liked the minimalist designs.,Nobody liked the minimalist designs.,Most people did not like the minimalist designs.,"A few people liked the minimalist designs, in fact, most people liked them.","A few people liked the minimalist designs, maybe even most people liked them.","A few people liked the minimalist designs, but most people did not like them.","Most people did not like the minimalist designs, in fact, not even a few people liked them.","Most people did not like the minimalist designs, maybe not even a few people liked them.","Most people did not like the minimalist designs, but a few people liked them."
a few-most,A few of your makeup products are harmful to health.,Most of your makeup products are harmful to health.,None of your makeup products are harmful to health.,Most of your makeup products are not harmful to health.,"A few of your makeup products are harmful to health, in fact, most of them are harmful to health.","A few of your makeup products are harmful to health, maybe even most of them are harmful to health.","A few of your makeup products are harmful to health, but most of them are not harmful to health.","Most of your makeup products are not harmful to health, in fact, not even a few of them are harmful to health.","Most of your makeup products are not harmful to health, maybe not even a few of them are harmful to health.","Most of your makeup products are not harmful to health, but a few of them are harmful to health."
a few-most,A few of your pets have been treated.,Most of your pets have been treated.,None of your pets have been treated.,Most of your pets have not been treated.,"A few of your pets have been treated, in fact, most have been treated.","A few of your pets have been treated, maybe even most have been treated.","A few of your pets have been treated, but most have not been treated.","Most of your pets have not been treated, in fact, not even a few have been treated.","Most of your pets have not been treated, maybe not even a few have been treated.","Most of your pets have not been treated, but a few have been treated."
a few-most,A few of our hobbies are common.,Most of our hobbies are common.,None of our hobbies are common.,Most of our hobbies are not common.,"A few of our hobbies are common, in fact, most are common.","A few of our hobbies are common, maybe even most are common.","A few of our hobbies are common, but most are not common.","Most of our hobbies are not common, in fact, not even a few are common.","Most of our hobbies are not common, maybe not even a few are common.","Most of our hobbies are not common, but a few are common."
a few-most,A few of the thermoses are heat resistant.,Most of the thermoses are heat resistant.,None of the thermoses are heat resistant.,Most of the thermoses are not heat resistant.,"A few of the thermoses are heat resistant, in fact, most are heat resistant.","A few of the thermoses are heat resistant, maybe even most are heat resistant.","A few of the thermoses are heat resistant, but most are not heat resistant.","Most of the thermoses are not heat resistant, in fact, not even a few are heat resistant.","Most of the thermoses are not heat resistant, maybe not even a few are heat resistant.","Most of the thermoses are not heat resistant, but a few are heat resistant."
some-most,Some names will be in the gala.,Most names will be in the gala.,No names will be in the gala.,Most names will not be in the gala.,"Some names will be in the gala, in fact most names will be in the gala.","Some names will be in the gala, maybe most names will be in the gala.",Some names will be in the gala but most names will not be in the gala.,"Most names will not be in the gala, in fact some names will not be in the gala.","Most names will not be in the gala, maybe some names will not be in the gala.",Most names will not be in the gala but some names will be in the gala.
some-most,Some coasters are as we want.,Most coasters are as we want.,No coasters are as we want.,Most coasters are not as we want.,"Some coasters are as we want, in fact most are as we want.","Some coasters are as we want, maybe most are as we want.",Some coasters are as we want but most are not as we want.,"Most coasters are not as we want, in fact some coasters are not as we want.","Most coasters are not as we want, maybe some coasters are not as we want.",Most coasters are not as we want but some coasters are as we want.
some-most,Some of the coffee machines make espresso.,Most of the coffee machines make espresso.,None of the coffee machines make espresso.,Most of the coffee machines do not make espresso.,"Some of the coffee machines make espresso, in fact most make espresso.","Some of the coffee machines make espresso, maybe most make espresso.",Some of the coffee machines make espresso but most do not make espresso.,"Most of the coffee machines do not make espresso, in fact some of them do not make espresso.","Most of the coffee machines do not make espresso, maybe some of them do not make espresso.",Most of the coffee machines do not make espresso but some of the coffee machines make espresso.
some-most,Some of the freezers are expensive.,Most of the freezers are expensive.,None of the freezers are expensive.,Most of the freezers are not expensive.,"Some of the freezers are expensive, in fact most are expensive.","Some of the freezers are expensive, maybe most are expensive.",Some of the freezers are expensive but most are not expensive.,"Most of the freezers are not expensive, in fact some are not expensive.","Most of the freezers are not expensive, maybe some are not expensive.",Most of the freezers are not expensive but some are expensive.
some-most,Some of the breads in the oven are burnt.,Most of the breads in the oven are burnt.,None of the breads in the oven are burnt.,Most of the breads in the oven are not burnt.,"Some of the breads in the oven are burnt, in fact most are burnt.","Some of the breads in the oven are burnt, maybe most are burnt.",Some of the breads in the oven are burnt but most are not burnt.,"Most of the breads in the oven are not burnt, in fact some are not burnt.","Most of the breads in the oven are not burnt, maybe some are not burnt.",Most of the breads in the oven are not burnt but some are burnt.
some-most,Some of the clothes are torn.,Most of the clothes are torn.,None of the clothes are torn.,Most of the clothes are not torn.,"Some of the clothes are torn, in fact most are torn.","Some of the clothes are torn, maybe most are torn.",Some of the clothes are torn but most are not torn.,"Most of the clothes are not torn, in fact some are not torn.","Most of the clothes are not torn, maybe some are not torn.",Most of the clothes are not torn but some are torn.
some-most,Some rhinoceroses are in danger of death.,Most rhinoceroses are in danger of death.,No rhinoceroses are in danger of death.,Most rhinoceroses are not in danger of death.,"Some rhinoceroses are in danger of death, in fact most are in danger of death.","Some rhinoceroses are in danger of death, maybe most are in danger of death.",Some rhinoceroses are in danger of death but most rhinoceroses are not in danger of death.,"Most rhinoceroses are not in danger of death, in fact some rhinoceroses are not in danger of death.","Most rhinoceroses are not in danger of death, maybe some rhinoceroses are not in danger of death.",Most rhinoceroses are not in danger of death but some rhinoceroses are in danger of death.
some-most,Some toothpastes eliminate bad breath.,Most toothpastes eliminate bad breath.,None of the toothpastes eliminate bad breath.,Most toothpastes do not eliminate bad breath.,"Some toothpastes eliminate bad breath, in fact most eliminate bad breath.","Some toothpastes eliminate bad breath, maybe most eliminate bad breath.",Some toothpastes eliminate bad breath but most toothpastes do not eliminate bad breath.,"Most toothpastes do not eliminate bad breath, in fact some toothpastes do not eliminate bad breath.","Most toothpastes do not eliminate bad breath, maybe some toothpastes do not eliminate bad breath.",Most toothpastes do not eliminate bad breath but some toothpastes eliminate bad breath.
some-most,Some of the perfumes are made from this tree.,Most of the perfumes are made from this tree.,None of the perfumes are made from this tree.,Most of the perfumes are not made from this tree.,"Some of the perfumes are made from this tree, in fact most of the perfumes are made from this tree.","Some of the perfumes are made from this tree, maybe most of the perfumes are made from this tree.",Some of the perfumes are made from this tree but most of the perfumes are not made from this tree.,"Most of the perfumes are not made from this tree, in fact some of the perfumes are not made from this tree.","Most of the perfumes are not made from this tree, maybe some of the perfumes are not made from this tree.",Most of the perfumes are not made from this tree but some of the perfumes are made from this tree.
some-most,Some of the humidifiers are suitable for this climate.,Most of the humidifiers are suitable for this climate.,None of the humidifiers are suitable for this climate.,Most of the humidifiers are not suitable for this climate.,"Some of the humidifiers are suitable for this climate, in fact most are suitable for this climate.","Some of the humidifiers are suitable for this climate, maybe most are suitable for this climate.",Some of the humidifiers are suitable for this climate but most are not suitable for this climate.,"Most of the humidifiers are not suitable for this climate, in fact some are not suitable for this climate.","Most of the humidifiers are not suitable for this climate, maybe some are not suitable for this climate.",Most of the humidifiers are not suitable for this climate but some are suitable for this climate.
some-most,Some of the tongs are from this brand.,Most of the tongs are from this brand.,None of the tongs are from this brand.,Most of the tongs are not from this brand.,"Some of the tongs are from this brand, even most of them are from this brand.","Some of the tongs are from this brand, maybe even most of them are from this brand.","Some of the tongs are from this brand, but most of them are not from this brand.","Most of the tongs are not from this brand, even some of them are not from this brand.","Most of the tongs are not from this brand, maybe even some of them are not from this brand.","Most of the tongs are not from this brand, but some of them are from this brand."
some-most,I like some jam brands.,I like most jam brands.,I don't like any jam brands.,I don't like most jam brands.,"I like some jam brands, even most of them.","I like some jam brands, maybe even most of them.","I like some jam brands, but I don't like most of them.","I don't like most jam brands, even some of them.","I don't like most jam brands, maybe even some of them.","I don't like most jam brands, but I like some of them."
some-most,I watched some of this director's films.,I watched most of this director's films.,I didn't watch any of this director's films.,I didn't watch most of this director's films.,"I watched some of this director's films, even most of them.","I watched some of this director's films, maybe even most of them.","I watched some of this director's films, but I didn't watch most of them.","I didn't watch most of this director's films, even some of them.","I didn't watch most of this director's films, maybe even some of them.","I didn't watch most of this director's films, but I watched some of them."
some-most,I like some areas of history.,I like most areas of history.,I don't like any areas of history.,I don't like most areas of history.,"I like some areas of history, even most of them.","I like some areas of history, maybe even most of them.","I like some areas of history, but I don't like most of them.","I don't like most areas of history, even some of them.","I don't like most areas of history, maybe even some of them.","I don't like most areas of history, but I like some of them."
some-most,Some of the gloves work on touch screens.,Most of the gloves work on touch screens.,None of the gloves work on touch screens.,Most of the gloves don't work on touch screens.,"Some of the gloves work on touch screens, even most of them do.","Some of the gloves work on touch screens, maybe even most of them do.","Some of the gloves work on touch screens, but most of them don't.","Most of the gloves don't work on touch screens, even some of them don't.","Most of the gloves don't work on touch screens, maybe even some of them don't.","Most of the gloves don't work on touch screens, but some of them do."
some-most,Some of the boots they sold leaked water.,Most of the boots they sold leaked water.,None of the boots they sold leaked water.,Most of the boots they sold didn't leak water.,"Some of the boots they sold leaked water, even most of them did.","Some of the boots they sold leaked water, maybe even most of them did.","Some of the boots they sold leaked water, but most of them didn't.","Most of the boots they sold didn't leak water, even some of them didn't.","Most of the boots they sold didn't leak water, maybe even some of them didn't.","Most of the boots they sold didn't leak water, but some of them did."
some-most,Some dogs have strong leashes.,Most dogs have strong leashes.,No dogs have strong leashes.,Most dogs don't have strong leashes.,"Some dogs have strong leashes, even most of them do.","Some dogs have strong leashes, maybe even most of them do.","Some dogs have strong leashes, but most of them don't.","Most dogs don't have strong leashes, even some of them don't.","Most dogs don't have strong leashes, maybe even some of them don't.","Most dogs don't have strong leashes, but some of them do."
some-most,Some animals have quality nutrition.,Most animals have quality nutrition.,No animals have quality nutrition.,Most animals don't have quality nutrition.,"Some animals have quality nutrition, even most of them do.","Some animals have quality nutrition, maybe even most of them do.","Some animals have quality nutrition, but most of them don't.","Most animals don't have quality nutrition, even some of them don't.","Most animals don't have quality nutrition, maybe even some of them don't.","Most animals don't have quality nutrition, but some of them do."
some-most,Some streets in this city are dangerous.,Most streets in this city are dangerous.,No streets in this city are dangerous.,Most streets in this city are not dangerous.,"Some streets in this city are dangerous, even most of them are.","Some streets in this city are dangerous, maybe even most of them are.","Some streets in this city are dangerous, but most of them are not.","Most streets in this city are not dangerous, even some of them are not.","Most streets in this city are not dangerous, maybe even some of them are not.","Most streets in this city are not dangerous, but some of them are."
some-most,Some food tastes bad.,Most food tastes bad.,No food tastes bad.,Most food doesn't taste bad.,"Some food tastes bad, even most of it does.","Some food tastes bad, maybe even most of it does.","Some food tastes bad, but most of it doesn't.","Most food doesn't taste bad, even some of it doesn't.","Most food doesn't taste bad, maybe even some of it doesn't.","Most food doesn't taste bad, but some of it does."
some-most,Some of the toys are made of plastic.,Most of the toys are made of plastic.,None of the toys are made of plastic.,Most of the toys are not made of plastic.,"Some of the toys are made of plastic, even most of them.","Some of the toys are made of plastic, maybe even most of them.","Some of the toys are made of plastic, but most of them are not.","Most of the toys are not made of plastic, even some of them are not.","Most of the toys are not made of plastic, maybe even some of them are not.","Most of the toys are not made of plastic, but some are."
some-most,I threw away some of the window cleaners.,I threw away most of the window cleaners.,I didn't throw away any of the window cleaners.,I didn't throw away most of the window cleaners.,"I threw away some of the window cleaners, even most of them.","I threw away some of the window cleaners, maybe even most of them.","I threw away some of the window cleaners, but I didn't throw away most of them.","I didn't throw away most of the window cleaners, I didn't even throw away some of them.","I didn't throw away most of the window cleaners, maybe I didn't even throw away some of them.","I didn't throw away most of the window cleaners, but I threw away some of them."
some-most,I gave some of the shirts in your closet to your friend.,I gave most of the shirts in your closet to your friend.,I didn't give any of the shirts in your closet to your friend.,I didn't give most of the shirts in your closet to your friend.,"I gave some of the shirts in your closet to your friend, even most of them.","I gave some of the shirts in your closet to your friend, maybe even most of them.","I gave some of the shirts in your closet to your friend, but I didn't give most of them.","I didn't give most of the shirts in your closet, I didn't even give some of them.","I didn't give most of the shirts in your closet, maybe I didn't even give some of them.","I didn't give most of the shirts in your closet, but I gave some to your friend."
some-most,Some of the dreams you see have meaning.,Most of the dreams you see have meaning.,None of the dreams you see have meaning.,Most of the dreams you see don't have meaning.,"Some of the dreams you see have meaning, even most of them do.","Some of the dreams you see have meaning, maybe even most of them do.","Some of the dreams you see have meaning, but most don't.","Most of the dreams you see don't have meaning, even some don't.","Most of the dreams you see don't have meaning, maybe even some don't.","Most of the dreams you see don't have meaning, but some do."
some-most,Some parts of the map are torn.,Most of the map is torn.,None of the map is torn.,Most of the map is not torn.,"Some parts of the map are torn, even most of it is.","Some parts of the map are torn, maybe even most of it is.","Some parts of the map are torn, but most of it is not.","Most of the map is not torn, even some of it is not.","Most of the map is not torn, maybe even some of it is not.","Most of the map is not torn, but some parts are."
some-most,Some flowers have a nice smell.,Most flowers have a nice smell.,No flower has a nice smell.,Most flowers don't have a nice smell.,"Some flowers have a nice smell, even most of them do.","Some flowers have a nice smell, maybe even most of them do.","Some flowers have a nice smell, but most don't.","Most flowers don't have a nice smell, not even some of them.","Most flowers don't have a nice smell, maybe not even some of them.","Most flowers don't have a nice smell, but some do."
some-most,Some people have beautiful faces.,Most people have beautiful faces.,No one has a beautiful face.,Most people don't have beautiful faces.,"Some people have beautiful faces, even most of them do.","Some people have beautiful faces, maybe even most of them do.","Some people have beautiful faces, but most don't.","Most people don't have beautiful faces, even some don't.","Most people don't have beautiful faces, maybe even some don't.","Most people don't have beautiful faces, but some do."
some-most,Some of the paintings have faded colors.,Most of the paintings have faded colors.,None of the paintings have faded colors.,Most of the paintings don't have faded colors.,"Some of the paintings have faded colors, even most of them do.","Some of the paintings have faded colors, maybe even most of them do.","Some of the paintings have faded colors, but most don't.","Most of the paintings don't have faded colors, even some don't.","Most of the paintings don't have faded colors, maybe even some don't.","Most of the paintings don't have faded colors, but some do."
some-most,Some writings have deep meaning.,Most writings have deep meaning.,No writing has deep meaning.,Most writings don't have deep meaning.,"Some writings have deep meaning, even most of them do.","Some writings have deep meaning, maybe even most of them do.","Some writings have deep meaning, but most don't.","Most writings don't have deep meaning, not even some.","Most writings don't have deep meaning, maybe not even some.","Most writings don't have deep meaning, but some do."
some-most,Some radios sound broken.,Most radios sound broken.,No radio sounds broken.,Most radios don't sound broken.,"Some radios sound broken, even most of them do.","Some radios sound broken, maybe even most of them do.","Some radios sound broken, but most don't.","Most radios don't sound broken, not even some of them do.","Most radios don't sound broken, maybe not even some of them do.","Most radios don't sound broken, but some do."
some-most,Some toilets have broken toilet bowls.,Most toilets have broken toilet bowls.,None of the toilets have broken toilet bowls.,Most toilets do not have broken toilet bowls.,"Some toilets have broken toilet bowls, even most of them have broken toilet bowls.","Some toilets have broken toilet bowls, maybe even most of them have broken toilet bowls.",Some toilets have broken toilet bowls but most of them do not have broken toilet bowls.,"Most toilets do not have broken toilet bowls, even some of them do not have broken toilet bowls.","Most toilets do not have broken toilet bowls, maybe even some of them do not have broken toilet bowls.","Most toilets do not have broken toilet bowls, but some of them have broken toilet bowls."
some-most,Some cities have clean streets.,Most cities have clean streets.,None of the cities have clean streets.,Most cities do not have clean streets.,"Some cities have clean streets, even most of them have clean streets.","Some cities have clean streets, maybe even most of them have clean streets.","Some cities have clean streets, but most of them do not have clean streets.","Most cities do not have clean streets, even some of them do not have clean streets.","Most cities do not have clean streets, maybe even some of them do not have clean streets.","Most cities do not have clean streets, but some of them have clean streets."
some-most,The economic policies of some countries in Europe are successful.,The economic policies of most countries in Europe are successful.,The economic policies of none of the countries in Europe are successful.,The economic policies of most countries in Europe are not successful.,"The economic policies of some countries in Europe are successful, even most of them are successful.","The economic policies of some countries in Europe are successful, maybe even most of them are successful.","The economic policies of some countries in Europe are successful, but most of them are not successful.","The economic policies of most countries in Europe are not successful, even some of them are not successful.","The economic policies of most countries in Europe are not successful, maybe even some of them are not successful.","The economic policies of most countries in Europe are not successful, but some of them are successful."
some-most,The population of some countries in Asia is crowded.,The population of most countries in Asia is crowded.,The population of none of the countries in Asia is crowded.,The population of most countries in Asia is not crowded.,"The population of some countries in Asia is crowded, even the population of most of them is crowded.","The population of some countries in Asia is crowded, maybe even the population of most of them is crowded.","The population of some countries in Asia is crowded, but the population of most of them is not crowded.","The population of most countries in Asia is not crowded, even the population of some of them is not crowded.","The population of most countries in Asia is not crowded, maybe even the population of some of them is not crowded.","The population of most countries in Asia is not crowded, but the population of some of them is crowded."
some-most,The capitals of some countries are by the sea.,The capitals of most countries are by the sea.,The capitals of none of the countries are by the sea.,The capitals of most countries are not by the sea.,"The capitals of some countries are by the sea, even the capitals of most of them are by the sea.","The capitals of some countries are by the sea, maybe even the capitals of most of them are by the sea.","The capitals of some countries are by the sea, but the capitals of most of them are not by the sea.","The capitals of most countries are not by the sea, even the capitals of some of them are not by the sea.","The capitals of most countries are not by the sea, maybe even the capitals of some of them are not by the sea.","The capitals of most countries are not by the sea, but the capitals of some of them are by the sea."
some-most,I forgot the names of some of my relatives.,I forgot the names of most of my relatives.,I did not forget the names of any of my relatives.,I did not forget the names of most of my relatives.,"I forgot the names of some of my relatives, even the names of most of them.","I forgot the names of some of my relatives, maybe even the names of most of them.","I forgot the names of some of my relatives, but I did not forget the names of most of them.","I did not forget the names of most of my relatives, even the names of some of them.","I did not forget the names of most of my relatives, maybe even the names of some of them.","I did not forget the names of most of my relatives, but I forgot the names of some of them."
some-most,I met the families of some of my friends.,I met the families of most of my friends.,I did not meet the families of any of my friends.,I did not meet the families of most of my friends.,"I met the families of some of my friends, even the families of most of them.","I met the families of some of my friends, maybe even the families of most of them.","I met the families of some of my friends, but I did not meet the families of most of them.","I did not meet the families of most of my friends, even the families of some of them.","I did not meet the families of most of my friends, maybe even the families of some of them.","I did not meet the families of most of my friends, but I met the families of some of them."
some-most,The grades of some students are low.,The grades of most students are low.,The grades of none of the students are low.,The grades of most students are not low.,"The grades of some students are low, even the grades of most of them are low.","The grades of some students are low, maybe even the grades of most of them are low.","The grades of some students are low, but the grades of most of them are not low.","The grades of most students are not low, even the grades of some of them are not low.","The grades of most students are not low, maybe even the grades of some of them are not low.","The grades of most students are not low, but the grades of some of them are low."
some-most,Some of the bandages are of poor quality.,Most of the bandages are of poor quality.,None of the bandages are of poor quality.,Most of the bandages are not of poor quality.,"Some of the bandages are of poor quality, even most of them are of poor quality.","Some of the bandages are of poor quality, maybe even most of them are of poor quality.","Some of the bandages are of poor quality, but most of them are not of poor quality.","Most of the bandages are not of poor quality, even some of them are not of poor quality.","Most of the bandages are not of poor quality, maybe even some of them are not of poor quality.","Most of the bandages are not of poor quality, but some of them are of poor quality."
some-most,Some stomach medicines are harmful to you.,Most stomach medicines are harmful to you.,None of the stomach medicines are harmful to you.,Most stomach medicines are not harmful to you.,"Some stomach medicines are harmful to you, even most of them are harmful.","Some stomach medicines are harmful to you, maybe even most of them are harmful.","Some stomach medicines are harmful to you, but most of them are not harmful.","Most stomach medicines are not harmful to you, even some of them are not harmful.","Most stomach medicines are not harmful to you, maybe even some of them are not harmful.","Most stomach medicines are not harmful to you, but some of them are harmful."
some-most,Some of those who took fever reducers were hospitalized.,Most of those who took fever reducers were hospitalized.,None of those who took fever reducers were hospitalized.,Most of those who took fever reducers were not hospitalized.,"Some of those who took fever reducers were hospitalized, in fact most were hospitalized.","Some of those who took fever reducers were hospitalized, maybe most were hospitalized.","Some of those who took fever reducers were hospitalized, but most were not hospitalized.","Most of those who took fever reducers were not hospitalized, in fact some were not hospitalized.","Most of those who took fever reducers were not hospitalized, maybe some were not hospitalized.",Most of those who took fever reducers were not hospitalized but some were hospitalized.
