scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
call out-yell,You called out to the pot seller.,You yelled at the pot seller.,You didn't call out to the pot seller.,You didn't yell at the pot seller.,"You called out to the pot seller, you even yelled.","You called out to the pot seller, maybe you yelled.","You called out to the pot seller, but you didn't yell.","You didn't yell at the pot seller, you didn't even call out.","You didn't yell at the pot seller, maybe you didn't even call out.","You didn't yell at the pot seller, but you called out."
call out-yell,He called out to the uncle who will fix the electrical wires.,He yelled at the uncle who will fix the electrical wires.,He didn't call out to the uncle who will fix the electrical wires.,He didn't yell at the uncle who will fix the electrical wires.,"He called out to the uncle who will fix the electrical wires, he even yelled.","He called out to the uncle who will fix the electrical wires, maybe he yelled.","He called out to the uncle who will fix the electrical wires, but he didn't yell.","He didn't yell at the uncle who will fix the electrical wires, he didn't even call out.","He didn't yell at the uncle who will fix the electrical wires, maybe he didn't even call out.","He didn't yell at the uncle who will fix the electrical wires, but he called out."
call out-yell,They called out to the aunt who was making tea.,They yelled at the aunt who was making tea.,They didn't call out to the aunt who was making tea.,They didn't yell at the aunt who was making tea.,"They called out to the aunt who was making tea, they even yelled.","They called out to the aunt who was making tea, maybe they yelled.","They called out to the aunt who was making tea, but they didn't yell.","They didn't yell at the aunt who was making tea, they didn't even call out.","They didn't yell at the aunt who was making tea, maybe they didn't even call out.","They didn't yell at the aunt who was making tea, but they called out."
call out-yell,He called out to the girl who would give him the charging cable.,He yelled at the girl who would give him the charging cable.,He didn't call out to the girl who would give him the charging cable.,He didn't yell at the girl who would give him the charging cable.,"He called out to the girl who would give him the charging cable, he even yelled.","He called out to the girl who would give him the charging cable, maybe he yelled.","He called out to the girl who would give him the charging cable, but he didn't yell.","He didn't yell at the girl who would give him the charging cable, he didn't even call out.","He didn't yell at the girl who would give him the charging cable, maybe he didn't even call out.","He didn't yell at the girl who would give him the charging cable, but he called out."
call out-yell,Arzu called out to the girl who dropped her makeup.,Arzu yelled at the girl who dropped her makeup.,Arzu didn't call out to the girl who dropped her makeup.,Arzu didn't yell at the girl who dropped her makeup.,"Arzu called out to the girl who dropped her makeup, she even yelled.","Arzu called out to the girl who dropped her makeup, maybe she yelled.","Arzu called out to the girl who dropped her makeup, but she didn't yell.","Arzu didn't yell at the girl who dropped her makeup, she didn't even call out.","Arzu didn't yell at the girl who dropped her makeup, maybe she didn't even call out.","Arzu didn't yell at the girl who dropped her makeup, but she called out."
call out-yell,Fehmi called out to the child who broke the hairdryer.,Fehmi yelled at the child who broke the hairdryer.,Fehmi didn't call out to the child who broke the hairdryer.,Fehmi didn't yell at the child who broke the hairdryer.,"Fehmi called out to the child who broke the hairdryer, he even yelled.","Fehmi called out to the child who broke the hairdryer, maybe he yelled.","Fehmi called out to the child who broke the hairdryer, but he didn't yell.","Fehmi didn't yell at the child who broke the hairdryer, he didn't even call out.","Fehmi didn't yell at the child who broke the hairdryer, maybe he didn't even call out.","Fehmi didn't yell at the child who broke the hairdryer, but he called out."
call out-yell,The coach called out to the football player who just scored a goal.,The coach yelled at the football player who just scored a goal.,The coach didn't call out to the football player who just scored a goal.,The coach didn't yell at the football player who just scored a goal.,"The coach called out to the football player who just scored a goal, he even yelled.","The coach called out to the football player who just scored a goal, maybe he yelled.","The coach called out to the football player who just scored a goal, but he didn't yell.","The coach didn't yell at the football player who just scored a goal, he didn't even call out.","The coach didn't yell at the football player who just scored a goal, maybe he didn't even call out.","The coach didn't yell at the football player who just scored a goal, but he called out."
call out-yell,I called out to the chef whose plates were broken.,I yelled at the chef whose plates were broken.,I didn't call out to the chef whose plates were broken.,I didn't yell at the chef whose plates were broken.,"I called out to the chef whose plates were broken, I even yelled.","I called out to the chef whose plates were broken, maybe I yelled.","I called out to the chef whose plates were broken, but I didn't yell.","I didn't yell at the chef whose plates were broken, I didn't even call out.","I didn't yell at the chef whose plates were broken, maybe I didn't even call out.","I didn't yell at the chef whose plates were broken, but I called out."
call out-yell,We called out to the old man in the park.,We yelled at the old man in the park.,We didn't call out to the old man in the park.,We didn't yell at the old man in the park.,"We called out to the old man in the park, we even yelled.","We called out to the old man in the park, maybe we yelled.","We called out to the old man in the park, but we didn't yell.","We didn't yell at the old man in the park, we didn't even call out.","We didn't yell at the old man in the park, maybe we didn't even call out.","We didn't yell at the old man in the park, but we called out."
call out-yell,I called out after Burak who was making the teapot joke.,I yelled after Burak who was making the teapot joke.,I didn't call out after Burak who was making the teapot joke.,I didn't yell after Burak who was making the teapot joke.,"I called out after Burak who was making the teapot joke, even yelled.","I called out after Burak who was making the teapot joke, maybe even yelled.","I called out after Burak who was making the teapot joke, but didn't yell.","I didn't yell after Burak who was making the teapot joke, in fact I didn't even call out.","I didn't yell after Burak who was making the teapot joke, maybe I didn't even call out.","I didn't yell after Burak who was making the teapot joke, but I called out."
call out-yell,We called out to our friend who ran out of shampoo.,We yelled at our friend who ran out of shampoo.,We didn't call out to our friend who ran out of shampoo.,We didn't yell at our friend who ran out of shampoo.,"We called out to our friend who ran out of shampoo, even yelled.","We called out to our friend who ran out of shampoo, maybe even yelled.","We called out to our friend who ran out of shampoo, but didn't yell.","We didn't yell at our friend who ran out of shampoo, in fact we didn't even call out.","We didn't yell at our friend who ran out of shampoo, maybe we didn't even call out.","We didn't yell at our friend who ran out of shampoo, but we called out."
call out-yell,You called out after the child whose necklace fell on the ground.,You yelled after the child whose necklace fell on the ground.,You didn't call out after the child whose necklace fell on the ground.,You didn't yell after the child whose necklace fell on the ground.,"You called out after the child whose necklace fell on the ground, even yelled.","You called out after the child whose necklace fell on the ground, maybe even yelled.","You called out after the child whose necklace fell on the ground, but didn't yell.","You didn't yell after the child whose necklace fell on the ground, in fact you didn't even call out.","You didn't yell after the child whose necklace fell on the ground, maybe you didn't even call out.","You didn't yell after the child whose necklace fell on the ground, but you called out."
call out-yell,They called out to the officer who lost his keychain.,They yelled at the officer who lost his keychain.,They didn't call out to the officer who lost his keychain.,They didn't yell at the officer who lost his keychain.,"They called out to the officer who lost his keychain, even yelled.","They called out to the officer who lost his keychain, maybe even yelled.","They called out to the officer who lost his keychain, but didn't yell.","They didn't yell at the officer who lost his keychain, in fact they didn't even call out.","They didn't yell at the officer who lost his keychain, maybe they didn't even call out.","They didn't yell at the officer who lost his keychain, but they called out."
call out-yell,You called out to the watchmaker whose watch was broken.,You yelled at the watchmaker whose watch was broken.,You didn't call out to the watchmaker whose watch was broken.,You didn't yell at the watchmaker whose watch was broken.,"You called out to the watchmaker whose watch was broken, even yelled.","You called out to the watchmaker whose watch was broken, maybe even yelled.","You called out to the watchmaker whose watch was broken, but didn't yell.","You didn't yell at the watchmaker whose watch was broken, in fact you didn't even call out.","You didn't yell at the watchmaker whose watch was broken, maybe you didn't even call out.","You didn't yell at the watchmaker whose watch was broken, but you called out."
call out-yell,You called out after the student who broke the picture frame.,You yelled after the student who broke the picture frame.,You didn't call out after the student who broke the picture frame.,You didn't yell after the student who broke the picture frame.,"You called out after the student who broke the picture frame, even yelled.","You called out after the student who broke the picture frame, maybe even yelled.","You called out after the student who broke the picture frame, but didn't yell.","You didn't yell after the student who broke the picture frame, in fact you didn't even call out.","You didn't yell after the student who broke the picture frame, maybe you didn't even call out.","You didn't yell after the student who broke the picture frame, but you called out."
call out-yell,I called out after the teacher who scribbled on the notebook.,I yelled after the teacher who scribbled on the notebook.,I didn't call out after the teacher who scribbled on the notebook.,I didn't yell after the teacher who scribbled on the notebook.,"I called out after the teacher who scribbled on the notebook, even yelled.","I called out after the teacher who scribbled on the notebook, maybe even yelled.","I called out after the teacher who scribbled on the notebook, but didn't yell.","I didn't yell after the teacher who scribbled on the notebook, in fact I didn't even call out.","I didn't yell after the teacher who scribbled on the notebook, maybe I didn't even call out.","I didn't yell after the teacher who scribbled on the notebook, but I called out."
call out-yell,He called out after the man who hit his car.,He yelled after the man who hit his car.,He didn't call out after the man who hit his car.,He didn't yell after the man who hit his car.,"He called out after the man who hit his car, even yelled.","He called out after the man who hit his car, maybe even yelled.","He called out after the man who hit his car, but didn't yell.","He didn't yell after the man who hit his car, in fact he didn't even call out.","He didn't yell after the man who hit his car, maybe he didn't even call out.","He didn't yell after the man who hit his car, but he called out."
call out-yell,She called out to the clerk selling nail clippers.,She yelled at the clerk selling nail clippers.,She didn't call out to the clerk selling nail clippers.,She didn't yell at the clerk selling nail clippers.,"She called out to the clerk selling nail clippers, even yelled.","She called out to the clerk selling nail clippers, maybe even yelled.","She called out to the clerk selling nail clippers, but didn't yell.","She didn't yell at the clerk selling nail clippers, in fact she didn't even call out.","She didn't yell at the clerk selling nail clippers, maybe she didn't even call out.","She didn't yell at the clerk selling nail clippers, but she called out."
call out-yell,They had called out after the officer who was working in the forest.,They had yelled after the officer who was working in the forest.,They hadn't called out after the officer who was working in the forest.,They hadn't yelled after the officer who was working in the forest.,"They had called out after the officer who was working in the forest, even yelled.","They had called out after the officer who was working in the forest, maybe even yelled.","They had called out after the officer who was working in the forest, but hadn't yelled.","They hadn't yelled after the officer who was working in the forest, in fact they hadn't even called out.","They hadn't yelled after the officer who was working in the forest, maybe they hadn't even called out.","They hadn't yelled after the officer who was working in the forest, but they had called out."
laugh-laugh out loud ,We laughed at what he said to his opponent.,We laughed out loud at what he said to his opponent.,We didn't laugh at what he said to his opponent.,We didn't laugh out loud at what he said to his opponent.,"We laughed at what he said to his opponent, we even laughed out loud.","We laughed at what he said to his opponent, maybe we laughed out loud.","We laughed at what he said to his opponent, but we didn't laugh out loud.","We didn't laugh out loud at what he said to his opponent, we didn't even laugh.","We didn't laugh out loud at what he said to his opponent, maybe we didn't even laugh.","We didn't laugh out loud at what he said to his opponent, but we laughed."
laugh-laugh out loud ,We laughed at the friend who didn't get the joke.,We laughed out loud at the friend who didn't get the joke.,We didn't laugh at the friend who didn't get the joke.,We didn't laugh out loud at the friend who didn't get the joke.,"We laughed at the friend who didn't get the joke, we even laughed out loud.","We laughed at the friend who didn't get the joke, maybe we laughed out loud.","We laughed at the friend who didn't get the joke, but we didn't laugh out loud.","We didn't laugh out loud at the friend who didn't get the joke, we didn't even laugh.","We didn't laugh out loud at the friend who didn't get the joke, maybe we didn't even laugh.","We didn't laugh out loud at the friend who didn't get the joke, but we laughed."
laugh-laugh out loud ,We laughed at the end of the meeting.,We laughed out loud at the end of the meeting.,We didn't laugh at the end of the meeting.,We didn't laugh out loud at the end of the meeting.,"We laughed at the end of the meeting, we even laughed out loud.","We laughed at the end of the meeting, maybe we laughed out loud.","We laughed at the end of the meeting, but we didn't laugh out loud.","We didn't laugh out loud at the end of the meeting, we didn't even laugh.","We didn't laugh out loud at the end of the meeting, maybe we didn't even laugh.","We didn't laugh out loud at the end of the meeting, but we laughed."
laugh-laugh out loud ,We laughed at today's show.,We laughed out loud at today's show.,We didn't laugh at today's show.,We didn't laugh out loud at today's show.,"We laughed at today's show, we even laughed out loud.","We laughed at today's show, maybe we laughed out loud.","We laughed at today's show, but we didn't laugh out loud.","We didn't laugh out loud at today's show, we didn't even laugh.","We didn't laugh out loud at today's show, maybe we didn't even laugh.","We didn't laugh out loud at today's show, but we laughed."
laugh-laugh out loud ,They laughed at the funny scenes in the movie.,They laughed out loud at the funny scenes in the movie.,They didn't laugh at the funny scenes in the movie.,They didn't laugh out loud at the funny scenes in the movie.,"They laughed at the funny scenes in the movie, they even laughed out loud.","They laughed at the funny scenes in the movie, maybe they laughed out loud.","They laughed at the funny scenes in the movie, but they didn't laugh out loud.","They didn't laugh out loud at the funny scenes in the movie, they didn't even laugh.","They didn't laugh out loud at the funny scenes in the movie, maybe they didn't even laugh.","They didn't laugh out loud at the funny scenes in the movie, but they laughed."
laugh-laugh out loud ,They laughed at the development plan.,They laughed out loud at the development plan.,They didn't laugh at the development plan.,They didn't laugh out loud at the development plan.,"They laughed at the development plan, they even laughed out loud.","They laughed at the development plan, maybe they laughed out loud.","They laughed at the development plan, but they didn't laugh out loud.","They didn't laugh out loud at the development plan, they didn't even laugh.","They didn't laugh out loud at the development plan, maybe they didn't even laugh.","They didn't laugh out loud at the development plan, but they laughed."
laugh-laugh out loud ,You laughed at his conversation with his friend.,You laughed out loud at his conversation with his friend.,You didn't laugh at his conversation with his friend.,You didn't laugh out loud at his conversation with his friend.,"You laughed at his conversation with his friend, you even laughed out loud.","You laughed at his conversation with his friend, maybe you laughed out loud.","You laughed at his conversation with his friend, but you didn't laugh out loud.","You didn't laugh out loud at his conversation with his friend, you didn't even laugh.","You didn't laugh out loud at his conversation with his friend, maybe you didn't even laugh.","You didn't laugh out loud at his conversation with his friend, but you laughed."
laugh-laugh out loud ,We laughed at the result of the match.,We laughed out loud at the result of the match.,We didn't laugh at the result of the match.,We didn't laugh out loud at the result of the match.,"We laughed at the result of the match, we even laughed out loud.","We laughed at the result of the match, maybe we laughed out loud.","We laughed at the result of the match, but we didn't laugh out loud.","We didn't laugh out loud at the result of the match, we didn't even laugh.","We didn't laugh out loud at the result of the match, maybe we didn't even laugh.","We didn't laugh out loud at the result of the match, but we laughed."
laugh-laugh out loud ,They laughed at the nervous-looking man.,They laughed out loud at the nervous-looking man.,They didn't laugh at the nervous-looking man.,They didn't laugh out loud at the nervous-looking man.,"They laughed at the nervous-looking man, they even laughed out loud.","They laughed at the nervous-looking man, maybe they laughed out loud.","They laughed at the nervous-looking man, but they didn't laugh out loud.","They didn't laugh out loud at the nervous-looking man, they didn't even laugh.","They didn't laugh out loud at the nervous-looking man, maybe they didn't even laugh.","They didn't laugh out loud at the nervous-looking man, but they laughed."
laugh-laugh out loud ,We laughed in the middle of the classroom.,We laughed out loud in the middle of the classroom.,We didn't laugh in the middle of the classroom.,We didn't laugh out loud in the middle of the classroom.,"We laughed in the middle of the classroom, we even laughed out loud.","We laughed in the middle of the classroom, maybe we laughed out loud.","We laughed in the middle of the classroom, but we didn't laugh out loud.","We didn't laugh out loud in the middle of the classroom, we didn't even laugh.","We didn't laugh out loud in the middle of the classroom, maybe we didn't even laugh.","We didn't laugh out loud in the middle of the classroom, but we laughed."
laugh-laugh out loud ,They laughed at the dog's strange movements.,They laughed out loud at the dog's strange movements.,They didn't laugh at the dog's strange movements.,They didn't laugh out loud at the dog's strange movements.,"They laughed at the dog's strange movements, they even laughed out loud.","They laughed at the dog's strange movements, maybe they even laughed out loud.","They laughed at the dog's strange movements, but they didn't laugh out loud.","They didn't laugh out loud at the dog's strange movements, they didn't even laugh.","They didn't laugh out loud at the dog's strange movements, maybe they didn't even laugh.","They didn't laugh out loud at the dog's strange movements, but they laughed."
laugh-laugh out loud ,They laughed at the little boy's jokes.,They laughed out loud at the little boy's jokes.,He didn't laugh at the little boy's jokes.,They didn't laugh out loud at the little boy's jokes.,"They laughed at the little boy's jokes, they even laughed out loud.","They laughed at the little boy's jokes, maybe they even laughed out loud.","They laughed at the little boy's jokes, but they didn't laugh out loud.","They didn't laugh out loud at the little boy's jokes, they didn't even laugh.","They didn't laugh out loud at the little boy's jokes, maybe they didn't even laugh.","They didn't laugh out loud at the little boy's jokes, but they laughed."
laugh-laugh out loud ,They laughed at the funniest student in the class.,They laughed out loud at the funniest student in the class.,They didn't laugh at the funniest student in the class.,They didn't laugh out loud at the funniest student in the class.,"They laughed at the funniest student in the class, they even laughed out loud.","They laughed at the funniest student in the class, maybe they even laughed out loud.","They laughed at the funniest student in the class, but they didn't laugh out loud.","They didn't laugh out loud at the funniest student in the class, they didn't even laugh.","They didn't laugh out loud at the funniest student in the class, maybe they didn't even laugh.","They didn't laugh out loud at the funniest student in the class, but they laughed."
laugh-laugh out loud ,He laughed at the funniest man on campus.,He laughed out loud at the funniest man on campus.,He didn't laugh at the funniest man on campus.,He didn't laugh out loud at the funniest man on campus.,"He laughed at the funniest man on campus, he even laughed out loud.","He laughed at the funniest man on campus, maybe he even laughed out loud.","He laughed at the funniest man on campus, but he didn't laugh out loud.","He didn't laugh out loud at the funniest man on campus, he didn't even laugh.","He didn't laugh out loud at the funniest man on campus, maybe he didn't even laugh.","He didn't laugh out loud at the funniest man on campus, but he laughed."
laugh-laugh out loud ,You laughed at the cheerful energy of the environment.,You laughed out loud at the cheerful energy of the environment.,You didn't laugh at the cheerful energy of the environment.,You didn't laugh out loud at the cheerful energy of the environment.,"You laughed at the cheerful energy of the environment, you even laughed out loud.","You laughed at the cheerful energy of the environment, maybe you even laughed out loud.","You laughed at the cheerful energy of the environment, but you didn't laugh out loud.","You didn't laugh out loud at the cheerful energy of the environment, you didn't even laugh.","You didn't laugh out loud at the cheerful energy of the environment, maybe you didn't even laugh.","You didn't laugh out loud at the cheerful energy of the environment, but you laughed."
laugh-laugh out loud ,They laughed at my friend's joke.,They laughed out loud at my friend's joke.,They didn't laugh at my friend's joke.,They didn't laugh out loud at my friend's joke.,"They laughed at my friend's joke, they even laughed out loud.","They laughed at my friend's joke, maybe they even laughed out loud.","They laughed at my friend's joke, but they didn't laugh out loud.","They didn't laugh out loud at my friend's joke, they didn't even laugh.","They didn't laugh out loud at my friend's joke, maybe they didn't even laugh.","They didn't laugh out loud at my friend's joke, but they laughed."
laugh-laugh out loud ,People laughed at the satire in the play.,People laughed out loud at the satire in the play.,People didn't laugh at the satire in the play.,People didn't laugh out loud at the satire in the play.,"People laughed at the satire in the play, they even laughed out loud.","People laughed at the satire in the play, maybe they even laughed out loud.","People laughed at the satire in the play, but they didn't laugh out loud.","People didn't laugh out loud at the satire in the play, they didn't even laugh.","People didn't laugh out loud at the satire in the play, maybe they didn't even laugh.","People didn't laugh out loud at the satire in the play, but they laughed."
laugh-laugh out loud ,People laughed at the latest parody video.,People laughed out loud at the latest parody video.,People didn't laugh at the latest parody video.,People didn't laugh out loud at the latest parody video.,"People laughed at the latest parody video, they even laughed out loud.","People laughed at the latest parody video, maybe they even laughed out loud.","People laughed at the latest parody video, but they didn't laugh out loud.","People didn't laugh out loud at the latest parody video, they didn't even laugh.","People didn't laugh out loud at the latest parody video, maybe they didn't even laugh.","People didn't laugh out loud at the latest parody video, but they laughed."
laugh-laugh out loud ,People laughed at our exaggeration.,People laughed out loud at our exaggeration.,People didn't laugh at our exaggeration.,People didn't laugh out loud at our exaggeration.,"People laughed at our exaggeration, they even laughed out loud.","People laughed at our exaggeration, maybe they even laughed out loud.","People laughed at our exaggeration, but they didn't laugh out loud.","People didn't laugh out loud at our exaggeration, they didn't even laugh.","People didn't laugh out loud at our exaggeration, maybe they didn't even laugh.","People didn't laugh out loud at our exaggeration, but they laughed."
laugh-laugh out loud ,People laughed at the little boy's teasing.,People laughed out loud at the little boy's teasing.,People didn't laugh at the little boy's teasing.,People didn't laugh out loud at the little boy's teasing.,"People laughed at the little boy's teasing, they even laughed out loud.","People laughed at the little boy's teasing, maybe they even laughed out loud.","People laughed at the little boy's teasing, but they didn't laugh out loud.","People didn't laugh out loud at the little boy's teasing, they didn't even laugh.","People didn't laugh out loud at the little boy's teasing, maybe they didn't even laugh.","People didn't laugh out loud at the little boy's teasing, but they laughed."
laugh-laugh out loud ,People laughed at the riddle the teacher told.,People laughed out loud at the riddle the teacher told.,People didn't laugh at the riddle the teacher told.,People didn't laugh out loud at the riddle the teacher told.,"People laughed at the riddle the teacher told, they even laughed out loud.","People laughed at the riddle the teacher told, maybe they laughed out loud.",People laughed at the riddle the teacher told but they didn't laugh out loud.,"People didn't laugh out loud at the riddle the teacher told, they didn't even laugh.","People didn't laugh out loud at the riddle the teacher told, maybe they didn't even laugh.",People didn't laugh out loud at the riddle the teacher told but they laughed.
laugh-laugh out loud ,The donkeys' naughtiness was laughed at.,The donkeys' naughtiness was laughed out loud at.,The donkeys' naughtiness wasn't laughed at.,The donkeys' naughtiness wasn't laughed out loud at.,"The donkeys' naughtiness was laughed at, it was even laughed out loud at.","The donkeys' naughtiness was laughed at, maybe it was laughed out loud at.",The donkeys' naughtiness was laughed at but it wasn't laughed out loud at.,"The donkeys' naughtiness wasn't laughed out loud at, it wasn't even laughed at.","The donkeys' naughtiness wasn't laughed out loud at, maybe it wasn't even laughed at.",The donkeys' naughtiness wasn't laughed out loud at but it was laughed at.
laugh-laugh out loud ,People laughed at the manager's sweet banter.,People laughed out loud at the manager's sweet banter.,People didn't laugh at the manager's sweet banter.,People didn't laugh out loud at the manager's sweet banter.,"People laughed at the manager's sweet banter, they even laughed out loud.","People laughed at the manager's sweet banter, maybe they laughed out loud.",People laughed at the manager's sweet banter but they didn't laugh out loud.,"People didn't laugh out loud at the manager's sweet banter, they didn't even laugh.","People didn't laugh out loud at the manager's sweet banter, maybe they didn't even laugh.",People didn't laugh out loud at the manager's sweet banter but they laughed.
laugh-laugh out loud ,People laughed at the magazine's political humor.,People laughed out loud at the magazine's political humor.,People didn't laugh at the magazine's political humor.,People didn't laugh out loud at the magazine's political humor.,"People laughed at the magazine's political humor, they even laughed out loud.","People laughed at the magazine's political humor, maybe they laughed out loud.",People laughed at the magazine's political humor but they didn't laugh out loud.,"People didn't laugh out loud at the magazine's political humor, they didn't even laugh.","People didn't laugh out loud at the magazine's political humor, maybe they didn't even laugh.",People didn't laugh out loud at the magazine's political humor but they laughed.
laugh-laugh out loud ,People laughed at the little jokes in the movie.,People laughed out loud at the little jokes in the movie.,People didn't laugh at the little jokes in the movie.,People didn't laugh out loud at the little jokes in the movie.,"People laughed at the little jokes in the movie, they even laughed out loud.","People laughed at the little jokes in the movie, maybe they laughed out loud.",People laughed at the little jokes in the movie but they didn't laugh out loud.,"People didn't laugh out loud at the little jokes in the movie, they didn't even laugh.","People didn't laugh out loud at the little jokes in the movie, maybe they didn't even laugh.",People didn't laugh out loud at the little jokes in the movie but they laughed.
laugh-laugh out loud ,People laughed at the small mishaps in the meeting room.,People laughed out loud at the small mishaps in the meeting room.,People didn't laugh at the small mishaps in the meeting room.,People didn't laugh out loud at the small mishaps in the meeting room.,"People laughed at the small mishaps in the meeting room, they even laughed out loud.","People laughed at the small mishaps in the meeting room, maybe they laughed out loud.",People laughed at the small mishaps in the meeting room but they didn't laugh out loud.,"People didn't laugh out loud at the small mishaps in the meeting room, they didn't even laugh.","People didn't laugh out loud at the small mishaps in the meeting room, maybe they didn't even laugh.",People didn't laugh out loud at the small mishaps in the meeting room but they laughed.
laugh-laugh out loud ,The salesman's absurdities were laughed at.,The salesman's absurdities were laughed out loud at.,The salesman's absurdities weren't laughed at.,The salesman's absurdities weren't laughed out loud at.,"The salesman's absurdities were laughed at, they were even laughed out loud at.","The salesman's absurdities were laughed at, maybe they were laughed out loud at.",The salesman's absurdities were laughed at but they weren't laughed out loud at.,"The salesman's absurdities weren't laughed out loud at, they weren't even laughed at.","The salesman's absurdities weren't laughed out loud at, maybe they weren't even laughed at.",The salesman's absurdities weren't laughed out loud at but they were laughed at.
laugh-laugh out loud ,My stage direction was laughed at.,My stage direction was laughed out loud at.,My stage direction wasn't laughed at.,My stage direction wasn't laughed out loud at.,"My stage direction was laughed at, it was even laughed out loud at.","My stage direction was laughed at, maybe it was laughed out loud at.",My stage direction was laughed at but it wasn't laughed out loud at.,"My stage direction wasn't laughed out loud at, it wasn't even laughed at.","My stage direction wasn't laughed out loud at, maybe it wasn't even laughed at.",My stage direction wasn't laughed out loud at but it was laughed at.
laugh-laugh out loud ,You laughed at my chattering.,You laughed out loud at my chattering.,You didn't laugh at my chattering.,You didn't laugh out loud at my chattering.,"You laughed at my chattering, you even laughed out loud.","You laughed at my chattering, maybe you laughed out loud.",You laughed at my chattering but you didn't laugh out loud.,"You didn't laugh out loud at my chattering, you didn't even laugh.","You didn't laugh out loud at my chattering, maybe you didn't even laugh.",You didn't laugh out loud at my chattering but you laughed.
laugh-laugh out loud ,We laughed at his lies that were obviously lies.,We laughed out loud at his lies that were obviously lies.,We didn't laugh at his lies that were obviously lies.,We didn't laugh out loud at his lies that were obviously lies.,"We laughed at his lies that were obviously lies, we even laughed out loud.","We laughed at his lies that were obviously lies, maybe we laughed out loud.",We laughed at his lies that were obviously lies but we didn't laugh out loud.,"We didn't laugh out loud at his lies that were obviously lies, we didn't even laugh.","We didn't laugh out loud at his lies that were obviously lies, maybe we didn't even laugh.",We didn't laugh out loud at his lies that were obviously lies but we laughed.
laugh-laugh out loud ,We laughed at their witty arguments.,We laughed out loud at their witty arguments.,We didn't laugh at their witty arguments.,We didn't laugh out loud at their witty arguments.,"We laughed at their witty arguments, even laughed out loud.","We laughed at their witty arguments, maybe even laughed out loud.","We laughed at their witty arguments, but didn't laugh out loud.","We didn't laugh out loud at their witty arguments, we didn't even laugh.","We didn't laugh out loud at their witty arguments, maybe we didn't even laugh.","We didn't laugh out loud at their witty arguments, but we laughed."
laugh-laugh out loud ,They laughed at the joke he had with his friends.,They laughed out loud at the joke he had with his friends.,They didn't laugh at the joke he had with his friends.,They didn't laugh out loud at the joke he had with his friends.,"They laughed at the joke he had with his friends, they even laughed out loud.","They laughed at the joke he had with his friends, maybe even laughed out loud.","They laughed at the joke he had with his friends, but didn't laugh out loud.","They didn't laugh out loud at the joke he had with his friends, they didn't even laugh.","They didn't laugh out loud at the joke he had with his friends, maybe they didn't even laugh.","They didn't laugh out loud at the joke he had with his friends, but they laughed."
laugh-laugh out loud ,We laughed at last year's commotion.,We laughed out loud at last year's commotion.,We didn't laugh at last year's commotion.,We didn't laugh out loud at last year's commotion.,"We laughed at last year's commotion, we even laughed out loud.","We laughed at last year's commotion, maybe we even laughed out loud.","We laughed at last year's commotion, but we didn't laugh out loud.","We didn't laugh out loud at last year's commotion, we didn't even laugh.","We didn't laugh out loud at last year's commotion, maybe we didn't even laugh.","We didn't laugh out loud at last year's commotion, but we laughed."
laugh-laugh out loud ,You laughed at the boss's jokes.,You laughed out loud at the boss's jokes.,You didn't laugh at the boss's jokes.,You didn't laugh out loud at the boss's jokes.,"You laughed at the boss's jokes, you even laughed out loud.","You laughed at the boss's jokes, maybe even laughed out loud.","You laughed at the boss's jokes, but you didn't laugh out loud.","You didn't laugh out loud at the boss's jokes, you didn't even laugh.","You didn't laugh out loud at the boss's jokes, maybe you didn't even laugh.","You didn't laugh out loud at the boss's jokes, but you laughed."
laugh-laugh out loud ,We laughed at the banter between the spouses.,We laughed out loud at the banter between the spouses.,We didn't laugh at the banter between the spouses.,We didn't laugh out loud at the banter between the spouses.,"We laughed at the banter between the spouses, we even laughed out loud.","We laughed at the banter between the spouses, maybe even laughed out loud.","We laughed at the banter between the spouses, but we didn't laugh out loud.","We didn't laugh out loud at the banter between the spouses, we didn't even laugh.","We didn't laugh out loud at the banter between the spouses, maybe we didn't even laugh.","We didn't laugh out loud at the banter between the spouses, but we laughed."
laugh-laugh out loud ,We laughed at the celebration at their house.,We laughed out loud at the celebration at their house.,We didn't laugh at the celebration at their house.,We didn't laugh out loud at the celebration at their house.,"We laughed at the celebration at their house, we even laughed out loud.","We laughed at the celebration at their house, maybe even laughed out loud.","We laughed at the celebration at their house, but we didn't laugh out loud.","We didn't laugh out loud at the celebration at their house, we didn't even laugh.","We didn't laugh out loud at the celebration at their house, maybe we didn't even laugh.","We didn't laugh out loud at the celebration at their house, but we laughed."
laugh-laugh out loud ,He laughed at his uncle's jokes.,He laughed out loud at his uncle's jokes.,He didn't laugh at his uncle's jokes.,He didn't laugh out loud at his uncle's jokes.,"He laughed at his uncle's jokes, he even laughed out loud.","He laughed at his uncle's jokes, maybe he even laughed out loud.","He laughed at his uncle's jokes, but he didn't laugh out loud.","He didn't laugh out loud at his uncle's jokes, he didn't even laugh.","He didn't laugh out loud at his uncle's jokes, maybe he didn't even laugh.","He didn't laugh out loud at his uncle's jokes, but he laughed."
