scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
thirty-sixty,We chatted with thirty young people.,We chatted with sixty young people.,We didn't chat with thirty young people.,We didn't chat with sixty young people.,We didn't chat with more than thirty young people.,"We chatted with thirty young people, even sixty young people.","We chatted with thirty young people, maybe even sixty young people.","We chatted with thirty young people, but we didn't chat with sixty young people.","We didn't chat with sixty young people, not even with thirty young people.","We didn't chat with sixty young people, maybe not even with thirty young people.","We didn't chat with sixty young people, but we chatted with thirty young people.",We chatted with less than thirty young people.,We chatted with at most twenty-nine young people.,We chatted with at least one young person.
thirty-sixty,Thirty vendors agree.,Sixty vendors agree.,Thirty vendors do not agree.,Sixty vendors do not agree.,More than thirty vendors do not agree.,"Thirty vendors agree, even sixty vendors agree.","Thirty vendors agree, maybe even sixty vendors agree.",Thirty vendors agree but sixty vendors do not agree.,"Sixty vendors do not agree, even thirty vendors do not agree.","Sixty vendors do not agree, maybe even thirty vendors do not agree.","Sixty vendors do not agree, but thirty vendors agree.",Less than thirty vendors agree.,At most twenty-nine vendors agree.,At least one vendor agrees.
thirty-sixty,Thirty problems were solved by Erkan.,Sixty problems were solved by Erkan.,Thirty problems were not solved by Erkan.,Sixty problems were not solved by Erkan.,More than thirty problems were not solved by Erkan.,"Thirty problems were solved by Erkan, even sixty problems were solved by Erkan.","Thirty problems were solved by Erkan, maybe even sixty problems were solved by Erkan.","Thirty problems were solved by Erkan, but sixty problems were not solved by Erkan.","Sixty problems were not solved by Erkan, even thirty problems were not solved by Erkan.","Sixty problems were not solved by Erkan, maybe even thirty problems were not solved by Erkan.","Sixty problems were not solved by Erkan, but thirty problems were solved by Erkan.",Less than thirty problems were solved by Erkan.,At most twenty-nine problems were solved by Erkan.,At least one problem was solved by Erkan.
thirty-sixty,Thirty cities were visited.,Sixty cities were visited.,Thirty cities were not visited.,Sixty cities were not visited.,More than thirty cities were not visited.,"Thirty cities were visited, even sixty cities were visited.","Thirty cities were visited, maybe even sixty cities were visited.","Thirty cities were visited, but sixty cities were not visited.","Sixty cities were not visited, even thirty cities were not visited.","Sixty cities were not visited, maybe even thirty cities were not visited.","Sixty cities were not visited, but thirty cities were visited.",Less than thirty cities were visited.,At most twenty-nine cities were visited.,At least one city was visited.
thirty-sixty,They united thirty tribes.,They united sixty tribes.,They did not unite thirty tribes.,They did not unite sixty tribes.,They did not unite more than thirty tribes.,"They united thirty tribes, even sixty tribes.","They united thirty tribes, maybe even sixty tribes.","They united thirty tribes, but they did not unite sixty tribes.","They did not unite sixty tribes, even thirty tribes.","They did not unite sixty tribes, maybe even thirty tribes.","They did not unite sixty tribes, but they united thirty tribes.",They united less than thirty tribes.,They united at most twenty-nine tribes.,They united at least one tribe.
thirty-sixty,I did thirty laps in this sea.,I did sixty laps in this sea.,I did not do thirty laps in this sea.,I did not do sixty laps in this sea.,I did not do more than thirty laps in this sea.,"I did thirty laps in this sea, even sixty laps.","I did thirty laps in this sea, maybe even sixty laps.","I did thirty laps in this sea, but I did not do sixty laps.","I did not do sixty laps in this sea, even thirty laps.","I did not do sixty laps in this sea, maybe even thirty laps.","I did not do sixty laps in this sea, but I did thirty laps.",I did less than thirty laps in this sea.,I did at most twenty-nine laps in this sea.,I did at least one lap in this sea.
thirty-sixty,Thirty officers sealed their documents.,Sixty officers sealed their documents.,Thirty officers did not seal their documents.,Sixty officers did not seal their documents.,More than thirty officers did not seal their documents.,"Thirty officers sealed their documents, even sixty officers sealed them.","Thirty officers sealed their documents, maybe even sixty officers sealed them.","Thirty officers sealed their documents, but sixty officers did not seal them.","Sixty officers did not seal their documents, even thirty officers did not seal them.","Sixty officers did not seal their documents, maybe even thirty officers did not seal them.","Sixty officers did not seal their documents, but thirty officers sealed them.",Less than thirty officers sealed their documents.,At most twenty-nine officers sealed their documents.,At least one officer sealed their documents.
thirty-sixty,Serkan swam thirty meters.,Serkan swam sixty meters.,Serkan did not swim thirty meters.,Serkan did not swim sixty meters.,Serkan did not swim more than thirty meters.,"Serkan swam thirty meters, even sixty meters.","Serkan swam thirty meters, maybe even sixty meters.","Serkan swam thirty meters, but he did not swim sixty meters.","Serkan did not swim sixty meters, even thirty meters.","Serkan did not swim sixty meters, maybe even thirty meters.","Serkan did not swim sixty meters, but he swam thirty meters.",Serkan swam less than thirty meters.,Serkan swam at most twenty-nine meters.,Serkan swam at least one meter.
thirty-sixty,The author is going to write thirty books this year.,The author is going to write sixty books this year.,The author is not going to write thirty books this year.,The author is not going to write sixty books this year.,The author is not going to write more than thirty books this year.,"The author is going to write thirty books this year, even sixty books.","The author is going to write thirty books this year, maybe even sixty books.","The author is going to write thirty books this year, but he is not going to write sixty books.","The author is not going to write sixty books this year, even thirty books.","The author is not going to write sixty books this year, maybe even thirty books.","The author is not going to write sixty books this year, but he is going to write thirty books.",The author is going to write less than thirty books this year.,The author is going to write at most twenty-nine books this year.,The author is going to write at least one book this year.
thirty-sixty,My parrot knows thirty words.,My parrot knows sixty words.,My parrot does not know thirty words.,My parrot does not know sixty words.,My parrot does not know more than thirty words.,"My parrot knows thirty words, even sixty words.","My parrot knows thirty words, maybe even sixty words.","My parrot knows thirty words, but does not know sixty words.","My parrot does not know sixty words, even thirty words.","My parrot does not know sixty words, maybe even thirty words.","My parrot does not know sixty words, but knows thirty words.",My parrot knows less than thirty words.,My parrot knows at most twenty-nine words.,My parrot knows at least one word.
thirty-sixty,We saw thirty cow breeds on the tour.,We saw sixty cow breeds on the tour.,We did not see thirty cow breeds on the tour.,We did not see sixty cow breeds on the tour.,We did not see more than thirty cow breeds on the tour.,"We saw thirty cow breeds on the tour, even sixty cow breeds.","We saw thirty cow breeds on the tour, maybe even sixty cow breeds.","We saw thirty cow breeds on the tour, but did not see sixty cow breeds.","We did not see sixty cow breeds on the tour, even thirty cow breeds.","We did not see sixty cow breeds on the tour, maybe even thirty cow breeds.","We did not see sixty cow breeds on the tour, but we saw thirty cow breeds.",We saw less than thirty cow breeds on the tour.,We saw at most twenty-nine cow breeds on the tour.,We saw at least one cow breed on the tour.
thirty-sixty,Thirty participants understood me.,Sixty participants understood me.,Thirty participants didn't understand me.,Sixty participants didn't understand me.,More than thirty participants didn't understand me.,"Thirty participants understood me, even sixty participants understood me.","Thirty participants understood me, maybe even sixty participants understood me.",Thirty participants understood me but sixty participants didn't understand me.,"Sixty participants didn't understand me, even thirty participants didn't understand me.","Sixty participants didn't understand me, maybe even thirty participants didn't understand me.",Sixty participants didn't understand me but thirty participants understood me.,Less than thirty participants understood me.,At most twenty nine participants understood me.,At least one participant understood me.
thirty-sixty,They rested thirty hours after the trip.,They rested sixty hours after the trip.,They didn't rest thirty hours after the trip.,They didn't rest sixty hours after the trip.,They didn't rest more than thirty hours after the trip.,"They rested thirty hours after the trip, they even rested sixty hours.","They rested thirty hours after the trip, maybe even sixty hours.",They rested thirty hours after the trip but they didn't rest sixty hours.,"They didn't rest sixty hours after the trip, they didn't even rest thirty hours.","They didn't rest sixty hours after the trip, maybe they didn't even rest thirty hours.",They didn't rest sixty hours after the trip but they rested thirty hours.,They rested less than thirty hours after the trip.,They rested at most twenty nine hours after the trip.,They rested at least one hour after the trip.
thirty-sixty,They had fun with thirty people later in the night.,They had fun with sixty people later in the night.,They didn't have fun with thirty people later in the night.,They didn't have fun with sixty people later in the night.,They didn't have fun with more than thirty people later in the night.,"They had fun with thirty people later in the night, they even had fun with sixty people.","They had fun with thirty people later in the night, maybe even with sixty people.",They had fun with thirty people later in the night but they didn't have fun with sixty people.,"They didn't have fun with sixty people later in the night, they didn't even have fun with thirty people.","They didn't have fun with sixty people later in the night, maybe they didn't even have fun with thirty people.",They didn't have fun with sixty people later in the night but they had fun with thirty people.,They had fun with less than thirty people later in the night.,They had fun with at most twenty nine people later in the night.,They had fun with at least one person later in the night.
thirty-sixty,You kept thirty people waiting.,You kept sixty people waiting.,You didn't keep thirty people waiting.,You didn't keep sixty people waiting.,You didn't keep more than thirty people waiting.,"You kept thirty people waiting, you even kept sixty people waiting.","You kept thirty people waiting, maybe even sixty people.",You kept thirty people waiting but you didn't keep sixty people waiting.,"You didn't keep sixty people waiting, you didn't even keep thirty people waiting.","You didn't keep sixty people waiting, maybe you didn't even keep thirty people waiting.",You didn't keep sixty people waiting but you kept thirty people waiting.,You kept less than thirty people waiting.,You kept at most twenty nine people waiting.,You kept at least one person waiting.
thirty-sixty,Thirty designers liked his designs.,Sixty designers liked his designs.,Thirty designers didn't like his designs.,Sixty designers didn't like his designs.,More than thirty designers didn't like his designs.,"Thirty designers liked his designs, even sixty designers liked his designs.","Thirty designers liked his designs, maybe even sixty designers liked his designs.",Thirty designers liked his designs but sixty designers didn't like his designs.,"Sixty designers didn't like his designs, even thirty designers didn't like his designs.","Sixty designers didn't like his designs, maybe even thirty designers didn't like his designs.",Sixty designers didn't like his designs but thirty designers liked his designs.,Less than thirty designers liked his designs.,At most twenty nine designers liked his designs.,At least one designer liked his designs.
thirty-sixty,Thirty people were given awards.,Sixty people were given awards.,Thirty people weren't given awards.,Sixty people weren't given awards.,More than thirty people weren't given awards.,"Thirty people were given awards, even sixty people were given awards.","Thirty people were given awards, maybe even sixty people were given awards.",Thirty people were given awards but sixty people weren't given awards.,"Sixty people weren't given awards, even thirty people weren't given awards.","Sixty people weren't given awards, maybe even thirty people weren't given awards.",Sixty people weren't given awards but thirty people were given awards.,Less than thirty people were given awards.,At most twenty nine people were given awards.,At least one person was given an award.
thirty-sixty,Thirty people were appreciated at the end of the year.,Sixty people were appreciated at the end of the year.,Thirty people weren't appreciated at the end of the year.,Sixty people weren't appreciated at the end of the year.,More than thirty people weren't appreciated at the end of the year.,"Thirty people were appreciated at the end of the year, even sixty people were appreciated.","Thirty people were appreciated at the end of the year, maybe even sixty people were appreciated.",Thirty people were appreciated at the end of the year but sixty people weren't appreciated.,"Sixty people weren't appreciated at the end of the year, even thirty people weren't appreciated.","Sixty people weren't appreciated at the end of the year, maybe even thirty people weren't appreciated.",Sixty people weren't appreciated at the end of the year but thirty people were appreciated.,Less than thirty people were appreciated at the end of the year.,At most twenty nine people were appreciated at the end of the year.,At least one person was appreciated at the end of the year.
thirty-sixty,This gift was sent to thirty people.,This gift was sent to sixty people.,This gift wasn't sent to thirty people.,This gift wasn't sent to sixty people.,This gift wasn't sent to more than thirty people.,"This gift was sent to thirty people, this gift was even sent to sixty people.","This gift was sent to thirty people, maybe even to sixty people.",This gift was sent to thirty people but this gift wasn't sent to sixty people.,"This gift wasn't sent to sixty people, this gift wasn't even sent to thirty people.","This gift wasn't sent to sixty people, maybe this gift wasn't even sent to thirty people.",This gift wasn't sent to sixty people but this gift was sent to thirty people.,This gift was sent to less than thirty people.,This gift was sent to at most twenty nine people.,This gift was sent to at least one person.
thirty-sixty,Thirty paintings were painted in this house.,Sixty paintings were painted in this house.,Thirty paintings weren't painted in this house.,Sixty paintings weren't painted in this house.,More than thirty paintings weren't painted in this house.,"Thirty paintings were painted in this house, even sixty paintings were painted in this house.","Thirty paintings were painted in this house, maybe even sixty paintings were painted in this house.",Thirty paintings were painted in this house but sixty paintings weren't painted in this house.,"Sixty paintings weren't painted in this house, even thirty paintings weren't painted in this house.","Sixty paintings weren't painted in this house, maybe even thirty paintings weren't painted in this house.",Sixty paintings weren't painted in this house but thirty paintings were painted in this house.,Less than thirty paintings were painted in this house.,At most twenty nine paintings were painted in this house.,At least one painting was painted in this house.
thirty-sixty,You scammed thirty people online.,You scammed sixty people online.,You didn't scam thirty people online.,You didn't scam sixty people online.,You didn't scam more than thirty people online.,"You scammed thirty people online, you even scammed sixty people online.","You scammed thirty people online, maybe even sixty people.",You scammed thirty people online but you didn't scam sixty people online.,"You didn't scam sixty people online, you didn't even scam thirty people online.","You didn't scam sixty people online, maybe you didn't even scam thirty people online.",You didn't scam sixty people online but you scammed thirty people online.,You scammed less than thirty people online.,You scammed at most twenty nine people online.,You scammed at least one person online.
thirty-sixty,I have recommended this book to thirty people.,I have recommended this book to sixty people.,I haven't recommended this book to thirty people.,I haven't recommended this book to sixty people.,I haven't recommended this book to more than thirty people.,"I have recommended this book to thirty people, even sixty people.","I have recommended this book to thirty people, maybe even sixty people.",I have recommended this book to thirty people but not sixty people.,"I haven't recommended this book to sixty people, not even thirty people.","I haven't recommended this book to sixty people, maybe not even thirty people.","I haven't recommended this book to sixty people, but I have recommended it to thirty people.",I have recommended this book to fewer than thirty people.,I have recommended this book to at most twenty-nine people.,I have recommended this book to at least one person.
thirty-sixty,Thirty people were having fun on the deck of the ship.,Sixty people were having fun on the deck of the ship.,Thirty people were not having fun on the deck of the ship.,Sixty people were not having fun on the deck of the ship.,More than thirty people were not having fun on the deck of the ship.,"Thirty people were having fun on the deck of the ship, even sixty people.","Thirty people were having fun on the deck of the ship, maybe even sixty people.","Thirty people were having fun on the deck of the ship, but sixty people were not.","Sixty people were not having fun on the deck of the ship, not even thirty people.","Sixty people were not having fun on the deck of the ship, maybe not even thirty people.","Sixty people were not having fun on the deck of the ship, but thirty people were.",Fewer than thirty people were having fun on the deck of the ship.,At most twenty-nine people were having fun on the deck of the ship.,At least one person was having fun on the deck of the ship.
thirty-sixty,The information of thirty people is safe.,The information of sixty people is safe.,The information of thirty people is not safe.,The information of sixty people is not safe.,The information of more than thirty people is not safe.,"The information of thirty people is safe, even the information of sixty people is safe.","The information of thirty people is safe, maybe even the information of sixty people is safe.","The information of thirty people is safe, but the information of sixty people is not.","The information of sixty people is not safe, not even the information of thirty people is safe.","The information of sixty people is not safe, maybe not even the information of thirty people is safe.","The information of sixty people is not safe, but the information of thirty people is.",The information of fewer than thirty people is safe.,The information of at most twenty-nine people is safe.,The information of at least one person is safe.
thirty-sixty,Thirty people were detained in the investigation.,Sixty people were detained in the investigation.,Thirty people were not detained in the investigation.,Sixty people were not detained in the investigation.,More than thirty people were not detained in the investigation.,"Thirty people were detained in the investigation, even sixty people.","Thirty people were detained in the investigation, maybe even sixty people.","Thirty people were detained in the investigation, but sixty people were not.","Sixty people were not detained in the investigation, not even thirty people.","Sixty people were not detained in the investigation, maybe not even thirty people.","Sixty people were not detained in the investigation, but thirty people were.",Fewer than thirty people were detained in the investigation.,At most twenty-nine people were detained in the investigation.,At least one person was detained in the investigation.
thirty-sixty,The company fired thirty employees.,The company fired sixty employees.,The company did not fire thirty employees.,The company did not fire sixty employees.,The company did not fire more than thirty employees.,"The company fired thirty employees, even sixty employees.","The company fired thirty employees, maybe even sixty employees.","The company fired thirty employees, but did not fire sixty employees.","The company did not fire sixty employees, not even thirty employees.","The company did not fire sixty employees, maybe not even thirty employees.","The company did not fire sixty employees, but fired thirty employees.",The company fired fewer than thirty employees.,The company fired at most twenty-nine employees.,The company fired at least one employee.
thirty-sixty,Thirty people watched this movie.,Sixty people watched this movie.,Thirty people did not watch this movie.,Sixty people did not watch this movie.,More than thirty people did not watch this movie.,"Thirty people watched this movie, even sixty people.","Thirty people watched this movie, maybe even sixty people.","Thirty people watched this movie, but sixty people did not.","Sixty people did not watch this movie, not even thirty people.","Sixty people did not watch this movie, maybe not even thirty people.","Sixty people did not watch this movie, but thirty people did.",Fewer than thirty people watched this movie.,At most twenty-nine people watched this movie.,At least one person watched this movie.
thirty-sixty,Thirty people will graduate this year.,Sixty people will graduate this year.,Thirty people will not graduate this year.,Sixty people will not graduate this year.,More than thirty people will not graduate this year.,"Thirty people will graduate this year, even sixty people.","Thirty people will graduate this year, maybe even sixty people.","Thirty people will graduate this year, but sixty people will not.","Sixty people will not graduate this year, not even thirty people.","Sixty people will not graduate this year, maybe not even thirty people.","Sixty people will not graduate this year, but thirty people will.",Fewer than thirty people will graduate this year.,At most twenty-nine people will graduate this year.,At least one person will graduate this year.
thirty-sixty,Thirty people will be selected for this project.,Sixty people will be selected for this project.,Thirty people will not be selected for this project.,Sixty people will not be selected for this project.,More than thirty people will not be selected for this project.,"Thirty people will be selected for this project, even sixty people.","Thirty people will be selected for this project, maybe even sixty people.","Thirty people will be selected for this project, but sixty people will not.","Sixty people will not be selected for this project, not even thirty people.","Sixty people will not be selected for this project, maybe not even thirty people.","Sixty people will not be selected for this project, but thirty people will.",Fewer than thirty people will be selected for this project.,At most twenty-nine people will be selected for this project.,At least one person will be selected for this project.
thirty-sixty,There are thirty floors in the company building.,There are sixty floors in the company building.,There are not thirty floors in the company building.,There are not sixty floors in the company building.,There are not more than thirty floors in the company building.,"There are thirty floors in the company building, even sixty floors.","There are thirty floors in the company building, maybe even sixty floors.","There are thirty floors in the company building, but not sixty floors.","There are not sixty floors in the company building, not even thirty floors.","There are not sixty floors in the company building, maybe not even thirty floors.","There are not sixty floors in the company building, but there are thirty floors.",There are fewer than thirty floors in the company building.,There are at most twenty-nine floors in the company building.,There is at least one floor in the company building.
thirty-sixty,There are thirty cabins in the forest.,There are sixty cabins in the forest.,There are not thirty cabins in the forest.,There are not sixty cabins in the forest.,There are not more than thirty cabins in the forest.,"There are thirty cabins in the forest, even sixty cabins.","There are thirty cabins in the forest, maybe even sixty cabins.","There are thirty cabins in the forest, but not sixty cabins.","There are not sixty cabins in the forest, not even thirty cabins.","There are not sixty cabins in the forest, maybe not even thirty cabins.","There are not sixty cabins in the forest, but there are thirty cabins.",There are fewer than thirty cabins in the forest.,There are at most twenty-nine cabins in the forest.,There is at least one cabin in the forest.
fifty-seventy,The large truck has fifty liters of gasoline.,The large truck has seventy liters of gasoline.,The large truck does not have fifty liters of gasoline.,The large truck does not have seventy liters of gasoline.,The large truck does not have more than fifty liters of gasoline.,"The large truck has fifty liters of gasoline, even seventy liters of gasoline.","The large truck has fifty liters of gasoline, maybe even seventy liters of gasoline.","The large truck has fifty liters of gasoline, but does not have seventy liters of gasoline.","The large truck does not have seventy liters of gasoline, not even fifty liters of gasoline.","The large truck does not have seventy liters of gasoline, maybe not even fifty liters of gasoline.","The large truck does not have seventy liters of gasoline, but it has fifty liters of gasoline.",The large truck has less than fifty liters of gasoline.,The large truck has at most forty-nine liters of gasoline.,The large truck has at least one liter of gasoline.
fifty-seventy,Fifty students will graduate this year.,Seventy students will graduate this year.,Fifty students will not graduate this year.,Seventy students will not graduate this year.,More than fifty students will not graduate this year.,"Fifty students will graduate this year, even seventy students will graduate.","Fifty students will graduate this year, maybe even seventy students.","Fifty students will graduate this year, but seventy students will not graduate.","Seventy students will not graduate this year, not even fifty students will graduate.","Seventy students will not graduate this year, maybe not even fifty students.","Seventy students will not graduate this year, but fifty students will graduate.",Less than fifty students will graduate this year.,At most forty-nine students will graduate this year.,At least one student will graduate this year.
fifty-seventy,Fifty students were taken care of.,Seventy students were taken care of.,Fifty students were not taken care of.,Seventy students were not taken care of.,More than fifty students were not taken care of.,"Fifty students were taken care of, even seventy students were taken care of.","Fifty students were taken care of, maybe even seventy students.","Fifty students were taken care of, but seventy students were not taken care of.","Seventy students were not taken care of, not even fifty students were taken care of.","Seventy students were not taken care of, maybe not even fifty students.","Seventy students were not taken care of, but fifty students were taken care of.",Less than fifty students were taken care of.,At most forty-nine students were taken care of.,At least one student was taken care of.
fifty-seventy,I directed fifty cars in this direction.,I directed seventy cars in this direction.,I did not direct fifty cars in this direction.,I did not direct seventy cars in this direction.,I did not direct more than fifty cars in this direction.,"I directed fifty cars in this direction, even seventy cars.","I directed fifty cars in this direction, maybe even seventy cars.","I directed fifty cars in this direction, but I did not direct seventy cars in this direction.","I did not direct seventy cars in this direction, not even fifty cars.","I did not direct seventy cars in this direction, maybe not even fifty cars.","I did not direct seventy cars in this direction, but I directed fifty cars in this direction.",I directed less than fifty cars in this direction.,I directed at most forty-nine cars in this direction.,I directed at least one car in this direction.
fifty-seventy,Fifty people were moved in the theater.,Seventy people were moved in the theater.,Fifty people were not moved in the theater.,Seventy people were not moved in the theater.,More than fifty people were not moved in the theater.,"Fifty people were moved in the theater, even seventy people were moved.","Fifty people were moved in the theater, maybe even seventy people.","Fifty people were moved in the theater, but seventy people were not moved.","Seventy people were not moved in the theater, not even fifty people were moved.","Seventy people were not moved in the theater, maybe not even fifty people.","Seventy people were not moved in the theater, but fifty people were moved.",Less than fifty people were moved in the theater.,At most forty-nine people were moved in the theater.,At least one person was moved in the theater.
fifty-seventy,The police interrogated fifty suspects.,The police interrogated seventy suspects.,The police did not interrogate fifty suspects.,The police did not interrogate seventy suspects.,The police did not interrogate more than fifty suspects.,"The police interrogated fifty suspects, even seventy suspects.","The police interrogated fifty suspects, maybe even seventy suspects.","The police interrogated fifty suspects, but did not interrogate seventy suspects.","The police did not interrogate seventy suspects, not even fifty suspects.","The police did not interrogate seventy suspects, maybe not even fifty suspects.","The police did not interrogate seventy suspects, but interrogated fifty suspects.",The police interrogated less than fifty suspects.,The police interrogated at most forty-nine suspects.,The police interrogated at least one suspect.
fifty-seventy,Fifty people waited patiently for this book.,Seventy people waited patiently for this book.,Fifty people did not wait patiently for this book.,Seventy people did not wait patiently for this book.,More than fifty people did not wait patiently for this book.,"Fifty people waited patiently for this book, even seventy people waited patiently.","Fifty people waited patiently for this book, maybe even seventy people.","Fifty people waited patiently for this book, but seventy people did not wait patiently.","Seventy people did not wait patiently for this book, not even fifty people waited patiently.","Seventy people did not wait patiently for this book, maybe not even fifty people.","Seventy people did not wait patiently for this book, but fifty people waited patiently.",Less than fifty people waited patiently for this book.,At most forty-nine people waited patiently for this book.,At least one person waited patiently for this book.
fifty-seventy,This invitation was sent to fifty people.,This invitation was sent to seventy people.,This invitation was not sent to fifty people.,This invitation was not sent to seventy people.,This invitation was not sent to more than fifty people.,"This invitation was sent to fifty people, even seventy people.","This invitation was sent to fifty people, maybe even seventy people.","This invitation was sent to fifty people, but was not sent to seventy people.","This invitation was not sent to seventy people, not even to fifty people.","This invitation was not sent to seventy people, maybe not even to fifty people.","This invitation was not sent to seventy people, but was sent to fifty people.",This invitation was sent to less than fifty people.,This invitation was sent to at most forty-nine people.,This invitation was sent to at least one person.
fifty-seventy,You explained the project to fifty investors.,You explained the project to seventy investors.,You did not explain the project to fifty investors.,You did not explain the project to seventy investors.,You did not explain the project to more than fifty investors.,"You explained the project to fifty investors, even seventy investors.","You explained the project to fifty investors, maybe even seventy investors.","You explained the project to fifty investors, but you did not explain it to seventy investors.","You did not explain the project to seventy investors, not even to fifty investors.","You did not explain the project to seventy investors, maybe not even to fifty investors.","You did not explain the project to seventy investors, but you explained it to fifty investors.",You explained the project to less than fifty investors.,You explained the project to at most forty-nine investors.,You explained the project to at least one investor.
fifty-seventy,Fifty people managed the activities.,Seventy people managed the activities.,Fifty people did not manage the activities.,Seventy people did not manage the activities.,More than fifty people did not manage the activities.,"Fifty people managed the activities, even seventy people managed them.","Fifty people managed the activities, maybe even seventy people.","Fifty people managed the activities, but seventy people did not.","Seventy people did not manage the activities, not even fifty people did.","Seventy people did not manage the activities, maybe not even fifty people.","Seventy people did not manage the activities, but fifty people did.",Less than fifty people managed the activities.,At most forty-nine people managed the activities.,At least one person managed the activities.
fifty-seventy,Fifty people eased my burden.,Seventy people eased my burden.,Fifty people didn't ease my burden.,Seventy people didn't ease my burden.,More than fifty people didn't ease my burden.,"Fifty people eased my burden, even seventy people eased my burden.","Fifty people eased my burden, maybe even seventy people eased my burden.","Fifty people eased my burden, but seventy people didn't ease my burden.","Seventy people didn't ease my burden, even fifty people didn't ease my burden.","Seventy people didn't ease my burden, maybe even fifty people didn't ease my burden.","Seventy people didn't ease my burden, but fifty people did.",Fewer than fifty people eased my burden.,At most forty nine people eased my burden.,At least one person eased my burden.
fifty-seventy,Fifty people reminded me of it.,Seventy people reminded me of it.,Fifty people didn't remind me of it.,Seventy people didn't remind me of it.,More than fifty people didn't remind me of it.,"Fifty people reminded me of it, even seventy people reminded me of it.","Fifty people reminded me of it, maybe even seventy people reminded me of it.","Fifty people reminded me of it, but seventy people didn't remind me of it.","Seventy people didn't remind me of it, even fifty people didn't remind me of it.","Seventy people didn't remind me of it, maybe even fifty people didn't remind me of it.","Seventy people didn't remind me of it, but fifty people did.",Fewer than fifty people reminded me of it.,At most forty nine people reminded me of it.,At least one person reminded me of it.
fifty-seventy,Fifty people told the truth.,Seventy people told the truth.,Fifty people didn't tell the truth.,Seventy people didn't tell the truth.,More than fifty people didn't tell the truth.,"Fifty people told the truth, even seventy people told the truth.","Fifty people told the truth, maybe even seventy people told the truth.","Fifty people told the truth, but seventy people didn't tell the truth.","Seventy people didn't tell the truth, even fifty people didn't tell the truth.","Seventy people didn't tell the truth, maybe even fifty people didn't tell the truth.","Seventy people didn't tell the truth, but fifty people did.",Fewer than fifty people told the truth.,At most forty nine people told the truth.,At least one person told the truth.
fifty-seventy,Fifty people compared us.,Seventy people compared us.,Fifty people didn't compare us.,Seventy people didn't compare us.,More than fifty people didn't compare us.,"Fifty people compared us, even seventy people compared us.","Fifty people compared us, maybe even seventy people compared us.","Fifty people compared us, but seventy people didn't compare us.","Seventy people didn't compare us, even fifty people didn't compare us.","Seventy people didn't compare us, maybe even fifty people didn't compare us.","Seventy people didn't compare us, but fifty people did.",Fewer than fifty people compared us.,At most forty nine people compared us.,At least one person compared us.
fifty-seventy,Fifty people produced this tank.,Seventy people produced this tank.,Fifty people didn't produce this tank.,Seventy people didn't produce this tank.,More than fifty people didn't produce this tank.,"Fifty people produced this tank, even seventy people produced this tank.","Fifty people produced this tank, maybe even seventy people produced this tank.","Fifty people produced this tank, but seventy people didn't produce this tank.","Seventy people didn't produce this tank, even fifty people didn't produce this tank.","Seventy people didn't produce this tank, maybe even fifty people didn't produce this tank.","Seventy people didn't produce this tank, but fifty people did.",Fewer than fifty people produced this tank.,At most forty nine people produced this tank.,At least one person produced this tank.
fifty-seventy,Fifty people compromised on this issue.,Seventy people compromised on this issue.,Fifty people didn't compromise on this issue.,Seventy people didn't compromise on this issue.,More than fifty people didn't compromise on this issue.,"Fifty people compromised on this issue, even seventy people compromised on this issue.","Fifty people compromised on this issue, maybe even seventy people compromised on this issue.","Fifty people compromised on this issue, but seventy people didn't compromise on this issue.","Seventy people didn't compromise on this issue, even fifty people didn't compromise on this issue.","Seventy people didn't compromise on this issue, maybe even fifty people didn't compromise on this issue.","Seventy people didn't compromise on this issue, but fifty people did.",Fewer than fifty people compromised on this issue.,At most forty nine people compromised on this issue.,At least one person compromised on this issue.
fifty-seventy,Fifty people recommended you to us.,Seventy people recommended you to us.,Fifty people didn't recommend you to us.,Seventy people didn't recommend you to us.,More than fifty people didn't recommend you to us.,"Fifty people recommended you to us, even seventy people recommended you to us.","Fifty people recommended you to us, maybe even seventy people recommended you to us.","Fifty people recommended you to us, but seventy people didn't recommend you to us.","Seventy people didn't recommend you to us, even fifty people didn't recommend you to us.","Seventy people didn't recommend you to us, maybe even fifty people didn't recommend you to us.","Seventy people didn't recommend you to us, but fifty people did.",Fewer than fifty people recommended you to us.,At most forty nine people recommended you to us.,At least one person recommended you to us.
fifty-seventy,Our access to fifty websites was blocked.,Our access to seventy websites was blocked.,Our access to fifty websites wasn't blocked.,Our access to seventy websites wasn't blocked.,Our access to more than fifty websites wasn't blocked.,"Our access to fifty websites was blocked, even our access to seventy websites was blocked.","Our access to fifty websites was blocked, maybe even our access to seventy websites was blocked.","Our access to fifty websites was blocked, but our access to seventy websites wasn't blocked.","Our access to seventy websites wasn't blocked, even our access to fifty websites wasn't blocked.","Our access to seventy websites wasn't blocked, maybe even our access to fifty websites wasn't blocked.","Our access to seventy websites wasn't blocked, but our access to fifty websites was blocked.",Our access to fewer than fifty websites was blocked.,Our access to at most forty nine websites was blocked.,Our access to at least one websites was blocked.
