scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
average-good,The company's employees are average.  ,The company's employees are good.  ,The company's employees are not average.  ,The company's employees are not good.  ,"The company's employees are average, even good.  ","The company's employees are average, maybe even good.  ",The company's employees are average but not good.  ,"The company's employees are not good, not even average.  ","The company's employees are not good, maybe not even average.  ",The company's employees are not good but average.  
average-good,The quality of the meals is average.,The quality of the meals is good.,The quality of the meals is not average.,The quality of the meals is not good.,"The quality of the meals is average, even good.","The quality of the meals is average, maybe even good.",The quality of the meals is average but not good.,"The quality of the meals is not good, not even average.","The quality of the meals is not good, perhaps not even average.",The quality of the meals is not good but average.
average-good,The efficiency of the latest refrigerator is average.,The efficiency of the latest refrigerator is good.,The efficiency of the latest refrigerator is not average.,The efficiency of the latest refrigerator is not good.,"The efficiency of the latest refrigerator is average, even good.","The efficiency of the latest refrigerator is average, maybe even good.",The efficiency of the latest refrigerator is average but not good.,"The efficiency of the latest refrigerator is not good, not even average.","The efficiency of the latest refrigerator is not good, maybe not even average.",The efficiency of the latest refrigerator is not good but average.
average-good,The quality of the dress that arrived home last night is average.,The quality of the dress that arrived home last night is good.,The quality of the dress that arrived home last night is not average.,The quality of the dress that arrived home last night is not good.,"The quality of the dress that arrived home last night is average, even good.","The quality of the dress that arrived home last night is average, maybe even good.",The quality of the dress that arrived home last night is average but not good.,"The quality of the dress that arrived home last night is not good, not even average.","The quality of the dress that arrived home last night is not good, maybe not even average.",The quality of the dress that arrived home last night is not good but average.
average-good,The camera of the new phone is average.,The camera of the new phone is good.,The camera of the new phone is not average.,The camera of the new phone is not good.,"The camera of the new phone is average, even good.","The camera of the new phone is average, maybe even good.",The camera of the new phone is average but not good.,"The camera of the new phone is not good, it is not even average.","The camera of the new phone is not good, maybe it's not even average.",The camera of the new phone is not good but average.
average-good,The camera's photos are average.,The camera's photos are good.,The camera's photos are not average.,The camera's photos are not good.,"The camera's photos are average, even good.","The camera's photos are average, maybe even good.",The camera's photos are average but not good.,"The camera's photos are not good, not even average.","The camera's photos are not good, maybe not even average.",The camera's photos are not good but average.
average-good,The material of the bag in her hand was average.,The material of the bag in her hand was good.,The material of the bag in her hand was not average.,The material of the bag in her hand was not good.,"The material of the bag in her hand was average, even good.","The material of the bag in her hand was average, maybe even good.",The material of the bag in her hand was average but not good.,"The material of the bag in her hand was not good, not even average.","The material of the bag in her hand was not good, maybe not even average.",The material of the bag in her hand was not good but it was average.
average-good,The leather of the shoes he recently bought was average.,The leather of the shoes he recently bought was good.,The leather of the shoes he recently bought was not average.,The leather of the shoes he recently bought was not good.,"The leather of the shoes he recently bought was average, even good.","The leather of the shoes he recently bought was average, perhaps even good.",The leather of the shoes he recently bought was average but not good.,"The leather of the shoes he recently bought was not good, it wasn't even average.","The leather of the shoes he recently bought was not good, maybe it wasn't even average.",The leather of the shoes he recently bought was not good but it was average.
average-good,We have been average in this industry so far.  ,We have been good in this industry so far.  ,We have not been average in this industry so far.  ,We have not been good in this industry so far.  ,"We have been average in this industry so far, even good.  ","We have been average in this industry so far, maybe even good.  ",We have been average in this industry so far but not good.  ,"We have not been good in this industry so far, we were not even average.  ","We have not been good in this industry so far, maybe not even average.  ",We have not been good in this industry so far but we have been average.  
average-good,His life in recent months has been average.,His life in recent months has been good.,His life in recent months is not average.,His life in recent months is not good.,"His life in recent months is average, even good.","His life in recent months is average, maybe even good.",His life in recent months is average but not good.,"His life in recent months is not good, not even average.","His life in recent months is not good, maybe not even average.",His life in recent months is not good but average.
average-good,The condition of the fruits he picked from the ground is average.,The condition of the fruits he picked from the ground is good.,The condition of the fruits he picked from the ground is not average.,The condition of the fruits he picked from the ground is not good.,"The condition of the fruits he picked from the ground is average, even good.","The condition of the fruits he picked from the ground is average, perhaps good.",The condition of the fruits he picked from the ground is average but not good.,"The condition of the fruits he picked from the ground is not good, not even average.","The condition of the fruits he picked from the ground is not good, maybe not even average.",The condition of the fruits he picked from the ground is not good but average.
average-good,The bamboo trees in the last delivery were average.,The bamboo trees in the last delivery were good.,The bamboo trees in the last delivery were not average.,The bamboo trees in the last delivery were not good.,"The bamboo trees in the last delivery were average, even good.","The bamboo trees in the last delivery were average, perhaps even good.",The bamboo trees in the last delivery were average but not good.,"The bamboo trees in the last delivery were not good, in fact, they were not even average.","The bamboo trees in the last delivery were not good, perhaps not even average.",The bamboo trees in the last delivery were not good but average.
average-good,The meats at the butcher are average.,The meats at the butcher are good.,The meats at the butcher are not average.,The meats at the butcher are not good.,"The meats at the butcher are average, even good.","The meats at the butcher are average, maybe even good.",The meats at the butcher are average but not good.,"The meats at the butcher are not good, not even average.","The meats at the butcher are not good, maybe not even average.",The meats at the butcher are not good but average.
average-good,The quality of winter tires is average.,The quality of winter tires is good.,The quality of winter tires is not average.,The quality of winter tires is not good.,"The quality of winter tires is average, even good.","The quality of winter tires is average, maybe even good.",The quality of winter tires is average but not good.,"The quality of winter tires is not good, not even average.","The quality of winter tires is not good, maybe not even average.",The quality of winter tires is not good but average.
average-good,The last couch we looked at was average.,The last couch we looked at was good.,The last couch we looked at was not average.,The last couch we looked at was not good.,"The last couch we looked at was average, even good.","The last couch we looked at was average, maybe even good.",The last couch we looked at was average but not good.,"The last couch we looked at was not good, it wasn't even average.","The last couch we looked at was not good, maybe it wasn't even average.",The last couch we looked at was not good but it was average.
average-good,"For this competition, you are average.","For this competition, you are good.","For this competition, you are not average.","For this competition, you are not good.","For this competition, you are average, even good.","For this competition, you are average, maybe even good.","For this competition, you are average but not good.","For this competition, you are not good, in fact, you are not even average.","For this competition, you are not good, maybe you are not even average.","For this competition, you are not good but you are average."
average-good,The board was average during this process.  ,The board was good during this process.  ,The board was not average during this process.  ,The board was not good during this process.  ,"The board was average during this process, even good.  ","The board was average during this process, maybe even good.  ",The board was average during this process but not good.  ,"The board was not good during this process, not even average.  ","The board was not good during this process, maybe not even average.  ",The board was not good during this process but it was average.  
average-good,Selected students were average.  ,Selected students were good.  ,Selected students were not average.  ,Selected students were not good.  ,"Selected students were average, even good.  ","Selected students were average, maybe even good.  ",Selected students were average but not good.  ,"Selected students were not good, not even average.  ","Selected students were not good, maybe not even average.  ",Selected students were not good but average.  
average-good,This year's sales are average.,This year's sales are good.,This year's sales are not average.,This year's sales are not good.,"This year's sales are average, even good.","This year's sales are average, perhaps even good.",This year's sales are average but not good.,"This year's sales are not good, not even average.","This year's sales are not good, perhaps not even average.",This year's sales are not good but average.
average-good,Your company's profit margin is average.,Your company's profit margin is good.,Your company's profit margin is not average.,Your company's profit margin is not good.,"Your company's profit margin is average, even good.","Your company's profit margin is average, perhaps even good.",Your company's profit margin is average but not good.,"Your company's profit margin is not good, not even average.","Your company's profit margin is not good, maybe not even average.",Your company's profit margin is not good but average.
average-good,The graphic quality in our new game is average.,The graphic quality in our new game is good.,The graphic quality in our new game is not average.,The graphic quality in our new game is not good.,"The graphic quality in our new game is average, even good.","The graphic quality in our new game is average, maybe even good.",The graphic quality in our new game is average but not good.,"The graphic quality in our new game is not good, not even average.","The graphic quality in our new game is not good, maybe not even average.",The graphic quality in our new game is not good but average.
average-good,The latest fabrics are average.,The latest fabrics are good.,The latest fabrics are not average.,The latest fabrics are not good.,"The latest fabrics are average, even good.","The latest fabrics are average, perhaps even good.",The latest fabrics are average but not good.,"The latest fabrics are not good, not even average.","The latest fabrics are not good, perhaps not even average.",The latest fabrics are not good but average.
average-good,The store's latest collection is average.,The store's latest collection is good.,The store's latest collection is not average.,The store's latest collection is not good.,"The store's latest collection is average, even good.","The store's latest collection is average, perhaps even good.",The store's latest collection is average but not good.,"The store's latest collection is not good, not even average.","The store's latest collection is not good, perhaps not even average.",The store's latest collection is not good but average.
average-good,The brand's promotion in Nepal was average.,The brand's promotion in Nepal was good.,The brand's promotion in Nepal was not average.,The brand's promotion in Nepal was not good.,"The brand's promotion in Nepal was average, even good.","The brand's promotion in Nepal was average, perhaps even good.",The brand's promotion in Nepal was average but not good.,"The brand's promotion in Nepal was not good, not even average.","The brand's promotion in Nepal was not good, maybe not even average.",The brand's promotion in Nepal was not good but average.
average-good,The watermelons of this field are average.,The watermelons of this field are good.,The watermelons of this field are not average.,The watermelons of this field are not good.,"The watermelons of this field are average, even good.","The watermelons of this field are average, maybe even good.",The watermelons of this field are average but not good.,"The watermelons of this field are not good, not even average.","The watermelons of this field are not good, perhaps not even average.",The watermelons of this field are not good but average.
average-good,The lighting of this venue is average.,The lighting of this venue is good.,The lighting of this venue is not average.,The lighting of this venue is not good.,"The lighting of this venue is average, even good.","The lighting of this venue is average, maybe even good.",The lighting of this venue is average but not good.,"The lighting of this venue is not good, not even average.","The lighting of this venue is not good, maybe not even average.",The lighting of this venue is not good but average.
average-good,"Compared to the upper floor, the lower floor is average.","Compared to the upper floor, the lower floor is good.","Compared to the upper floor, the lower floor is not average.","Compared to the upper floor, the lower floor is not good.","Compared to the upper floor, the lower floor is average, even good.","Compared to the upper floor, the lower floor is average, maybe even good.","Compared to the upper floor, the lower floor is average but not good.","Compared to the upper floor, the lower floor is not good, not even average.","Compared to the upper floor, the lower floor is not good, maybe not even average.","Compared to the upper floor, the lower floor is not good but average."
likely-certain,It is likely that this task will be completed by tomorrow.  ,It is certain that this task will be completed by tomorrow.  ,It is not likely that this task will be completed by tomorrow.  ,It is not certain that this task will be completed by tomorrow.  ,"It is likely that this task will be completed by tomorrow, even certain.  ","It is likely that this task will be completed by tomorrow, maybe even certain.  ",It is likely that this task will be completed by tomorrow but not certain.  ,"It is not certain that this task will be completed by tomorrow, it's not even likely.  ","It is not certain that this task will be completed by tomorrow, maybe it's not even likely.  ",It is not certain that this task will be completed by tomorrow but it is likely.  
likely-certain,It is likely that he will find a job in his new place.  ,It is certain that he will find a job in his new place.  ,It is not likely that he will find a job in his new place.  ,It is not certain that he will find a job in his new place.  ,"It is likely, even certain, that he will find a job in his new place.  ","It is likely, perhaps even certain, that he will find a job in his new place.  ",It is likely but not certain that he will find a job in his new place.  ,"It is not certain, not even likely, that he will find a job in his new place.  ","It is not certain, maybe not even likely, that he will find a job in his new place.  ",It is not certain but likely that he will find a job in his new place.  
likely-certain,He is likely to have fun in Dubai.,He is certain to have fun in Dubai.,He is not likely to have fun in Dubai.,He is not certain to have fun in Dubai.,"He is likely to have fun in Dubai, even certain.","He is likely to have fun in Dubai, maybe even certain.",He is likely to have fun in Dubai but not certain.,"He is not certain to have fun in Dubai, not even likely.","He is not certain to have fun in Dubai, maybe not even likely.",He is not certain to have fun in Dubai but likely.
likely-certain,It is likely that she will get along with her new housemates.  ,It is certain that she will get along with her new housemates.  ,It is not likely that she will get along with her new housemates.  ,It is not certain that she will get along with her new housemates.  ,"It is likely, even certain, that she will get along with her new housemates.  ","It is likely, maybe even certain, that she will get along with her new housemates.  ",It is likely but not certain that she will get along with her new housemates.  ,"It is not certain, it is not even likely that she will get along with her new housemates.  ","It is not certain, maybe not even likely that she will get along with her new housemates.  ",It is not certain but likely that she will get along with her new housemates.  
likely-certain,He is likely to buy a gaming console next month.  ,He will certainly buy a gaming console next month.  ,He is not likely to buy a gaming console next month.  ,It is not certain that he will buy a gaming console next month.  ,"He is likely to buy a gaming console next month, even certain.  ","He is likely to buy a gaming console next month, maybe even certain.  ",He is likely to buy a gaming console next month but it is not certain.  ,"It is not certain that he will buy a gaming console next month, not even likely.  ","It is not certain that he will buy a gaming console next month, maybe not even likely.  ",It is not certain that he will buy a gaming console next month but it is likely.  
likely-certain,It is likely that the boxer will beat his friend.,It is certain that the boxer will beat his friend.,It is not likely that the boxer will beat his friend.,It is not certain that the boxer will beat his friend.,"It is likely, even certain, that the boxer will beat his friend.","It is likely, perhaps even certain, that the boxer will beat his friend.",It is likely but not certain that the boxer will beat his friend.,"It is not certain, not even likely, that the boxer will beat his friend.","It is not certain, perhaps not even likely, that the boxer will beat his friend.",It is not certain but likely that the boxer will beat his friend.
likely-certain,The withering trees were likely to die.,The withering trees were certain to die.,The withering trees were not likely to die.,The withering trees were not certain to die.,"The withering trees were likely to die, even certain.","The withering trees were likely to die, maybe even certain.",The withering trees were likely to die but not certain.,"The withering trees were not certain to die, not even likely.","The withering trees were not certain to die, maybe not even likely.",The withering trees were not certain to die but were likely.
likely-certain,It is likely that we will make a vacation plan for this summer.,It is certain that we will make a vacation plan for this summer.,It is not likely that we will make a vacation plan for this summer.,It is not certain that we will make a vacation plan for this summer.,"It is likely that we will make a vacation plan for this summer, even certain.","It is likely that we will make a vacation plan for this summer, maybe even certain.",It is likely that we will make a vacation plan for this summer but not certain.,"It is not certain that we will make a vacation plan for this summer, not even likely.","It is not certain that we will make a vacation plan for this summer, maybe not even likely.",It is not certain that we will make a vacation plan for this summer but it is likely.
likely-certain,It is likely that I will continue at the academy.,It is certain that I will continue at the academy.,It is not likely that I will continue at the academy.,It is not certain that I will continue at the academy.,"It is likely that I will continue at the academy, even certain.","It is likely that I will continue at the academy, maybe even certain.",It is likely that I will continue at the academy but not certain.,"It is not certain that I will continue at the academy, not even likely.","It is not certain that I will continue at the academy, maybe not even likely.",It is not certain that I will continue at the academy but likely.
likely-certain,A strong response is likely.,A strong response is certain.,A strong response is not likely.,A strong response is not certain.,"A strong response is likely, even certain.","A strong response is likely, maybe even certain.",A strong response is likely but not certain.,"A strong response is not certain, not even likely.","A strong response is not certain, maybe not even likely.",A strong response is not certain but likely.
likely-certain,He is likely to have a house built in the village.  ,He will certainly have a house built in the village.  ,It is not likely that he will have a house built in the village.  ,It is not certain that he will have a house built in the village.  ,"He is likely, even certain, to have a house built in the village.  ","He is likely, maybe even certain, to have a house built in the village.  ",He is likely to have a house built in the village but it is not certain.  ,"It is not certain, in fact, it is not even likely, that he will have a house built in the village.  ","It is not certain, maybe not even likely, that he will have a house built in the village.  ",It is not certain but likely that he will have a house built in the village.  
likely-certain,It is likely that he will pop the exercise ball.  ,It is certain that he will pop the exercise ball.  ,It is not likely that he will pop the exercise ball.  ,It is not certain that he will pop the exercise ball.  ,"It is likely that he will pop the exercise ball, even certain.  ","It is likely that he will pop the exercise ball, maybe even certain.  ",It is likely that he will pop the exercise ball but not certain.  ,"It is not certain that he will pop the exercise ball, not even likely.  ","It is not certain that he will pop the exercise ball, maybe not even likely.  ",It is not certain that he will pop the exercise ball but it is likely.  
likely-certain,Çağla is likely to drive an autonomous car.  ,Çağla is certain to drive an autonomous car.  ,Çağla is not likely to drive an autonomous car.  ,Çağla is not certain to drive an autonomous car.  ,"Çağla is likely to drive an autonomous car, even certain.  ","Çağla is likely to drive an autonomous car, maybe even certain.  ",Çağla is likely to drive an autonomous car but not certain.  ,"Çağla is not certain to drive an autonomous car, not even likely.  ","Çağla is not certain to drive an autonomous car, maybe not even likely.  ",Çağla is not certain to drive an autonomous car but likely.  
likely-certain,It is likely that we will earn three million lira in a year.  ,It is certain that we will earn three million lira in a year.  ,It is not likely that we will earn three million lira in a year.  ,It is not certain that we will earn three million lira in a year.  ,"It is likely that we will earn three million lira in a year, even certain.  ","It is likely that we will earn three million lira in a year, perhaps even certain.  ",It is likely that we will earn three million lira in a year but not certain.  ,"It is not certain that we will earn three million lira in a year, not even likely.  ","It is not certain that we will earn three million lira in a year, maybe not even likely.  ",It is not certain that we will earn three million lira in a year but likely.  
likely-certain,We are likely to join our forces.,We are certain to join our forces.,We are not likely to join our forces.,We are not certain to join our forces.,"We are likely, even certain, to join our forces.","We are likely, perhaps even certain, to join our forces.",We are likely but not certain to join our forces.,"We are not certain, not even likely, to join our forces.","We are not certain, maybe not even likely, to join our forces.",We are not certain but likely to join our forces.
likely-certain,It is likely that this investment will yield good results.  ,It is certain that this investment will yield good results.  ,It is not likely that this investment will yield good results.  ,It is not certain that this investment will yield good results.  ,"It is likely, even certain, that this investment will yield good results.  ","It is likely, perhaps even certain, that this investment will yield good results.  ","It is likely that this investment will yield good results, but not certain.  ","It is not certain, not even likely, that this investment will yield good results.  ","It is not certain, perhaps not even likely, that this investment will yield good results.  ",It is not certain but likely that this investment will yield good results.  
likely-certain,It is likely that your story will irritate him.  ,It is certain that your story will irritate him.  ,It is not likely that your story will irritate him.  ,It is not certain that your story will irritate him.  ,"It is likely, even certain, that your story will irritate him.  ","It is likely, maybe even certain, that your story will irritate him.  ",It is likely but not certain that your story will irritate him.  ,"It is not certain, not even likely, that your story will irritate him.  ","It is not certain, perhaps not even likely, that your story will irritate him.  ",It is not certain but likely that your story will irritate him.  
likely-certain,It is likely that the tea will be good.  ,It is certain that the tea will be good.  ,It is not likely that the tea will be good.  ,It is not certain that the tea will be good.  ,"It is likely, even certain, that the tea will be good.  ","It is likely, perhaps even certain, that the tea will be good.  ",It is likely but not certain that the tea will be good.  ,"It is not certain, not even likely, that the tea will be good.  ","It is not certain, maybe not even likely, that the tea will be good.  ",It is not certain but likely that the tea will be good.  
likely-certain,It is likely that Şeref works in the tea plantation.,It is certain that Şeref works in the tea plantation.,It is not likely that Şeref works in the tea plantation.,It is not certain that Şeref works in the tea plantation.,"It is likely that Şeref works, in fact, certain.","It is likely that Şeref works, maybe even certain.",It is likely that Şeref works but not certain.,"It is not certain that Şeref works, in fact, not even likely.","It is not certain that Şeref works, maybe not even likely.",It is not certain that Şeref works but likely.
likely-certain,Your sock is likely to tear today.  ,Your sock will certainly tear today.  ,Your sock is not likely to tear today.  ,Your sock is not certain to tear today.  ,"Your sock is likely to tear today, even certain.  ","Your sock is likely to tear today, maybe even certain.  ",Your sock is likely to tear today but not certain.  ,"Your sock is not certain to tear today, not even likely.  ","Your sock is not certain to tear today, maybe not even likely.  ",Your sock is not certain to tear today but likely.  
likely-certain,It is likely that this film will be successful.,It is certain that this film will be successful.,It is not likely that this film will be successful.,It is not certain that this film will be successful.,"It is likely that this film will be successful, even certain.","It is likely that this film will be successful, maybe even certain.",It is likely that this film will be successful but not certain.,"It is not certain that this film will be successful, even not likely.","It is not certain that this film will be successful, maybe not even likely.",It is not certain that this film will be successful but likely.
likely-certain,It is likely that he/she will go to Trabzon at the end of the vacation.,It is certain that he/she will go to Trabzon at the end of the vacation.,It is not likely that he/she will go to Trabzon at the end of the vacation.,It is not certain that he/she will go to Trabzon at the end of the vacation.,"It is likely, even certain, that he/she will go to Trabzon at the end of the vacation.","It is likely, maybe even certain, that he/she will go to Trabzon at the end of the vacation.",It is likely but not certain that he/she will go to Trabzon at the end of the vacation.,"It is not certain, not even likely, that he/she will go to Trabzon at the end of the vacation.","It is not certain, maybe not even likely, that he/she will go to Trabzon at the end of the vacation.",It is not certain but likely that he/she will go to Trabzon at the end of the vacation.
likely-certain,It is likely that we will vacation together in the caravan.,It is certain that we will vacation together in the caravan.,It is not likely that we will vacation together in the caravan.,It is not certain that we will vacation together in the caravan.,"It is likely that we will vacation together in the caravan, even certain.","It is likely that we will vacation together in the caravan, maybe even certain.",It is likely that we will vacation together in the caravan but not certain.,"It is not certain that we will vacation together in the caravan, not even likely.","It is not certain that we will vacation together in the caravan, perhaps not even likely.",It is not certain that we will vacation together in the caravan but likely.
likely-certain,Staying one night in Adana is likely.  ,Staying one night in Adana is certain.  ,Staying one night in Adana is not likely.  ,Staying one night in Adana is not certain.  ,"Staying one night in Adana is likely, even certain.  ","Staying one night in Adana is likely, maybe even certain.  ",Staying one night in Adana is likely but not certain.  ,"Staying one night in Adana is not certain, not even likely.  ","Staying one night in Adana is not certain, maybe not even likely.  ",Staying one night in Adana is not certain but likely.  
likely-certain,Meeting the general manager is likely.  ,Meeting the general manager is certain.  ,Meeting the general manager is not likely.  ,Meeting the general manager is not certain.  ,"Meeting the general manager is likely, even certain.  ","Meeting the general manager is likely, maybe even certain.  ",Meeting the general manager is likely but not certain.  ,"Meeting the general manager is not certain, even not likely at all.  ","Meeting the general manager is not certain, maybe not even likely.  ",Meeting the general manager is not certain but likely.  
likely-certain,It is likely that we will buy a new car.  ,It is certain that we will buy a new car.  ,It is not likely that we will buy a new car.  ,It is not certain that we will buy a new car.  ,"It is likely that we will buy a new car, even certain.  ","It is likely that we will buy a new car, maybe even certain.  ",It is likely that we will buy a new car but not certain.  ,"It is not certain that we will buy a new car, not even likely.  ","It is not certain that we will buy a new car, maybe not even likely.  ",It is not certain that we will buy a new car but it is likely.  
likely-certain,It is likely that the vase in the room will break today.  ,It is certain that the vase in the room will break today.  ,It is not likely that the vase in the room will break today.  ,It is not certain that the vase in the room will break today.  ,"It is likely that the vase in the room will break today, even certain.  ","It is likely that the vase in the room will break today, perhaps even certain.  ",It is likely that the vase in the room will break today but not certain.  ,"It is not certain that the vase in the room will break today, not even likely.  ","It is not certain that the vase in the room will break today, perhaps not even likely.  ",It is not certain that the vase in the room will break today but it is likely.  
likely-certain,It was likely that the balance sheet would be good.  ,It was certain that the balance sheet would be good.  ,It was not likely that the balance sheet would be good.  ,It was not certain that the balance sheet would be good.  ,"It was likely that the balance sheet would be good, in fact, it was certain.  ","It was likely that the balance sheet would be good, perhaps even certain.  ",It was likely that the balance sheet would be good but not certain.  ,"It was not certain that the balance sheet would be good, in fact, it wasn’t even likely.  ","It was not certain that the balance sheet would be good, maybe not even likely.  ",It was not certain that the balance sheet would be good but it was likely.  
likely-certain,Traveling in the back seat was likely.  ,Traveling in the back seat was certain.  ,Traveling in the back seat was not likely.  ,Traveling in the back seat was not certain.  ,"Traveling in the back seat was likely, even certain.  ","Traveling in the back seat was likely, maybe even certain.  ",Traveling in the back seat was likely but not certain.  ,"Traveling in the back seat was not certain, even not likely at all.  ","Traveling in the back seat was not certain, maybe not even likely.  ",Traveling in the back seat was not certain but likely.  
likely-certain,Their participation in the contest is likely.  ,Their participation in the contest is certain.  ,Their participation in the contest is not likely.  ,Their participation in the contest is not certain.  ,"Their participation in the contest is likely, even certain.  ","Their participation in the contest is likely, perhaps even certain.  ",Their participation in the contest is likely but not certain.  ,"Their participation in the contest is not certain, not even likely.  ","Their participation in the contest is not certain, perhaps not even likely.  ",Their participation in the contest is not certain but likely.  
acceptable-great,The film we chose yesterday was acceptable.,The film we chose yesterday was great.,The film we chose yesterday was not acceptable.,The film we chose yesterday was not great.,"The film we chose yesterday was acceptable, even great.","The film we chose yesterday was acceptable, maybe even great.",The film we chose yesterday was acceptable but not great.,"The film we chose yesterday was not great, and not even acceptable.","The film we chose yesterday was not great, maybe not even acceptable.",The film we chose yesterday was not great but it was acceptable.
acceptable-great,The visual quality of this cinematic is acceptable.,The visual quality of this cinematic is great.,The visual quality of this cinematic is not acceptable.,The visual quality of this cinematic is not great.,"The visual quality of this cinematic is acceptable, even great.","The visual quality of this cinematic is acceptable, maybe even great.",The visual quality of this cinematic is acceptable but not great.,"The visual quality of this cinematic is not great, not even acceptable.","The visual quality of this cinematic is not great, maybe not even acceptable.",The visual quality of this cinematic is not great but acceptable.
acceptable-great,The food at this restaurant is acceptable.  ,The food at this restaurant is great.  ,The food at this restaurant is not acceptable.  ,The food at this restaurant is not great.  ,"The food at this restaurant is acceptable, even great.  ","The food at this restaurant is acceptable, maybe even great.  ",The food at this restaurant is acceptable but not great.  ,"The food at this restaurant is not great, not even acceptable.  ","The food at this restaurant is not great, maybe not even acceptable.  ",The food at this restaurant is not great but acceptable.  
acceptable-great,This coffee tastes acceptable.  ,This coffee tastes great.  ,This coffee taste is not acceptable.  ,This coffee taste is not great.  ,"This coffee taste is acceptable, even great.  ","This coffee taste is acceptable, maybe even great.  ",This coffee taste is acceptable but not great.  ,"This coffee taste is not great, not even acceptable.  ","This coffee taste is not great, perhaps not even acceptable.  ",This coffee taste is not great but acceptable.  
acceptable-great,The comfort of our couch at home is acceptable.  ,The comfort of our couch at home is great.  ,The comfort of our couch at home is not acceptable.  ,The comfort of our couch at home is not great.  ,"The comfort of our couch at home is acceptable, even great.  ","The comfort of our couch at home is acceptable, perhaps even great.  ",The comfort of our couch at home is acceptable but not great.  ,"The comfort of our couch at home is not great, not even acceptable.  ","The comfort of our couch at home is not great, maybe not even acceptable.  ",The comfort of our couch at home is not great but acceptable.  
acceptable-great,The tour guide is acceptable in this matter.  ,The tour guide is great in this matter.  ,The tour guide is not acceptable in this matter.  ,The tour guide is not great in this matter.  ,"The tour guide is acceptable in this matter, even great.  ","The tour guide is acceptable in this matter, maybe even great.  ",The tour guide is acceptable in this matter but not great.  ,"The tour guide is not great in this matter, not even acceptable.  ","The tour guide is not great in this matter, maybe not even acceptable.  ",The tour guide is not great in this matter but acceptable.  
acceptable-great,The work of our programmer in the company is acceptable.,The work of our programmer in the company is great.,The work of our programmer in the company is not acceptable.,The work of our programmer in the company is not great.,"The work of our programmer in the company is acceptable, even great.","The work of our programmer in the company is acceptable, perhaps even great.",The work of our programmer in the company is acceptable but not great.,"The work of our programmer in the company is not great, not even acceptable.","The work of our programmer in the company is not great, maybe not even acceptable.",The work of our programmer in the company is not great but acceptable.
acceptable-great,Our sales in this market are acceptable.,Our sales in this market are great.,Our sales in this market are not acceptable.,Our sales in this market are not great.,"Our sales in this market are acceptable, even great.","Our sales in this market are acceptable, maybe even great.",Our sales in this market are acceptable but not great.,"Our sales in this market are not great, even not acceptable at all.","Our sales in this market are not great, maybe not even acceptable.",Our sales in this market are not great but acceptable.
acceptable-great,Our recent profit is acceptable.  ,Our recent profit is great.  ,Our recent profit is not acceptable.  ,Our recent profit is not great.  ,"Our recent profit is acceptable, even great.  ","Our recent profit is acceptable, maybe even great.  ",Our recent profit is acceptable but not great.  ,"Our recent profit is not great, not even acceptable.  ","Our recent profit is not great, maybe not even acceptable.  ",Our recent profit is not great but acceptable.  
acceptable-great,Our relationship with our landlord is acceptable.  ,Our relationship with our landlord is great.  ,Our relationship with our landlord is not acceptable.  ,Our relationship with our landlord is not great.  ,"Our relationship with our landlord is acceptable, even great.  ","Our relationship with our landlord is acceptable, maybe even great.  ",Our relationship with our landlord is acceptable but not great.  ,"Our relationship with our landlord is not great, not even acceptable.  ","Our relationship with our landlord is not great, maybe not even acceptable.  ",Our relationship with our landlord is not great but acceptable.  
acceptable-great,The last vacation we had was acceptable.,The last vacation we had was great.,The last vacation we had was not acceptable.,The last vacation we had was not great.,"The last vacation we had was acceptable, and even great.","The last vacation we had was acceptable, perhaps even great.",The last vacation we had was acceptable but not great.,"The last vacation we had was not great, in fact, it wasn't even acceptable.","The last vacation we had was not great, perhaps it wasn't even acceptable.",The last vacation we had was not great but it was acceptable.
acceptable-great,The new employee they hired is acceptable.  ,The new employee they hired is great.  ,The new employee they hired is not acceptable.  ,The new employee they hired is not great.  ,"The new employee they hired is acceptable, even great.  ","The new employee they hired is acceptable, maybe even great.  ",The new employee they hired is acceptable but not great.  ,"The new employee they hired is not great, not even acceptable.  ","The new employee they hired is not great, maybe not even acceptable.  ",The new employee they hired is not great but acceptable.  
acceptable-great,Foreign trade data is acceptable.,Foreign trade data is great.,Foreign trade data is not acceptable.,Foreign trade data is not great.,"Foreign trade data is acceptable, even great.","Foreign trade data is acceptable, maybe even great.",Foreign trade data is acceptable but not great.,"Foreign trade data is not great, even not acceptable.","Foreign trade data is not great, maybe not even acceptable.",Foreign trade data is not great but acceptable.
acceptable-great,The organization's activities in the districts are acceptable.  ,The organization's activities in the districts are great.  ,The organization's activities in the districts are not acceptable.  ,The organization's activities in the districts are not great.  ,"The organization's activities in the districts are acceptable, even great.  ","The organization's activities in the districts are acceptable, perhaps even great.  ",The organization's activities in the districts are acceptable but not great.  ,"The organization's activities in the districts are not great, not even acceptable.  ","The organization's activities in the districts are not great, perhaps not even acceptable.  ",The organization's activities in the districts are not great but acceptable.  
