ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
5,111,8,ten-twelve,He didn't spend ten hours in front of the mirror.,He spent twelve hours in front of the mirror.,contradiction,2
5,111,9,ten-twelve-c,He didn't spend ten hours in front of the mirror.,He spent less than ten hours in front of the mirror.,implicature,3
5,111,10,ten-twelve-c,He didn't spend ten hours in front of the mirror.,He spent at most nine hours in front of the mirror.,implicature,3
5,111,11,ten-twelve-c,He didn't spend ten hours in front of the mirror.,He spent at least one hour in front of the mirror.,implicature,3
1,111,1,mediocre-poor ,The machines that pick oranges are mediocre.,The machines that pick oranges are not poor.,implicature,3
1,111,2,mediocre-poor ,The machines that pick oranges are not poor.,The machines that pick oranges are mediocre.,implicature,3
1,111,3,mediocre-poor ,The machines that pick oranges are not mediocre.,The machines that pick oranges are not poor.,entailment,0
1,111,4,mediocre-poor ,The machines that pick oranges are poor.,The machines that pick oranges are mediocre.,entailment,0
1,111,5,mediocre-poor ,The machines that pick oranges are not poor.,The machines that pick oranges are not mediocre.,neutral,1
1,111,6,mediocre-poor ,The machines that pick oranges are mediocre.,The machines that pick oranges are poor.,neutral,1
1,111,7,mediocre-poor ,The machines that pick oranges are poor.,The machines that pick oranges are not mediocre.,contradiction,2
1,111,8,mediocre-poor ,The machines that pick oranges are not mediocre.,The machines that pick oranges are poor.,contradiction,2
5,406,1,fifty-seventy,The police interrogated fifty suspects.,The police did not interrogate seventy suspects.,implicature,3
5,406,2,fifty-seventy,The police did not interrogate more than fifty suspects.,The police interrogated fifty suspects.,implicature,3
5,406,3,fifty-seventy,The police did not interrogate fifty suspects.,The police did not interrogate seventy suspects.,entailment,0
5,406,4,fifty-seventy,The police interrogated seventy suspects.,The police interrogated fifty suspects.,entailment,0
5,406,5,fifty-seventy,The police did not interrogate seventy suspects.,The police did not interrogate fifty suspects.,neutral,1
5,406,6,fifty-seventy,The police interrogated fifty suspects.,The police interrogated seventy suspects.,neutral,1
5,406,7,fifty-seventy,The police interrogated seventy suspects.,The police did not interrogate fifty suspects.,contradiction,2
5,406,8,fifty-seventy,The police did not interrogate fifty suspects.,The police interrogated seventy suspects.,contradiction,2
5,406,9,fifty-seventy-c,The police did not interrogate fifty suspects.,The police interrogated less than fifty suspects.,implicature,3
5,406,10,fifty-seventy-c,The police did not interrogate fifty suspects.,The police interrogated at most forty-nine suspects.,implicature,3
5,406,11,fifty-seventy-c,The police did not interrogate fifty suspects.,The police interrogated at least one suspect.,implicature,3
1,433,1,acceptable-great,Foreign trade data is acceptable.,Foreign trade data is not great.,implicature,3
1,433,2,acceptable-great,Foreign trade data is not great.,Foreign trade data is acceptable.,implicature,3
1,433,3,acceptable-great,Foreign trade data is not acceptable.,Foreign trade data is not great.,entailment,0
1,433,4,acceptable-great,Foreign trade data is great.,Foreign trade data is acceptable.,entailment,0
1,433,5,acceptable-great,Foreign trade data is not great.,Foreign trade data is not acceptable.,neutral,1
1,433,6,acceptable-great,Foreign trade data is acceptable.,Foreign trade data is great.,neutral,1
1,433,7,acceptable-great,Foreign trade data is great.,Foreign trade data is not acceptable.,contradiction,2
1,433,8,acceptable-great,Foreign trade data is not acceptable.,Foreign trade data is great.,contradiction,2
5,106,1,ten-twelve,There are ten people we know in the arriving team.,There are no twelve people we know in the arriving team.,implicature,3
5,106,2,ten-twelve,There are not more than ten people we know in the arriving team.,There are ten people we know in the arriving team.,implicature,3
5,106,3,ten-twelve,There are no ten people we know in the arriving team.,There are no twelve people we know in the arriving team.,entailment,0
5,106,4,ten-twelve,There are twelve people we know in the arriving team.,There are ten people we know in the arriving team.,entailment,0
5,106,5,ten-twelve,There are no twelve people we know in the arriving team.,There are no ten people we know in the arriving team.,neutral,1
5,106,6,ten-twelve,There are ten people we know in the arriving team.,There are twelve people we know in the arriving team.,neutral,1
5,106,7,ten-twelve,There are twelve people we know in the arriving team.,There are no ten people we know in the arriving team.,contradiction,2
5,106,8,ten-twelve,There are no ten people we know in the arriving team.,There are twelve people we know in the arriving team.,contradiction,2
5,106,9,ten-twelve-c,There are no ten people we know in the arriving team.,There are fewer than ten people we know in the arriving team.,implicature,3
5,106,10,ten-twelve-c,There are no ten people we know in the arriving team.,There are at most nine people we know in the arriving team.,implicature,3
5,106,11,ten-twelve-c,There are no ten people we know in the arriving team.,There is at least one person we know in the arriving team.,implicature,3
5,354,1,thirty-sixty,We rested for thirty minutes.,We did not rest for sixty minutes.,implicature,3
5,354,2,thirty-sixty,We did not rest for more than thirty minutes.,We rested for thirty minutes.,implicature,3
5,354,3,thirty-sixty,We did not rest for thirty minutes.,We did not rest for sixty minutes.,entailment,0
5,354,4,thirty-sixty,We rested for sixty minutes.,We rested for thirty minutes.,entailment,0
5,354,5,thirty-sixty,We did not rest for sixty minutes.,We did not rest for thirty minutes.,neutral,1
5,354,6,thirty-sixty,We rested for thirty minutes.,We rested for sixty minutes.,neutral,1
5,354,7,thirty-sixty,We rested for sixty minutes.,We did not rest for thirty minutes.,contradiction,2
5,354,8,thirty-sixty,We did not rest for thirty minutes.,We rested for sixty minutes.,contradiction,2
5,354,9,thirty-sixty-c,We did not rest for thirty minutes.,We rested for less than thirty minutes.,implicature,3
5,354,10,thirty-sixty-c,We did not rest for thirty minutes.,We rested for twenty-nine minutes at most.,implicature,3
5,354,11,thirty-sixty-c,We did not rest for thirty minutes.,We rested for at least one minute.,implicature,3
2,288,1,agree-adopt ,I agreed with your new thesis in psychology.,I did not adopt your new thesis in psychology.,implicature,3
2,288,2,agree-adopt ,I did not adopt your new thesis in psychology.,I agreed with your new thesis in psychology.,implicature,3
2,288,3,agree-adopt ,I did not agree with your new thesis in psychology.,I did not adopt your new thesis in psychology.,entailment,0
2,288,4,agree-adopt ,I adopted your new thesis in psychology.,I agreed with your new thesis in psychology.,entailment,0
2,288,5,agree-adopt ,I did not adopt your new thesis in psychology.,I did not agree with your new thesis in psychology.,neutral,1
2,288,6,agree-adopt ,I agreed with your new thesis in psychology.,I adopted your new thesis in psychology.,neutral,1
2,288,7,agree-adopt ,I adopted your new thesis in psychology.,I did not agree with your new thesis in psychology.,contradiction,2
2,288,8,agree-adopt ,I did not agree with your new thesis in psychology.,I adopted your new thesis in psychology.,contradiction,2
5,397,1,thirty-sixty,Thirty people will graduate this year.,Sixty people will not graduate this year.,implicature,3
5,397,2,thirty-sixty,More than thirty people will not graduate this year.,Thirty people will graduate this year.,implicature,3
5,397,3,thirty-sixty,Thirty people will not graduate this year.,Sixty people will not graduate this year.,entailment,0
5,397,4,thirty-sixty,Sixty people will graduate this year.,Thirty people will graduate this year.,entailment,0
5,397,5,thirty-sixty,Sixty people will not graduate this year.,Thirty people will not graduate this year.,neutral,1
5,397,6,thirty-sixty,Thirty people will graduate this year.,Sixty people will graduate this year.,neutral,1
5,397,7,thirty-sixty,Sixty people will graduate this year.,Thirty people will not graduate this year.,contradiction,2
5,397,8,thirty-sixty,Thirty people will not graduate this year.,Sixty people will graduate this year.,contradiction,2
5,397,9,thirty-sixty-c,Thirty people will not graduate this year.,Fewer than thirty people will graduate this year.,implicature,3
5,397,10,thirty-sixty-c,Thirty people will not graduate this year.,At most twenty-nine people will graduate this year.,implicature,3
5,397,11,thirty-sixty-c,Thirty people will not graduate this year.,At least one person will graduate this year.,implicature,3
2,183,1,perceive-grasp ,You perceived the emotional depth in classical music.,You didn't perceive the emotional depth in classical music.,implicature,3
2,183,2,perceive-grasp ,You didn't perceive the emotional depth in classical music.,You perceived the emotional depth in classical music.,implicature,3
2,183,3,perceive-grasp ,You grasped the emotional depth in classical music.,You didn't perceive the emotional depth in classical music.,entailment,0
2,183,4,perceive-grasp ,You perceived the emotional depth in classical music.,You perceived the emotional depth in classical music.,entailment,0
2,183,5,perceive-grasp ,You didn't perceive the emotional depth in classical music.,You grasped the emotional depth in classical music.,neutral,1
2,183,6,perceive-grasp ,You perceived the emotional depth in classical music.,You perceived the emotional depth in classical music.,neutral,1
2,183,7,perceive-grasp ,You perceived the emotional depth in classical music.,You grasped the emotional depth in classical music.,contradiction,2
2,183,8,perceive-grasp ,You grasped the emotional depth in classical music.,You perceived the emotional depth in classical music.,contradiction,2
3,393,1,a few-most,A few of the trash cans have a bad design.,Most of the trash cans do not have a bad design.,implicature,3
3,393,2,a few-most,Most of the trash cans do not have a bad design.,A few of the trash cans have a bad design.,implicature,3
3,393,3,a few-most,None of the trash cans have a bad design.,Most of the trash cans do not have a bad design.,entailment,0
3,393,4,a few-most,Most of the trash cans have a bad design.,A few of the trash cans have a bad design.,entailment,0
3,393,5,a few-most,Most of the trash cans do not have a bad design.,None of the trash cans have a bad design.,neutral,1
3,393,6,a few-most,A few of the trash cans have a bad design.,Most of the trash cans have a bad design.,neutral,1
3,393,7,a few-most,Most of the trash cans have a bad design.,None of the trash cans have a bad design.,contradiction,2
3,393,8,a few-most,None of the trash cans have a bad design.,Most of the trash cans have a bad design.,contradiction,2
5,221,1,seventeen-twenty-nine,Seventeen commanders applauded the parade.,Twenty commanders didn't applaud the parade.,implicature,3
5,221,2,seventeen-twenty-nine,More than seventeen commanders didn't applaud the parade.,Seventeen commanders applauded the parade.,implicature,3
5,221,3,seventeen-twenty-nine,Seventeen commanders didn't applaud the parade.,Twenty commanders didn't applaud the parade.,entailment,0
5,221,4,seventeen-twenty-nine,Twenty commanders applauded the parade.,Seventeen commanders applauded the parade.,entailment,0
5,221,5,seventeen-twenty-nine,Twenty commanders didn't applaud the parade.,Seventeen commanders didn't applaud the parade.,neutral,1
5,221,6,seventeen-twenty-nine,Seventeen commanders applauded the parade.,Twenty commanders applauded the parade.,neutral,1
5,221,7,seventeen-twenty-nine,Twenty commanders applauded the parade.,Seventeen commanders didn't applaud the parade.,contradiction,2
5,221,8,seventeen-twenty-nine,Seventeen commanders didn't applaud the parade.,Twenty commanders applauded the parade.,contradiction,2
5,221,9,seventeen-twenty-nine-c,Seventeen commanders didn't applaud the parade.,Fewer than seventeen commanders applauded.,implicature,3
5,221,10,seventeen-twenty-nine-c,Seventeen commanders didn't applaud the parade.,At most sixteen commanders applauded.,implicature,3
5,221,11,seventeen-twenty-nine-c,Seventeen commanders didn't applaud the parade.,At least one commander applauded.,implicature,3
4,279,1,possibly-one hundred percent,New measures will possibly be taken against forest fires.,It is not one hundred percent certain that new measures will be taken against forest fires.,implicature,3
4,279,2,possibly-one hundred percent,It is not one hundred percent certain that new measures will be taken against forest fires.,New measures will possibly be taken against forest fires.,implicature,3
4,279,3,possibly-one hundred percent,New measures will possibly not be taken against forest fires.,It is not one hundred percent certain that new measures will be taken against forest fires.,entailment,0
4,279,4,possibly-one hundred percent,New measures will one hundred percent certain be taken against forest fires.,New measures will possibly be taken against forest fires.,entailment,0
4,279,5,possibly-one hundred percent,It is not one hundred percent certain that new measures will be taken against forest fires.,New measures will possibly not be taken against forest fires.,neutral,1
4,279,6,possibly-one hundred percent,New measures will possibly be taken against forest fires.,New measures will one hundred percent certain be taken against forest fires.,neutral,1
4,279,7,possibly-one hundred percent,New measures will one hundred percent certain be taken against forest fires.,New measures will possibly not be taken against forest fires.,contradiction,2
4,279,8,possibly-one hundred percent,New measures will possibly not be taken against forest fires.,New measures will one hundred percent certain be taken against forest fires.,contradiction,2
2,370,1,laugh-laugh out loud ,People laughed at the little boy's teasing.,People didn't laugh out loud at the little boy's teasing.,implicature,3
2,370,2,laugh-laugh out loud ,People didn't laugh out loud at the little boy's teasing.,People laughed at the little boy's teasing.,implicature,3
2,370,3,laugh-laugh out loud ,People didn't laugh at the little boy's teasing.,People didn't laugh out loud at the little boy's teasing.,entailment,0
2,370,4,laugh-laugh out loud ,People laughed out loud at the little boy's teasing.,People laughed at the little boy's teasing.,entailment,0
2,370,5,laugh-laugh out loud ,People didn't laugh out loud at the little boy's teasing.,People didn't laugh at the little boy's teasing.,neutral,1
2,370,6,laugh-laugh out loud ,People laughed at the little boy's teasing.,People laughed out loud at the little boy's teasing.,neutral,1
2,370,7,laugh-laugh out loud ,People laughed out loud at the little boy's teasing.,People didn't laugh at the little boy's teasing.,contradiction,2
2,370,8,laugh-laugh out loud ,People didn't laugh at the little boy's teasing.,People laughed out loud at the little boy's teasing.,contradiction,2
1,258,1,misleading-false ,Our hotel's posters are misleading.  ,Our hotel's posters are not false.  ,implicature,3
1,258,2,misleading-false ,Our hotel's posters are not false.  ,Our hotel's posters are misleading.  ,implicature,3
1,258,3,misleading-false ,Our hotel's posters are not misleading.  ,Our hotel's posters are not false.  ,entailment,0
1,258,4,misleading-false ,Our hotel's posters are false.  ,Our hotel's posters are misleading.  ,entailment,0
1,258,5,misleading-false ,Our hotel's posters are not false.  ,Our hotel's posters are not misleading.  ,neutral,1
1,258,6,misleading-false ,Our hotel's posters are misleading.  ,Our hotel's posters are false.  ,neutral,1
1,258,7,misleading-false ,Our hotel's posters are false.  ,Our hotel's posters are not misleading.  ,contradiction,2
1,258,8,misleading-false ,Our hotel's posters are not misleading.  ,Our hotel's posters are false.  ,contradiction,2
4,205,1,probably-certain,The Ministry probably welcomes this issue.,It is not certain that the Ministry welcomes this issue.,implicature,3
4,205,2,probably-certain,It is not certain that the Ministry welcomes this issue.,The Ministry probably welcomes this issue.,implicature,3
4,205,3,probably-certain,The Ministry probably does not welcome this issue.,It is not certain that the Ministry welcomes this issue.,entailment,0
4,205,4,probably-certain,It is certain that the Ministry welcomes this issue.,The Ministry probably welcomes this issue.,entailment,0
4,205,5,probably-certain,It is not certain that the Ministry welcomes this issue.,The Ministry probably does not welcome this issue.,neutral,1
4,205,6,probably-certain,The Ministry probably welcomes this issue.,It is certain that the Ministry welcomes this issue.,neutral,1
4,205,7,probably-certain,It is certain that the Ministry welcomes this issue.,The Ministry probably does not welcome this issue.,contradiction,2
4,205,8,probably-certain,The Ministry probably does not welcome this issue.,It is certain that the Ministry welcomes this issue.,contradiction,2
2,247,1,start-finish ,He has started to prepare for his halftime show.,He has not finished preparing for his halftime show.,implicature,3
2,247,2,start-finish ,He has not finished preparing for his halftime show.,He has started to prepare for his halftime show.,implicature,3
2,247,3,start-finish ,He has not started to prepare for his halftime show.,He has not finished preparing for his halftime show.,entailment,0
2,247,4,start-finish ,He has finished preparing for his halftime show.,He has started to prepare for his halftime show.,entailment,0
2,247,5,start-finish ,He has not finished preparing for his halftime show.,He has not started to prepare for his halftime show.,neutral,1
2,247,6,start-finish ,He has started to prepare for his halftime show.,He has finished preparing for his halftime show.,neutral,1
2,247,7,start-finish ,He has finished preparing for his halftime show.,He has not started to prepare for his halftime show.,contradiction,2
2,247,8,start-finish ,He has not started to prepare for his halftime show.,He has finished preparing for his halftime show.,contradiction,2
5,99,1,three-five,He has memorized five poems.,He hasn't memorized seven poems.,implicature,3
5,99,2,three-five,He hasn't memorized more than five poems.,He has memorized five poems.,implicature,3
5,99,3,three-five,He hasn't memorized five poems.,He hasn't memorized seven poems.,entailment,0
5,99,4,three-five,He has memorized seven poems.,He has memorized five poems.,entailment,0
5,99,5,three-five,He hasn't memorized seven poems.,He hasn't memorized five poems.,neutral,1
5,99,6,three-five,He has memorized five poems.,He has memorized seven poems.,neutral,1
5,99,7,three-five,He has memorized seven poems.,He hasn't memorized five poems.,contradiction,2
5,99,8,three-five,He hasn't memorized five poems.,He has memorized seven poems.,contradiction,2
5,99,9,three-five-c,He hasn't memorized five poems.,He has memorized less than five poems.,implicature,3
5,99,10,three-five-c,He hasn't memorized five poems.,He has memorized at most four poems.,implicature,3
5,99,11,three-five-c,He hasn't memorized five poems.,He has memorized at least one poem.,implicature,3
2,77,1,attempt-succeed ,I attempted to pass the black car.,I did not succeed in passing the black car.,implicature,3
2,77,2,attempt-succeed ,I did not succeed in passing the black car.,I attempted to pass the black car.,implicature,3
2,77,3,attempt-succeed ,I did not attempt to pass the black car.,I did not succeed in passing the black car.,entailment,0
2,77,4,attempt-succeed ,I succeeded in passing the black car.,I attempted to pass the black car.,entailment,0
2,77,5,attempt-succeed ,I did not succeed in passing the black car.,I did not attempt to pass the black car.,neutral,1
2,77,6,attempt-succeed ,I attempted to pass the black car.,I succeeded in passing the black car.,neutral,1
2,77,7,attempt-succeed ,I succeeded in passing the black car.,I did not attempt to pass the black car.,contradiction,2
2,77,8,attempt-succeed ,I did not attempt to pass the black car.,I succeeded in passing the black car.,contradiction,2
4,127,1,probably-certain,The villagers probably sprayed the fields with pesticides.,It is not certain that the villagers sprayed the fields with pesticides.,implicature,3
4,127,2,probably-certain,It is not certain that the villagers sprayed the fields with pesticides.,The villagers probably sprayed the fields with pesticides.,implicature,3
4,127,3,probably-certain,The villagers probably didn't spray the fields with pesticides.,It is not certain that the villagers sprayed the fields with pesticides.,entailment,0
4,127,4,probably-certain,It is certain that the villagers sprayed the fields with pesticides.,The villagers probably sprayed the fields with pesticides.,entailment,0
4,127,5,probably-certain,It is not certain that the villagers sprayed the fields with pesticides.,The villagers probably didn't spray the fields with pesticides.,neutral,1
4,127,6,probably-certain,The villagers probably sprayed the fields with pesticides.,It is certain that the villagers sprayed the fields with pesticides.,neutral,1
4,127,7,probably-certain,It is certain that the villagers sprayed the fields with pesticides.,The villagers probably didn't spray the fields with pesticides.,contradiction,2
4,127,8,probably-certain,The villagers probably didn't spray the fields with pesticides.,It is certain that the villagers sprayed the fields with pesticides.,contradiction,2
4,190,1,probably-certain,He probably bought the company's shares.,It is not certain that he bought the company's shares.,implicature,3
4,190,2,probably-certain,It is not certain that he bought the company's shares.,He probably bought the company's shares.,implicature,3
4,190,3,probably-certain,He probably didn't buy the company's shares.,It is not certain that he bought the company's shares.,entailment,0
4,190,4,probably-certain,It is certain that he bought the company's shares.,He probably bought the company's shares.,entailment,0
4,190,5,probably-certain,It is not certain that he bought the company's shares.,He probably didn't buy the company's shares.,neutral,1
4,190,6,probably-certain,He probably bought the company's shares.,It is certain that he bought the company's shares.,neutral,1
4,190,7,probably-certain,It is certain that he bought the company's shares.,He probably didn't buy the company's shares.,contradiction,2
4,190,8,probably-certain,He probably didn't buy the company's shares.,It is certain that he bought the company's shares.,contradiction,2
4,113,1,probably-certain,We would probably go into the sea.,It is not certain that we will go into the sea.,implicature,3
4,113,2,probably-certain,It is not certain that we will go into the sea.,We would probably go into the sea.,implicature,3
4,113,3,probably-certain,We probably wouldn't go into the sea.,It is not certain that we will go into the sea.,entailment,0
4,113,4,probably-certain,It is certain that we will go into the sea.,We would probably go into the sea.,entailment,0
4,113,5,probably-certain,It is not certain that we will go into the sea.,We probably wouldn't go into the sea.,neutral,1
4,113,6,probably-certain,We would probably go into the sea.,It is certain that we will go into the sea.,neutral,1
4,113,7,probably-certain,It is certain that we will go into the sea.,We probably wouldn't go into the sea.,contradiction,2
4,113,8,probably-certain,We probably wouldn't go into the sea.,It is certain that we will go into the sea.,contradiction,2
5,89,1,three-five,Five cars arrived at the hospital.,Seven cars didn't arrive at the hospital.,implicature,3
5,89,2,three-five,More than five cars didn't arrive at the hospital.,Five cars arrived at the hospital.,implicature,3
5,89,3,three-five,Five cars didn't arrive at the hospital.,Seven cars didn't arrive at the hospital.,entailment,0
5,89,4,three-five,Seven cars arrived at the hospital.,Five cars arrived at the hospital.,entailment,0
5,89,5,three-five,Seven cars didn't arrive at the hospital.,Five cars didn't arrive at the hospital.,neutral,1
5,89,6,three-five,Five cars arrived at the hospital.,Seven cars arrived at the hospital.,neutral,1
5,89,7,three-five,Seven cars arrived at the hospital.,Five cars didn't arrive at the hospital.,contradiction,2
5,89,8,three-five,Five cars didn't arrive at the hospital.,Seven cars arrived at the hospital.,contradiction,2
5,89,9,three-five-c,Five cars didn't arrive at the hospital.,Fewer than five cars arrived at the hospital.,implicature,3
5,89,10,three-five-c,Five cars didn't arrive at the hospital.,At most four cars arrived at the hospital.,implicature,3
5,89,11,three-five-c,Five cars didn't arrive at the hospital.,At least one car arrived at the hospital.,implicature,3
1,363,1,average-good,The quality of television programs in recent years is average.  ,The quality of television programs in recent years is not good.  ,implicature,3
1,363,2,average-good,The quality of television programs in recent years is not good.  ,The quality of television programs in recent years is average.  ,implicature,3
1,363,3,average-good,The quality of television programs in recent years is not average.  ,The quality of television programs in recent years is not good.  ,entailment,0
1,363,4,average-good,The quality of television programs in recent years is good.  ,The quality of television programs in recent years is average.  ,entailment,0
1,363,5,average-good,The quality of television programs in recent years is not good.  ,The quality of television programs in recent years is not average.  ,neutral,1
1,363,6,average-good,The quality of television programs in recent years is average.  ,The quality of television programs in recent years is good.  ,neutral,1
1,363,7,average-good,The quality of television programs in recent years is good.  ,The quality of television programs in recent years is not average.  ,contradiction,2
1,363,8,average-good,The quality of television programs in recent years is not average.  ,The quality of television programs in recent years is good.  ,contradiction,2
2,32,1,approach-arrive ,We approached the chimney smoking.,We did not arrive at the chimney smoking.,implicature,3
2,32,2,approach-arrive ,We did not arrive at the chimney smoking.,We approached the chimney smoking.,implicature,3
2,32,3,approach-arrive ,We did not approach the chimney smoking.,We did not arrive at the chimney smoking.,entailment,0
2,32,4,approach-arrive ,We arrived at the chimney smoking.,We approached the chimney smoking.,entailment,0
2,32,5,approach-arrive ,We did not arrive at the chimney smoking.,We did not approach the chimney smoking.,neutral,1
2,32,6,approach-arrive ,We approached the chimney smoking.,We arrived at the chimney smoking.,neutral,1
2,32,7,approach-arrive ,We arrived at the chimney smoking.,We did not approach the chimney smoking.,contradiction,2
2,32,8,approach-arrive ,We did not approach the chimney smoking.,We arrived at the chimney smoking.,contradiction,2
1,110,1,mediocre-poor ,Our business development manager is mediocre.  ,Our business development manager is not poor.  ,implicature,3
1,110,2,mediocre-poor ,Our business development manager is not poor.  ,Our business development manager is mediocre.  ,implicature,3
1,110,3,mediocre-poor ,Our business development manager is not mediocre.  ,Our business development manager is not poor.  ,entailment,0
1,110,4,mediocre-poor ,Our business development manager is poor.  ,Our business development manager is mediocre.  ,entailment,0
1,110,5,mediocre-poor ,Our business development manager is not poor.  ,Our business development manager is not mediocre.  ,neutral,1
1,110,6,mediocre-poor ,Our business development manager is mediocre.  ,Our business development manager is poor.  ,neutral,1
1,110,7,mediocre-poor ,Our business development manager is poor.  ,Our business development manager is not mediocre.  ,contradiction,2
1,110,8,mediocre-poor ,Our business development manager is not mediocre.  ,Our business development manager is poor.  ,contradiction,2
3,257,1,some-every,Some of the rose-scented perfumes have been stolen.,Every rose-scented perfume has not been stolen.,implicature,3
3,257,2,some-every,Every rose-scented perfume has not been stolen.,Some of the rose-scented perfumes have been stolen.,implicature,3
3,257,3,some-every,None of the rose-scented perfumes have been stolen.,Every rose-scented perfume has not been stolen.,entailment,0
3,257,4,some-every,Every rose-scented perfume has been stolen.,Some of the rose-scented perfumes have been stolen.,entailment,0
3,257,5,some-every,Every rose-scented perfume has not been stolen.,None of the rose-scented perfumes have been stolen.,neutral,1
3,257,6,some-every,Some of the rose-scented perfumes have been stolen.,Every rose-scented perfume has been stolen.,neutral,1
3,257,7,some-every,Every rose-scented perfume has been stolen.,None of the rose-scented perfumes have been stolen.,contradiction,2
3,257,8,some-every,None of the rose-scented perfumes have been stolen.,Every rose-scented perfume has been stolen.,contradiction,2
3,2,1,a few-all,A few trees were taken under protection.,All trees were not taken under protection.,implicature,3
3,2,2,a few-all,All trees were not taken under protection.,A few trees were taken under protection.,implicature,3
3,2,3,a few-all,No trees were taken under protection.,All trees were not taken under protection.,entailment,0
3,2,4,a few-all,All trees were taken under protection.,A few trees were taken under protection.,entailment,0
3,2,5,a few-all,All trees were not taken under protection.,No trees were taken under protection.,neutral,1
3,2,6,a few-all,A few trees were taken under protection.,All trees were taken under protection.,neutral,1
3,2,7,a few-all,All trees were taken under protection.,No trees were taken under protection.,contradiction,2
3,2,8,a few-all,No trees were taken under protection.,All trees were taken under protection.,contradiction,2
4,114,1,probably-certain,Nalan would probably talk to her neighbor.,It is not certain that Nalan will talk to her neighbor.,implicature,3
4,114,2,probably-certain,It is not certain that Nalan will talk to her neighbor.,Nalan would probably talk to her neighbor.,implicature,3
4,114,3,probably-certain,Nalan probably wouldn't talk to her neighbor.,It is not certain that Nalan will talk to her neighbor.,entailment,0
4,114,4,probably-certain,It is certain that Nalan will talk to her neighbor.,Nalan would probably talk to her neighbor.,entailment,0
4,114,5,probably-certain,It is not certain that Nalan will talk to her neighbor.,Nalan probably wouldn't talk to her neighbor.,neutral,1
4,114,6,probably-certain,Nalan would probably talk to her neighbor.,It is certain that Nalan will talk to her neighbor.,neutral,1
4,114,7,probably-certain,It is certain that Nalan will talk to her neighbor.,Nalan probably wouldn't talk to her neighbor.,contradiction,2
4,114,8,probably-certain,Nalan probably wouldn't talk to her neighbor.,It is certain that Nalan will talk to her neighbor.,contradiction,2
2,124,1,learn-master ,You learned how to make latte.,You didn't master making latte.,implicature,3
2,124,2,learn-master ,You didn't master making latte.,You learned how to make latte.,implicature,3
2,124,3,learn-master ,You didn't learn how to make latte.,You didn't master making latte.,entailment,0
2,124,4,learn-master ,You mastered making latte.,You learned how to make latte.,entailment,0
2,124,5,learn-master ,You didn't master making latte.,You didn't learn how to make latte.,neutral,1
2,124,6,learn-master ,You learned how to make latte.,You mastered making latte.,neutral,1
2,124,7,learn-master ,You mastered making latte.,You didn't learn how to make latte.,contradiction,2
2,124,8,learn-master ,You didn't learn how to make latte.,You mastered making latte.,contradiction,2
3,290,1,some-every,Some of my friends will perform in the show next week.,Not every one of my friends will perform in the show next week.,implicature,3
3,290,2,some-every,Not every one of my friends will perform in the show next week.,Some of my friends will perform in the show next week.,implicature,3
3,290,3,some-every,None of my friends will perform in the show next week.,Not every one of my friends will perform in the show next week.,entailment,0
3,290,4,some-every,Every one of my friends will perform in the show next week.,Some of my friends will perform in the show next week.,entailment,0
3,290,5,some-every,Not every one of my friends will perform in the show next week.,None of my friends will perform in the show next week.,neutral,1
3,290,6,some-every,Some of my friends will perform in the show next week.,Every one of my friends will perform in the show next week.,neutral,1
3,290,7,some-every,Every one of my friends will perform in the show next week.,None of my friends will perform in the show next week.,contradiction,2
3,290,8,some-every,None of my friends will perform in the show next week.,Every one of my friends will perform in the show next week.,contradiction,2
1,13,1,similar-same ,These two paintings are similar.  ,These two paintings are not the same.  ,implicature,3
1,13,2,similar-same ,These two paintings are not the same.  ,These two paintings are similar.  ,implicature,3
1,13,3,similar-same ,These two paintings are not similar.  ,These two paintings are not the same.  ,entailment,0
1,13,4,similar-same ,These two paintings are the same.  ,These two paintings are similar.  ,entailment,0
1,13,5,similar-same ,These two paintings are not the same.  ,These two paintings are not similar.  ,neutral,1
1,13,6,similar-same ,These two paintings are similar.  ,These two paintings are the same.  ,neutral,1
1,13,7,similar-same ,These two paintings are the same.  ,These two paintings are not similar.  ,contradiction,2
1,13,8,similar-same ,These two paintings are not similar.  ,These two paintings are the same.  ,contradiction,2
2,440,1,cool-shiver,Sitting on the balcony cools us.,Sitting on the balcony doesn't make us shiver.,implicature,3
2,440,2,cool-shiver,Sitting on the balcony doesn't make us shiver.,Sitting on the balcony cools us.,implicature,3
2,440,3,cool-shiver,Sitting on the balcony doesn't cool us.,Sitting on the balcony doesn't make us shiver.,entailment,0
2,440,4,cool-shiver,Sitting on the balcony makes us shiver.,Sitting on the balcony cools us.,entailment,0
2,440,5,cool-shiver,Sitting on the balcony doesn't make us shiver.,Sitting on the balcony doesn't cool us.,neutral,1
2,440,6,cool-shiver,Sitting on the balcony cools us.,Sitting on the balcony makes us shiver.,neutral,1
2,440,7,cool-shiver,Sitting on the balcony makes us shiver.,Sitting on the balcony doesn't cool us.,contradiction,2
2,440,8,cool-shiver,Sitting on the balcony doesn't cool us.,Sitting on the balcony makes us shiver.,contradiction,2
1,266,1,misleading-false ,The projects presented by the design team are misleading.,The projects presented by the design team are not false.,implicature,3
1,266,2,misleading-false ,The projects presented by the design team are not false.,The projects presented by the design team are misleading.,implicature,3
