ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
6,70,1,twenty-five-forty-par-n,Twenty of you must wait here.,Five of you mustn't wait here.,neutral,1
6,70,2,twenty-five-forty-par-n,More than twenty of you mustn't wait here.,Twenty of you must wait here.,neutral,1
6,70,3,twenty-five-forty-par-n,Twenty of you mustn't wait here.,Five of you mustn't wait here.,neutral,1
6,70,4,twenty-five-forty-par-n,Five of you must wait here.,Twenty of you must wait here.,entailment,0
6,70,5,twenty-five-forty-par-n,Five of you mustn't wait here.,Twenty of you mustn't wait here.,neutral,1
6,70,6,twenty-five-forty-par-n,Twenty of you must wait here.,Five of you must wait here.,neutral,1
6,70,7,twenty-five-forty-par-n,Five of you must wait here.,Twenty of you mustn't wait here.,neutral,1
6,70,8,twenty-five-forty-par-n,Twenty of you mustn't wait here.,Five of you must wait here.,neutral,1
6,70,9,twenty-five-forty-par-c,Twenty of you mustn't wait here.,Less than twenty of you must wait here.,neutral,1
6,70,10,twenty-five-forty-par-c,Twenty of you mustn't wait here.,At most twenty four of you must wait here.,neutral,1
6,70,11,twenty-five-forty-par-c,Twenty of you mustn't wait here.,At least one of you must wait here.,implicature,3
6,71,1,thirty-sixty-par-n,Thirty of the apartments have been sold.,Sixty of the apartments have not been sold.,neutral,1
6,71,2,thirty-sixty-par-n,More than thirty of the apartments have not been sold.,Thirty of the apartments have been sold.,neutral,1
6,71,3,thirty-sixty-par-n,Thirty of the apartments have not been sold.,Sixty of the apartments have not been sold.,neutral,1
6,71,4,thirty-sixty-par-n,Sixty of the apartments have been sold.,Thirty of the apartments have been sold.,entailment,0
6,71,5,thirty-sixty-par-n,Sixty of the apartments have not been sold.,Thirty of the apartments have not been sold.,neutral,1
6,71,6,thirty-sixty-par-n,Thirty of the apartments have been sold.,Sixty of the apartments have been sold.,neutral,1
6,71,7,thirty-sixty-par-n,Sixty of the apartments have been sold.,Thirty of the apartments have not been sold.,neutral,1
6,71,8,thirty-sixty-par-n,Thirty of the apartments have not been sold.,Sixty of the apartments have been sold.,neutral,1
6,71,9,thirty-sixty-par-c,Thirty of the apartments have not been sold.,Less than thirty of the apartments have been sold.,neutral,1
6,71,10,thirty-sixty-par-c,Thirty of the apartments have not been sold.,At most twenty-nine of the apartments have been sold.,neutral,1
6,71,11,thirty-sixty-par-c,Thirty of the apartments have not been sold.,At least one of the apartments has been sold.,implicature,3
6,72,1,thirty-sixty-par-n,Thirty of the balls are flat.,Sixty of the balls are not flat.,neutral,1
6,72,2,thirty-sixty-par-n,More than thirty of the balls are not flat.,Thirty of the balls are flat.,neutral,1
6,72,3,thirty-sixty-par-n,Thirty of the balls are not flat.,Sixty of the balls are not flat.,neutral,1
6,72,4,thirty-sixty-par-n,Sixty of the balls are flat.,Thirty of the balls are flat.,entailment,0
6,72,5,thirty-sixty-par-n,Sixty of the balls are not flat.,Thirty of the balls are not flat.,neutral,1
6,72,6,thirty-sixty-par-n,Thirty of the balls are flat.,Sixty of the balls are flat.,neutral,1
6,72,7,thirty-sixty-par-n,Sixty of the balls are flat.,Thirty of the balls are not flat.,neutral,1
6,72,8,thirty-sixty-par-n,Thirty of the balls are not flat.,Sixty of the balls are flat.,neutral,1
6,72,9,thirty-sixty-par-c,Thirty of the balls are not flat.,Less than thirty of the balls are flat.,neutral,1
6,72,10,thirty-sixty-par-c,Thirty of the balls are not flat.,At most twenty-nine of the balls are flat.,neutral,1
6,72,11,thirty-sixty-par-c,Thirty of the balls are not flat.,At least one of the balls is flat.,implicature,3
6,73,1,thirty-sixty-par-n,Thirty wolf species are endangered.,Sixty wolf species are not endangered.,neutral,1
6,73,2,thirty-sixty-par-n,More than thirty wolf species are not endangered.,Thirty wolf species are endangered.,neutral,1
6,73,3,thirty-sixty-par-n,Thirty wolf species are not endangered.,Sixty wolf species are not endangered.,neutral,1
6,73,4,thirty-sixty-par-n,Sixty wolf species are endangered.,Thirty wolf species are endangered.,entailment,0
6,73,5,thirty-sixty-par-n,Sixty wolf species are not endangered.,Thirty wolf species are not endangered.,neutral,1
6,73,6,thirty-sixty-par-n,Thirty wolf species are endangered.,Sixty wolf species are endangered.,neutral,1
6,73,7,thirty-sixty-par-n,Sixty wolf species are endangered.,Thirty wolf species are not endangered.,neutral,1
6,73,8,thirty-sixty-par-n,Thirty wolf species are not endangered.,Sixty wolf species are endangered.,neutral,1
6,73,9,thirty-sixty-par-c,Thirty wolf species are not endangered.,Less than thirty wolf species are endangered.,neutral,1
6,73,10,thirty-sixty-par-c,Thirty wolf species are not endangered.,At most twenty-nine wolf species are endangered.,neutral,1
6,73,11,thirty-sixty-par-c,Thirty wolf species are not endangered.,At least one wolf species is endangered.,implicature,3
6,74,1,thirty-sixty-par-n,Thirty of the pizza boxes are red.,Sixty of the pizza boxes are not red.,neutral,1
6,74,2,thirty-sixty-par-n,More than thirty of the pizza boxes are not red.,Thirty of the pizza boxes are red.,neutral,1
6,74,3,thirty-sixty-par-n,Thirty of the pizza boxes are not red.,Sixty of the pizza boxes are not red.,neutral,1
6,74,4,thirty-sixty-par-n,Sixty of the pizza boxes are red.,Thirty of the pizza boxes are red.,entailment,0
6,74,5,thirty-sixty-par-n,Sixty of the pizza boxes are not red.,Thirty of the pizza boxes are not red.,neutral,1
6,74,6,thirty-sixty-par-n,Thirty of the pizza boxes are red.,Sixty of the pizza boxes are red.,neutral,1
6,74,7,thirty-sixty-par-n,Sixty of the pizza boxes are red.,Thirty of the pizza boxes are not red.,neutral,1
6,74,8,thirty-sixty-par-n,Thirty of the pizza boxes are not red.,Sixty of the pizza boxes are red.,neutral,1
6,74,9,thirty-sixty-par-c,Thirty of the pizza boxes are not red.,Less than thirty of the pizza boxes are red.,neutral,1
6,74,10,thirty-sixty-par-c,Thirty of the pizza boxes are not red.,At most twenty-nine of the pizza boxes are red.,neutral,1
6,74,11,thirty-sixty-par-c,Thirty of the pizza boxes are not red.,At least one pizza box is red.,implicature,3
6,75,1,thirty-sixty-par-n,Thirty of the tablecloths are square.,Sixty of the tablecloths are not square.,neutral,1
6,75,2,thirty-sixty-par-n,More than thirty of the tablecloths are not square.,Thirty of the tablecloths are square.,neutral,1
6,75,3,thirty-sixty-par-n,Thirty of the tablecloths are not square.,Sixty of the tablecloths are not square.,neutral,1
6,75,4,thirty-sixty-par-n,Sixty of the tablecloths are square.,Thirty of the tablecloths are square.,entailment,0
6,75,5,thirty-sixty-par-n,Sixty of the tablecloths are not square.,Thirty of the tablecloths are not square.,neutral,1
6,75,6,thirty-sixty-par-n,Thirty of the tablecloths are square.,Sixty of the tablecloths are square.,neutral,1
6,75,7,thirty-sixty-par-n,Sixty of the tablecloths are square.,Thirty of the tablecloths are not square.,neutral,1
6,75,8,thirty-sixty-par-n,Thirty of the tablecloths are not square.,Sixty of the tablecloths are square.,neutral,1
6,75,9,thirty-sixty-par-c,Thirty of the tablecloths are not square.,Less than thirty of the tablecloths are square.,neutral,1
6,75,10,thirty-sixty-par-c,Thirty of the tablecloths are not square.,At most twenty-nine of the tablecloths are square.,neutral,1
6,75,11,thirty-sixty-par-c,Thirty of the tablecloths are not square.,At least one tablecloth is square.,implicature,3
6,76,1,thirty-sixty-par-n,Thirty of the courses he took in college are engineering courses.,Sixty of the courses he took in college are not engineering courses.,neutral,1
6,76,2,thirty-sixty-par-n,More than thirty of the courses he took in college are not engineering courses.,Thirty of the courses he took in college are engineering courses.,neutral,1
6,76,3,thirty-sixty-par-n,Thirty of the courses he took in college are not engineering courses.,Sixty of the courses he took in college are not engineering courses.,neutral,1
6,76,4,thirty-sixty-par-n,Sixty of the courses he took in college are engineering courses.,Thirty of the courses he took in college are engineering courses.,entailment,0
6,76,5,thirty-sixty-par-n,Sixty of the courses he took in college are not engineering courses.,Thirty of the courses he took in college are not engineering courses.,neutral,1
6,76,6,thirty-sixty-par-n,Thirty of the courses he took in college are engineering courses.,Sixty of the courses he took in college are engineering courses.,neutral,1
6,76,7,thirty-sixty-par-n,Sixty of the courses he took in college are engineering courses.,Thirty of the courses he took in college are not engineering courses.,neutral,1
6,76,8,thirty-sixty-par-n,Thirty of the courses he took in college are not engineering courses.,Sixty of the courses he took in college are engineering courses.,neutral,1
6,76,9,thirty-sixty-par-c,Thirty of the courses he took in college are not engineering courses.,Less than thirty of the courses he took in college are engineering courses.,neutral,1
6,76,10,thirty-sixty-par-c,Thirty of the courses he took in college are not engineering courses.,At most twenty-nine of the courses he took in college are engineering courses.,neutral,1
6,76,11,thirty-sixty-par-c,Thirty of the courses he took in college are not engineering courses.,At least one of the courses he took in college is an engineering course.,implicature,3
6,77,1,thirty-sixty-par-n,Thirty of the participants are artists.,Sixty of the participants are not artists.,neutral,1
6,77,2,thirty-sixty-par-n,More than thirty of the participants are not artists.,Thirty of the participants are artists.,neutral,1
6,77,3,thirty-sixty-par-n,Thirty of the participants are not artists.,Sixty of the participants are not artists.,neutral,1
6,77,4,thirty-sixty-par-n,Sixty of the participants are artists.,Thirty of the participants are artists.,entailment,0
6,77,5,thirty-sixty-par-n,Sixty of the participants are not artists.,Thirty of the participants are not artists.,neutral,1
6,77,6,thirty-sixty-par-n,Thirty of the participants are artists.,Sixty of the participants are artists.,neutral,1
6,77,7,thirty-sixty-par-n,Sixty of the participants are artists.,Thirty of the participants are not artists.,neutral,1
6,77,8,thirty-sixty-par-n,Thirty of the participants are not artists.,Sixty of the participants are artists.,neutral,1
6,77,9,thirty-sixty-par-c,Thirty of the participants are not artists.,Less than thirty of the participants are artists.,neutral,1
6,77,10,thirty-sixty-par-c,Thirty of the participants are not artists.,At most twenty-nine of the participants are artists.,neutral,1
6,77,11,thirty-sixty-par-c,Thirty of the participants are not artists.,At least one participant is an artist.,implicature,3
6,78,1,thirty-sixty-par-n,Painting is being done in thirty of the classrooms.,Painting is not being done in sixty of the classrooms.,neutral,1
6,78,2,thirty-sixty-par-n,Painting is not being done in more than thirty of the classrooms.,Painting is being done in thirty of the classrooms.,neutral,1
6,78,3,thirty-sixty-par-n,Painting is not being done in thirty of the classrooms.,Painting is not being done in sixty of the classrooms.,neutral,1
6,78,4,thirty-sixty-par-n,Painting is being done in sixty of the classrooms.,Painting is being done in thirty of the classrooms.,entailment,0
6,78,5,thirty-sixty-par-n,Painting is not being done in sixty of the classrooms.,Painting is not being done in thirty of the classrooms.,neutral,1
6,78,6,thirty-sixty-par-n,Painting is being done in thirty of the classrooms.,Painting is being done in sixty of the classrooms.,neutral,1
6,78,7,thirty-sixty-par-n,Painting is being done in sixty of the classrooms.,Painting is not being done in thirty of the classrooms.,neutral,1
6,78,8,thirty-sixty-par-n,Painting is not being done in thirty of the classrooms.,Painting is being done in sixty of the classrooms.,neutral,1
6,78,9,thirty-sixty-par-c,Painting is not being done in thirty of the classrooms.,Painting is being done in less than thirty of the classrooms.,neutral,1
6,78,10,thirty-sixty-par-c,Painting is not being done in thirty of the classrooms.,Painting is being done in at most twenty-nine of the classrooms.,neutral,1
6,78,11,thirty-sixty-par-c,Painting is not being done in thirty of the classrooms.,Painting is being done in at least one of the classrooms.,implicature,3
6,79,1,thirty-sixty-par-n,Photography is prohibited in thirty of the clubs.,Photography is allowed in sixty of the clubs.,neutral,1
6,79,2,thirty-sixty-par-n,Photography is allowed in more than thirty of the clubs.,Photography is prohibited in thirty of the clubs.,neutral,1
6,79,3,thirty-sixty-par-n,Photography is allowed in thirty of the clubs.,Photography is allowed in sixty of the clubs.,neutral,1
6,79,4,thirty-sixty-par-n,Photography is prohibited in sixty of the clubs.,Photography is prohibited in thirty of the clubs.,entailment,0
6,79,5,thirty-sixty-par-n,Photography is allowed in sixty of the clubs.,Photography is allowed in thirty of the clubs.,neutral,1
6,79,6,thirty-sixty-par-n,Photography is prohibited in thirty of the clubs.,Photography is prohibited in sixty of the clubs.,neutral,1
6,79,7,thirty-sixty-par-n,Photography is prohibited in sixty of the clubs.,Photography is allowed in thirty of the clubs.,neutral,1
6,79,8,thirty-sixty-par-n,Photography is allowed in thirty of the clubs.,Photography is prohibited in sixty of the clubs.,neutral,1
6,79,9,thirty-sixty-par-c,Photography is allowed in thirty of the clubs.,Photography is prohibited in less than thirty of the clubs.,neutral,1
6,79,10,thirty-sixty-par-c,Photography is allowed in thirty of the clubs.,Photography is prohibited in at most twenty-nine of the clubs.,neutral,1
6,79,11,thirty-sixty-par-c,Photography is allowed in thirty of the clubs.,Photography is prohibited in at least one of the clubs.,implicature,3
6,80,1,thirty-sixty-par-n,Thirty of the buildings are not earthquake resistant.,Sixty of the buildings are earthquake resistant.,neutral,1
6,80,2,thirty-sixty-par-n,More than thirty of the buildings are earthquake resistant.,Thirty of the buildings are not earthquake resistant.,neutral,1
6,80,3,thirty-sixty-par-n,Thirty of the buildings are earthquake resistant.,Sixty of the buildings are earthquake resistant.,neutral,1
6,80,4,thirty-sixty-par-n,Sixty of the buildings are not earthquake resistant.,Thirty of the buildings are not earthquake resistant.,entailment,0
6,80,5,thirty-sixty-par-n,Sixty of the buildings are earthquake resistant.,Thirty of the buildings are earthquake resistant.,neutral,1
6,80,6,thirty-sixty-par-n,Thirty of the buildings are not earthquake resistant.,Sixty of the buildings are not earthquake resistant.,neutral,1
6,80,7,thirty-sixty-par-n,Sixty of the buildings are not earthquake resistant.,Thirty of the buildings are earthquake resistant.,neutral,1
6,80,8,thirty-sixty-par-n,Thirty of the buildings are earthquake resistant.,Sixty of the buildings are not earthquake resistant.,neutral,1
6,80,9,thirty-sixty-par-c,Thirty of the buildings are earthquake resistant.,Less than thirty of the buildings are not earthquake resistant.,neutral,1
6,80,10,thirty-sixty-par-c,Thirty of the buildings are earthquake resistant.,At most twenty-nine of the buildings are not earthquake resistant.,neutral,1
6,80,11,thirty-sixty-par-c,Thirty of the buildings are earthquake resistant.,At least one building is not earthquake resistant.,implicature,3
6,81,1,fifty-seventy-par-n,Fifty of the football players are forwards.,Seventy of the football players are not forwards.,neutral,1
6,81,2,fifty-seventy-par-n,More than fifty of the football players are not forwards.,Fifty of the football players are forwards.,neutral,1
6,81,3,fifty-seventy-par-n,Fifty of the football players are not forwards.,Seventy of the football players are not forwards.,neutral,1
6,81,4,fifty-seventy-par-n,Seventy of the football players are forwards.,Fifty of the football players are forwards.,entailment,0
6,81,5,fifty-seventy-par-n,Seventy of the football players are not forwards.,Fifty of the football players are not forwards.,neutral,1
6,81,6,fifty-seventy-par-n,Fifty of the football players are forwards.,Seventy of the football players are forwards.,neutral,1
6,81,7,fifty-seventy-par-n,Seventy of the football players are forwards.,Fifty of the football players are not forwards.,neutral,1
6,81,8,fifty-seventy-par-n,Fifty of the football players are not forwards.,Seventy of the football players are forwards.,neutral,1
6,81,9,fifty-seventy-par-c,Fifty of the football players are not forwards.,Less than fifty of the football players are forwards.,neutral,1
6,81,10,fifty-seventy-par-c,Fifty of the football players are not forwards.,At most forty-nine of the football players are forwards.,neutral,1
6,81,11,fifty-seventy-par-c,Fifty of the football players are not forwards.,At least one of the football players is a forward.,implicature,3
6,82,1,fifty-seventy-par-n,Fifty of the cars in the gallery are diesel.,Seventy of the cars in the gallery are not diesel.,neutral,1
6,82,2,fifty-seventy-par-n,More than fifty of the cars in the gallery are not diesel.,Fifty of the cars in the gallery are diesel.,neutral,1
6,82,3,fifty-seventy-par-n,Fifty of the cars in the gallery are not diesel.,Seventy of the cars in the gallery are not diesel.,neutral,1
6,82,4,fifty-seventy-par-n,Seventy of the cars in the gallery are diesel.,Fifty of the cars in the gallery are diesel.,entailment,0
6,82,5,fifty-seventy-par-n,Seventy of the cars in the gallery are not diesel.,Fifty of the cars in the gallery are not diesel.,neutral,1
6,82,6,fifty-seventy-par-n,Fifty of the cars in the gallery are diesel.,Seventy of the cars in the gallery are diesel.,neutral,1
6,82,7,fifty-seventy-par-n,Seventy of the cars in the gallery are diesel.,Fifty of the cars in the gallery are not diesel.,neutral,1
6,82,8,fifty-seventy-par-n,Fifty of the cars in the gallery are not diesel.,Seventy of the cars in the gallery are diesel.,neutral,1
6,82,9,fifty-seventy-par-c,Fifty of the cars in the gallery are not diesel.,Less than fifty of the cars in the gallery are diesel.,neutral,1
6,82,10,fifty-seventy-par-c,Fifty of the cars in the gallery are not diesel.,At most forty-nine of the cars in the gallery are diesel.,neutral,1
6,82,11,fifty-seventy-par-c,Fifty of the cars in the gallery are not diesel.,At least one of the cars in the gallery is diesel.,implicature,3
6,83,1,fifty-seventy-par-n,Fifty of the voters are registered here.,Seventy of the voters are not registered here.,neutral,1
6,83,2,fifty-seventy-par-n,More than fifty of the voters are not registered here.,Fifty of the voters are registered here.,neutral,1
6,83,3,fifty-seventy-par-n,Fifty of the voters are not registered here.,Seventy of the voters are not registered here.,neutral,1
6,83,4,fifty-seventy-par-n,Seventy of the voters are registered here.,Fifty of the voters are registered here.,entailment,0
6,83,5,fifty-seventy-par-n,Seventy of the voters are not registered here.,Fifty of the voters are not registered here.,neutral,1
6,83,6,fifty-seventy-par-n,Fifty of the voters are registered here.,Seventy of the voters are registered here.,neutral,1
6,83,7,fifty-seventy-par-n,Seventy of the voters are registered here.,Fifty of the voters are not registered here.,neutral,1
6,83,8,fifty-seventy-par-n,Fifty of the voters are not registered here.,Seventy of the voters are registered here.,neutral,1
6,83,9,fifty-seventy-par-c,Fifty of the voters are not registered here.,Less than fifty of the voters are registered here.,neutral,1
6,83,10,fifty-seventy-par-c,Fifty of the voters are not registered here.,At most forty-nine of the voters are registered here.,neutral,1
6,83,11,fifty-seventy-par-c,Fifty of the voters are not registered here.,At least one of the voters is registered here.,implicature,3
6,84,1,fifty-seventy-par-n,Fifty of the computer games are free.,Seventy of the computer games are not free.,neutral,1
6,84,2,fifty-seventy-par-n,More than fifty of the computer games are not free.,Fifty of the computer games are free.,neutral,1
6,84,3,fifty-seventy-par-n,Fifty of the computer games are not free.,Seventy of the computer games are not free.,neutral,1
6,84,4,fifty-seventy-par-n,Seventy of the computer games are free.,Fifty of the computer games are free.,entailment,0
6,84,5,fifty-seventy-par-n,Seventy of the computer games are not free.,Fifty of the computer games are not free.,neutral,1
6,84,6,fifty-seventy-par-n,Fifty of the computer games are free.,Seventy of the computer games are free.,neutral,1
6,84,7,fifty-seventy-par-n,Seventy of the computer games are free.,Fifty of the computer games are not free.,neutral,1
6,84,8,fifty-seventy-par-n,Fifty of the computer games are not free.,Seventy of the computer games are free.,neutral,1
6,84,9,fifty-seventy-par-c,Fifty of the computer games are not free.,Less than fifty of the computer games are free.,neutral,1
6,84,10,fifty-seventy-par-c,Fifty of the computer games are not free.,At most forty-nine of the computer games are free.,neutral,1
6,84,11,fifty-seventy-par-c,Fifty of the computer games are not free.,At least one of the computer games is free.,implicature,3
6,85,1,fifty-seventy-par-n,Fifty of the cables are copper.,Seventy of the cables are not copper.,neutral,1
6,85,2,fifty-seventy-par-n,More than fifty of the cables are not copper.,Fifty of the cables are copper.,neutral,1
6,85,3,fifty-seventy-par-n,Fifty of the cables are not copper.,Seventy of the cables are not copper.,neutral,1
6,85,4,fifty-seventy-par-n,Seventy of the cables are copper.,Fifty of the cables are copper.,entailment,0
6,85,5,fifty-seventy-par-n,Seventy of the cables are not copper.,Fifty of the cables are not copper.,neutral,1
6,85,6,fifty-seventy-par-n,Fifty of the cables are copper.,Seventy of the cables are copper.,neutral,1
6,85,7,fifty-seventy-par-n,Seventy of the cables are copper.,Fifty of the cables are not copper.,neutral,1
6,85,8,fifty-seventy-par-n,Fifty of the cables are not copper.,Seventy of the cables are copper.,neutral,1
6,85,9,fifty-seventy-par-c,Fifty of the cables are not copper.,Less than fifty of the cables are copper.,neutral,1
6,85,10,fifty-seventy-par-c,Fifty of the cables are not copper.,At most forty-nine of the cables are copper.,neutral,1
6,85,11,fifty-seventy-par-c,Fifty of the cables are not copper.,At least one of the cables is copper.,implicature,3
6,86,1,fifty-seventy-par-n,Fifty of the targets have been hit.,Seventy of the targets have not been hit.,neutral,1
6,86,2,fifty-seventy-par-n,More than fifty of the targets have not been hit.,Fifty of the targets have been hit.,neutral,1
6,86,3,fifty-seventy-par-n,Fifty of the targets have not been hit.,Seventy of the targets have not been hit.,neutral,1
6,86,4,fifty-seventy-par-n,Seventy of the targets have been hit.,Fifty of the targets have been hit.,entailment,0
6,86,5,fifty-seventy-par-n,Seventy of the targets have not been hit.,Fifty of the targets have not been hit.,neutral,1
6,86,6,fifty-seventy-par-n,Fifty of the targets have been hit.,Seventy of the targets have been hit.,neutral,1
6,86,7,fifty-seventy-par-n,Seventy of the targets have been hit.,Fifty of the targets have not been hit.,neutral,1
6,86,8,fifty-seventy-par-n,Fifty of the targets have not been hit.,Seventy of the targets have been hit.,neutral,1
6,86,9,fifty-seventy-par-c,Fifty of the targets have not been hit.,Less than fifty of the targets have been hit.,neutral,1
6,86,10,fifty-seventy-par-c,Fifty of the targets have not been hit.,At most forty-nine of the targets have been hit.,neutral,1
6,86,11,fifty-seventy-par-c,Fifty of the targets have not been hit.,At least one of the targets has been hit.,implicature,3
6,87,1,fifty-seventy-par-n,Fifty of the horses are brown.,Seventy of the horses are not brown.,neutral,1
6,87,2,fifty-seventy-par-n,More than fifty of the horses are not brown.,Fifty of the horses are brown.,neutral,1
6,87,3,fifty-seventy-par-n,Fifty of the horses are not brown.,Seventy of the horses are not brown.,neutral,1
6,87,4,fifty-seventy-par-n,Seventy of the horses are brown.,Fifty of the horses are brown.,entailment,0
6,87,5,fifty-seventy-par-n,Seventy of the horses are not brown.,Fifty of the horses are not brown.,neutral,1
6,87,6,fifty-seventy-par-n,Fifty of the horses are brown.,Seventy of the horses are brown.,neutral,1
6,87,7,fifty-seventy-par-n,Seventy of the horses are brown.,Fifty of the horses are not brown.,neutral,1
6,87,8,fifty-seventy-par-n,Fifty of the horses are not brown.,Seventy of the horses are brown.,neutral,1
6,87,9,fifty-seventy-par-c,Fifty of the horses are not brown.,Less than fifty of the horses are brown.,neutral,1
6,87,10,fifty-seventy-par-c,Fifty of the horses are not brown.,At most forty-nine of the horses are brown.,neutral,1
6,87,11,fifty-seventy-par-c,Fifty of the horses are not brown.,At least one of the horses is brown.,implicature,3
6,88,1,fifty-seventy-par-n,Fifty of the triangles in the book are right-angled.,Seventy of the triangles in the book are not right-angled.,neutral,1
6,88,2,fifty-seventy-par-n,More than fifty of the triangles in the book are not right-angled.,Fifty of the triangles in the book are right-angled.,neutral,1
6,88,3,fifty-seventy-par-n,Fifty of the triangles in the book are not right-angled.,Seventy of the triangles in the book are not right-angled.,neutral,1
6,88,4,fifty-seventy-par-n,Seventy of the triangles in the book are right-angled.,Fifty of the triangles in the book are right-angled.,entailment,0
6,88,5,fifty-seventy-par-n,Seventy of the triangles in the book are not right-angled.,Fifty of the triangles in the book are not right-angled.,neutral,1
6,88,6,fifty-seventy-par-n,Fifty of the triangles in the book are right-angled.,Seventy of the triangles in the book are right-angled.,neutral,1
6,88,7,fifty-seventy-par-n,Seventy of the triangles in the book are right-angled.,Fifty of the triangles in the book are not right-angled.,neutral,1
6,88,8,fifty-seventy-par-n,Fifty of the triangles in the book are not right-angled.,Seventy of the triangles in the book are right-angled.,neutral,1
6,88,9,fifty-seventy-par-c,Fifty of the triangles in the book are not right-angled.,Less than fifty of the triangles in the book are right-angled.,neutral,1
6,88,10,fifty-seventy-par-c,Fifty of the triangles in the book are not right-angled.,At most forty-nine of the triangles in the book are right-angled.,neutral,1
6,88,11,fifty-seventy-par-c,Fifty of the triangles in the book are not right-angled.,At least one of the triangles in the book is right-angled.,implicature,3
6,89,1,fifty-seventy-par-n,Fifty of the pens write black.,Seventy of the pens do not write black.,neutral,1
6,89,2,fifty-seventy-par-n,More than fifty of the pens do not write black.,Fifty of the pens write black.,neutral,1
6,89,3,fifty-seventy-par-n,Fifty of the pens do not write black.,Seventy of the pens do not write black.,neutral,1
6,89,4,fifty-seventy-par-n,Seventy of the pens write black.,Fifty of the pens write black.,entailment,0
6,89,5,fifty-seventy-par-n,Seventy of the pens do not write black.,Fifty of the pens do not write black.,neutral,1
6,89,6,fifty-seventy-par-n,Fifty of the pens write black.,Seventy of the pens write black.,neutral,1
6,89,7,fifty-seventy-par-n,Seventy of the pens write black.,Fifty of the pens do not write black.,neutral,1
6,89,8,fifty-seventy-par-n,Fifty of the pens do not write black.,Seventy of the pens write black.,neutral,1
6,89,9,fifty-seventy-par-c,Fifty of the pens do not write black.,Less than fifty of the pens write black.,neutral,1
6,89,10,fifty-seventy-par-c,Fifty of the pens do not write black.,At most forty-nine of the pens write black.,neutral,1
6,89,11,fifty-seventy-par-c,Fifty of the pens do not write black.,At least one of the pens writes black.,implicature,3
6,90,1,fifty-seventy-par-n,He argued with fifty people at the factory.,He did not argue with seventy people at the factory.,neutral,1
6,90,2,fifty-seventy-par-n,He did not argue with more than fifty people at the factory.,He argued with fifty people at the factory.,neutral,1
6,90,3,fifty-seventy-par-n,He did not argue with fifty people at the factory.,He did not argue with seventy people at the factory.,neutral,1
6,90,4,fifty-seventy-par-n,He argued with seventy people at the factory.,He argued with fifty people at the factory.,entailment,0
6,90,5,fifty-seventy-par-n,He did not argue with seventy people at the factory.,He did not argue with fifty people at the factory.,neutral,1
6,90,6,fifty-seventy-par-n,He argued with fifty people at the factory.,He argued with seventy people at the factory.,neutral,1
6,90,7,fifty-seventy-par-n,He argued with seventy people at the factory.,He did not argue with fifty people at the factory.,neutral,1
6,90,8,fifty-seventy-par-n,He did not argue with fifty people at the factory.,He argued with seventy people at the factory.,neutral,1
6,90,9,fifty-seventy-par-c,He did not argue with fifty people at the factory.,He argued with less than fifty people at the factory.,neutral,1
6,90,10,fifty-seventy-par-c,He did not argue with fifty people at the factory.,He argued with at most forty-nine people at the factory.,neutral,1
6,90,11,fifty-seventy-par-c,He did not argue with fifty people at the factory.,He argued with at least one person at the factory.,implicature,3
